	 Total Time (s)	Calls (kCalls)
Dist_SSE_32x32	0.0262623	14.907
TR_DCT_16x16	0.0504476	38.921
Dist_SSE_16x16	0.0299258	74.957
TR_DCT_8x8	0.0467842	158.403
Dist_SSE_8x8	0.0305391	264.185
Dist_SSE_64x64	0.00821348	1.021
Dist_SAD_64x64	0.042035	30.94
Dist_SAD_64x64sub	0.0170478	12.805
INTERPOL_HALF_64x64	0.0401502	0.728
Dist_HAD_64x64	0.118179	14.259
INTERPOL_QUARTER_64x64	0.0898181	0.728
Dist_SAD_32x64	0.0422417	61.88
Dist_SAD_32x64sub	0.0151026	22.364
INTERPOL_HALF_32x64	0.0410557	1.456
Dist_HAD_32x64	0.113427	27.3
INTERPOL_QUARTER_32x64	0.0895075	1.456
Dist_SAD_64x32	0.0442562	61.88
Dist_SAD_64x32sub	0.0149146	21.889
INTERPOL_HALF_64x32	0.0414164	1.456
Dist_HAD_64x32	0.113002	27.3
INTERPOL_QUARTER_64x32	0.0904497	1.456
TR_DCT_4x4	0.0771987	553.312
Dist_SSE_4x4	0.093501	1240.93
Dist_SAD_32x32	0.0537274	132.6
Dist_SAD_32x32sub	0.0214962	54.101
INTERPOL_HALF_32x32	0.047805	3.12
Dist_HAD_32x32	0.129099	58.785
INTERPOL_QUARTER_32x32	0.101822	3.12
Dist_SAD_16x32	0.0661162	265.2
Dist_SAD_16x32sub	0.0231954	98.577
INTERPOL_HALF_16x32	0.0499428	6.24
Dist_HAD_16x32	0.13593	117
INTERPOL_QUARTER_16x32	0.106174	6.24
Dist_SAD_32x16	0.0678343	265.2
Dist_SAD_32x16sub	0.0233234	98.898
INTERPOL_HALF_32x16	0.0506571	6.24
Dist_HAD_32x16	0.134601	117
INTERPOL_QUARTER_32x16	0.105292	6.24
Dist_SAD_16x16	0.0990267	530.382
Dist_SAD_16x16sub	0.0381286	224.443
INTERPOL_HALF_16x16	0.0563461	12.48
Dist_HAD_16x16	0.146903	227.86
INTERPOL_QUARTER_16x16	0.111846	12.48
Dist_SAD_8x16	0.103193	1060.78
Dist_SAD_8x16sub	0.0373073	365.78
INTERPOL_HALF_8x16	0.0654836	24.96
Dist_HAD_8x16	0.157049	468
INTERPOL_QUARTER_8x16	0.125007	24.96
Dist_SAD_16x8	0.203257	1415.36
INTERPOL_HALF_16x8	0.0660819	24.96
Dist_HAD_16x8	0.159026	468
INTERPOL_QUARTER_16x8	0.124419	24.96
Dist_SAD_8x8	0.322062	2888.84
INTERPOL_HALF_8x8	0.0818324	49.92
Dist_HAD_8x8	0.193193	902.83
INTERPOL_QUARTER_8x8	0.140652	49.92
Dist_SAD_4x8	0.157109	1487.14
INTERPOL_HALF_4x8	0.0548558	49.92
Dist_HAD_4x8	0.142504	973.44
INTERPOL_QUARTER_4x8	0.0847545	49.92
Dist_SAD_8x4	0.164634	1463.25
INTERPOL_HALF_8x4	0.0587659	49.92
Dist_HAD_8x4	0.147969	973.44
INTERPOL_QUARTER_8x4	0.0879347	49.92
TR_iDCT_32x32	0.0413953	4.065
TR_iDCT_16x16	0.0286593	15.369
TR_iDCT_8x8	0.0153176	30.511
TR_iDCT_4x4	0.00844221	30.825
Dist_HAD_64x16	0.000574841	0.24
Dist_HAD_64x48	0.00146848	0.24
Dist_HAD_16x64	0.000903883	0.37
Dist_HAD_48x64	0.00236627	0.37
Dist_SAD_16x4	0.0115947	85.814
INTERPOL_HALF_16x4	0.00240655	1.312
Dist_HAD_16x4	0.00570974	26.3
INTERPOL_QUARTER_16x4	0.00403777	1.312
Dist_SAD_16x12	0.0113609	55.76
Dist_SAD_16x12sub	0.00417342	23.502
INTERPOL_HALF_16x12	0.0048458	1.312
Dist_HAD_16x12	0.012909	26.3
INTERPOL_QUARTER_16x12	0.00962395	1.312
Dist_SAD_32x8	0.01061	39.867
INTERPOL_HALF_32x8	0.00310606	0.608
Dist_HAD_32x8	0.00769396	11.82
INTERPOL_QUARTER_32x8	0.00593628	0.608
Dist_SAD_32x24	0.0105398	25.84
Dist_SAD_32x24sub	0.0034408	8.838
INTERPOL_HALF_32x24	0.00715809	0.608
Dist_HAD_32x24	0.0206536	11.82
INTERPOL_QUARTER_32x24	0.0153552	0.608
Dist_SAD_8x32	0.00983418	45.56
Dist_SAD_8x32sub	0.005798	31.247
INTERPOL_HALF_8x32	0.00499137	1.072
Dist_HAD_8x32	0.0142237	20.45
INTERPOL_QUARTER_8x32	0.0104263	1.072
Dist_SAD_24x32	0.0202041	45.56
Dist_SAD_24x32sub	0.00940896	22.632
INTERPOL_HALF_24x32	0.0124887	1.072
Dist_HAD_24x32	0.0371133	20.45
INTERPOL_QUARTER_24x32	0.0280045	1.072
Dist_SAD_4x16	0.0144963	91.8
Dist_SAD_4x16sub	0.00699714	59.023
INTERPOL_HALF_4x16	0.00384206	2.16
Dist_HAD_4x16	0.0109906	41.86
INTERPOL_QUARTER_4x16	0.0067602	2.16
Dist_SAD_12x16	0.0232741	91.8
Dist_SAD_12x16sub	0.0108649	50.41
INTERPOL_HALF_12x16	0.00810104	2.16
Dist_HAD_12x16	0.0221316	41.86
INTERPOL_QUARTER_12x16	0.0160627	2.16
TR_DST_4x4	0.00220065	6.599
TR_iDST_4x4	0.00116787	4.193
Dist_HAD_4x4	0.00350047	17.08

Frame	7
Others	8.62515	18615.5
TR_DCT_32x32	0.0429061	5.451
Dist_SSE_32x32	0.0249581	14.231
TR_DCT_16x16	0.0479982	37.696
Dist_SSE_16x16	0.0285234	72.259
TR_DCT_8x8	0.0442129	154.018
Dist_SSE_8x8	0.0289103	257.096
Dist_SSE_64x64	0.00785163	0.983
Dist_SAD_64x64	0.0412642	30.94
Dist_SAD_64x64sub	0.0183291	14.101
INTERPOL_HALF_64x64	0.0399249	0.728
Dist_HAD_64x64	0.115426	14.154
INTERPOL_QUARTER_64x64	0.0894895	0.728
Dist_SAD_32x64	0.042123	61.88
Dist_SAD_32x64sub	0.0153424	23.367
INTERPOL_HALF_32x64	0.0404679	1.456
Dist_HAD_32x64	0.113089	27.3
INTERPOL_QUARTER_32x64	0.0894755	1.456
Dist_SAD_64x32	0.0437825	61.88
Dist_SAD_64x32sub	0.0159909	23.564
INTERPOL_HALF_64x32	0.0407708	1.456
Dist_HAD_64x32	0.111261	27.3
INTERPOL_QUARTER_64x32	0.0898729	1.456
TR_DCT_4x4	0.0728938	545.28
Dist_SSE_4x4	0.0893919	1221.45
Dist_SAD_32x32	0.0529583	132.6
Dist_SAD_32x32sub	0.0234933	60.803
INTERPOL_HALF_32x32	0.0469703	3.12
Dist_HAD_32x32	0.127187	58.26
INTERPOL_QUARTER_32x32	0.102149	3.12
Dist_SAD_16x32	0.0649191	265.2
Dist_SAD_16x32sub	0.0228733	99.43
INTERPOL_HALF_16x32	0.0496514	6.24
Dist_HAD_16x32	0.135071	117
INTERPOL_QUARTER_16x32	0.105932	6.24
Dist_SAD_32x16	0.0672447	265.2
Dist_SAD_32x16sub	0.0230269	99.606
INTERPOL_HALF_32x16	0.0503592	6.24
Dist_HAD_32x16	0.132893	117
INTERPOL_QUARTER_32x16	0.105155	6.24
Dist_SAD_16x16	0.0974681	530.4
Dist_SAD_16x16sub	0.0384962	234.398
INTERPOL_HALF_16x16	0.0560723	12.48
Dist_HAD_16x16	0.143998	227.335
INTERPOL_QUARTER_16x16	0.111407	12.48
Dist_SAD_8x16	0.101635	1060.8
Dist_SAD_8x16sub	0.0361239	363.153
INTERPOL_HALF_8x16	0.0645866	24.96
Dist_HAD_8x16	0.154529	468
INTERPOL_QUARTER_8x16	0.123563	24.96
Dist_SAD_16x8	0.199726	1420.03
INTERPOL_HALF_16x8	0.0654717	24.96
Dist_HAD_16x8	0.155969	468
INTERPOL_QUARTER_16x8	0.122895	24.96
Dist_SAD_8x8	0.316372	2892.67
INTERPOL_HALF_8x8	0.0805327	49.92
Dist_HAD_8x8	0.19002	901.92
INTERPOL_QUARTER_8x8	0.138493	49.92
Dist_SAD_4x8	0.157696	1505.19
INTERPOL_HALF_4x8	0.0541197	49.92
Dist_HAD_4x8	0.141178	973.44
INTERPOL_QUARTER_4x8	0.0838721	49.92
Dist_SAD_8x4	0.162735	1472.63
INTERPOL_HALF_8x4	0.0578373	49.92
Dist_HAD_8x4	0.146376	973.44
INTERPOL_QUARTER_8x4	0.0870019	49.92
TR_iDCT_32x32	0.0369261	3.663
TR_iDCT_16x16	0.0250051	14.034
TR_iDCT_8x8	0.0128991	27.134
Dist_SAD_32x8	0.00846672	35.134
INTERPOL_HALF_32x8	0.00231574	0.496
Dist_HAD_32x8	0.00608872	9.81
INTERPOL_QUARTER_32x8	0.00462174	0.496
Dist_SAD_32x24	0.00757317	21.08
Dist_SAD_32x24sub	0.003241	9.032
INTERPOL_HALF_32x24	0.00554826	0.496
Dist_HAD_32x24	0.0161836	9.81
INTERPOL_QUARTER_32x24	0.0121349	0.496
Dist_HAD_16x4	0.00392952	17.85
Dist_HAD_16x12	0.00819555	17.85
Dist_HAD_4x16	0.00830278	36.33
Dist_HAD_12x16	0.0163986	36.33
TR_iDCT_4x4	0.00754529	27.866
TR_DST_4x4	0.00140476	5.218
TR_iDST_4x4	0.000768309	3.081
Dist_HAD_64x16	0.000384735	0.16
Dist_HAD_64x48	0.00106656	0.16
Dist_HAD_16x64	0.000745372	0.32
Dist_HAD_48x64	0.00207862	0.32
Dist_SAD_8x32	0.00945955	47.6
Dist_SAD_8x32sub	0.00589303	34.6
INTERPOL_HALF_8x32	0.00503111	1.12
Dist_HAD_8x32	0.0142016	21.36
INTERPOL_QUARTER_8x32	0.0105358	1.12
Dist_SAD_24x32	0.02002	47.6
Dist_SAD_24x32sub	0.00907778	24.627
INTERPOL_HALF_24x32	0.0126569	1.12
Dist_HAD_24x32	0.0370697	21.36
INTERPOL_QUARTER_24x32	0.0281491	1.12
Dist_SAD_4x16	0.0117182	78.862
Dist_SAD_4x16sub	0.00528557	47.863
INTERPOL_HALF_4x16	0.00313975	1.856
INTERPOL_QUARTER_4x16	0.00549711	1.856
Dist_SAD_12x16	0.019277	78.88
Dist_SAD_12x16sub	0.00789648	39.815
INTERPOL_HALF_12x16	0.00659747	1.856
INTERPOL_QUARTER_12x16	0.0132984	1.856
Dist_SAD_16x4	0.0099087	53.977
INTERPOL_HALF_16x4	0.0015551	0.848
INTERPOL_QUARTER_16x4	0.00256936	0.848
Dist_SAD_16x12	0.00895989	36.04
Dist_SAD_16x12sub	0.0030418	14.771
INTERPOL_HALF_16x12	0.0030692	0.848
INTERPOL_QUARTER_16x12	0.00609535	0.848
Dist_HAD_4x4	0.0023641	13.44

