	 Total Time (s)	Calls (kCalls)
TR_iDCT_4x4_2	0.00114352	9.261
DIST_SAD_32x8	0.00794844	46.684
INTERPOL_HALF_32x8	0.00280776	0.576
DIST_HAD_32x8	0.00549691	11.41
INTERPOL_QUARTER_32x8	0.00535124	0.576
DIST_SAD_32x24	0.0060826	24.48
DIST_SAD_32x24sub	0.00341494	13.657
INTERPOL_HALF_32x24	0.00674659	0.576
DIST_HAD_32x24	0.0159185	11.41
INTERPOL_QUARTER_32x24	0.0141159	0.576
DIST_SAD_8x32	0.00498788	46.893
DIST_SAD_8x32sub	0.00441562	40.635
INTERPOL_HALF_8x32	0.00629253	1.104
DIST_HAD_8x32	0.0103556	21.16
INTERPOL_QUARTER_8x32	0.013155	1.104
DIST_SAD_24x32	0.0112029	46.92
DIST_SAD_24x32sub	0.00750666	29.206
INTERPOL_HALF_24x32	0.0132244	1.104
DIST_HAD_24x32	0.0294711	21.16
INTERPOL_QUARTER_24x32	0.0280212	1.104
TR_iDCT_16x16_0	0.00776215	4.043
TR_iDCT_32x32_0	0.0210877	1.669
TR_iDCT_8x8_0	0.000793658	2.062
TR_iDCT_16x16_1	0.00589059	3.005
TR_iDCT_8x8_1	0.0029405	7.618
TR_iDCT_4x4_1	0.000231194	1.809
TR_iDCT_16x16_2	0.00382298	1.951
TR_iDCT_8x8_2	0.00291484	7.375
TR_DST_4x4_2	0.000459884	3.648
TR_iDST_4x4_2	0.000224616	1.487

Frame	7
Others	6.49997	11848.8
TR_DCT_32x32_0	0.0317663	3.016
DIST_SSE_32x32	0.00890665	12.934
TR_DCT_16x16_0	0.0248905	15.838
DIST_SSE_16x16	0.0135822	65.136
TR_DCT_8x8_0	0.0064173	22.408
DIST_SSE_8x8	0.0134217	164.063
DIST_SSE_64x64	0.00306724	1.011
DIST_SAD_64x64	0.0395863	30.94
DIST_SAD_64x64sub	0.0205171	16.449
INTERPOL_HALF_64x64	0.0391013	0.728
DIST_HAD_64x64	0.102639	14.224
INTERPOL_QUARTER_64x64	0.0815948	0.728
DIST_SAD_32x64	0.0384414	61.88
DIST_SAD_32x64sub	0.0191578	30.867
INTERPOL_HALF_32x64	0.0419952	1.456
DIST_HAD_32x64	0.0988573	27.3
INTERPOL_QUARTER_32x64	0.0880279	1.456
DIST_SAD_64x32	0.0406264	61.88
DIST_SAD_64x32sub	0.0178308	28.151
INTERPOL_HALF_64x32	0.0407125	1.456
DIST_HAD_64x32	0.0992145	27.3
INTERPOL_QUARTER_64x32	0.0842715	1.456
TR_DCT_32x32_1	0.0257825	2.429
TR_DCT_16x16_1	0.0211952	13.418
TR_DCT_8x8_1	0.0154692	53.352
TR_DCT_4x4_1	0.00636933	72.576
DIST_SSE_4x4	0.0264087	668.262
DIST_SAD_32x32	0.0397159	123.76
DIST_SAD_32x32sub	0.0253715	76.117
INTERPOL_HALF_32x32	0.0441172	2.912
DIST_HAD_32x32	0.0998878	54.516
INTERPOL_QUARTER_32x32	0.0910159	2.912
DIST_SAD_16x32	0.044326	247.52
DIST_SAD_16x32sub	0.0219188	122.081
INTERPOL_HALF_16x32	0.0514443	5.824
DIST_HAD_16x32	0.102945	109.2
INTERPOL_QUARTER_16x32	0.104788	5.824
DIST_SAD_32x16	0.0422485	247.52
DIST_SAD_32x16sub	0.0208952	119.222
INTERPOL_HALF_32x16	0.0481441	5.824
DIST_HAD_32x16	0.102698	109.2
INTERPOL_QUARTER_32x16	0.0961305	5.824
TR_DCT_16x16_2	0.0140137	8.331
TR_DCT_8x8_2	0.0152809	51.488
TR_DCT_4x4_2	0.0225054	259.728
DIST_SAD_16x16	0.0499487	494.968
DIST_SAD_16x16sub	0.0306247	299.192
INTERPOL_HALF_16x16	0.0575088	11.648
DIST_HAD_16x16	0.102717	212.394
INTERPOL_QUARTER_16x16	0.111201	11.648
DIST_SAD_8x8	0.169864	2813.09
INTERPOL_HALF_8x8	0.0922088	46.592
DIST_HAD_8x8	0.129389	884.52
INTERPOL_QUARTER_8x8	0.161804	46.592
DIST_SAD_8x16	0.0615132	989.936
DIST_SAD_8x16sub	0.0246336	396.251
INTERPOL_HALF_8x16	0.0749808	23.296
DIST_HAD_8x16	0.113525	436.8
INTERPOL_QUARTER_8x16	0.142739	23.296
DIST_SAD_16x8	0.135044	1381.86
INTERPOL_HALF_16x8	0.0684383	23.296
DIST_HAD_16x8	0.113107	436.8
INTERPOL_QUARTER_16x8	0.124661	23.296
TR_iDCT_32x32_0	0.019066	1.51
TR_iDCT_32x32_1	0.0139082	1.096
TR_iDCT_8x8_1	0.00243316	6.209
TR_iDCT_8x8_2	0.00217455	5.561
TR_iDCT_4x4_2	0.000966044	7.796
DIST_SAD_8x32	0.00460652	43.484
DIST_SAD_8x32sub	0.00456073	43.014
INTERPOL_HALF_8x32	0.00583059	1.024
DIST_HAD_8x32	0.00953736	19.55
INTERPOL_QUARTER_8x32	0.0121401	1.024
DIST_SAD_24x32	0.0104083	43.52
DIST_SAD_24x32sub	0.008634	33.367
INTERPOL_HALF_24x32	0.0122855	1.024
DIST_HAD_24x32	0.0271547	19.55
INTERPOL_QUARTER_24x32	0.0259796	1.024
TR_iDCT_16x16_0	0.00730537	3.781
DIST_HAD_16x64	0.000628874	0.33
DIST_HAD_48x64	0.00181776	0.33
TR_iDCT_8x8_0	0.000716039	1.863
TR_iDCT_16x16_1	0.00505665	2.563
TR_iDCT_16x16_2	0.0030927	1.576
TR_DST_4x4_2	0.000314524	2.496
TR_iDST_4x4_2	0.000147129	0.962
TR_iDCT_4x4_1	0.000211922	1.578
DIST_SAD_32x8	0.0063607	37.744
INTERPOL_HALF_32x8	0.00231976	0.48
DIST_HAD_32x8	0.00455574	9.48
INTERPOL_QUARTER_32x8	0.00441406	0.48
DIST_SAD_32x24	0.00505289	20.4
DIST_SAD_32x24sub	0.00279965	11.072
INTERPOL_HALF_32x24	0.00560348	0.48
DIST_HAD_32x24	0.0131199	9.48
INTERPOL_QUARTER_32x24	0.0116582	0.48
DIST_HAD_64x16	0.000406593	0.22
DIST_HAD_64x48	0.00119599	0.22

Frame	8
Others	8.85145	13363.3
TR_DCT_32x32_0	0.0507353	4.784
DIST_SSE_32x32	0.0145595	20.924
TR_DCT_16x16_0	0.036658	23.156
DIST_SSE_16x16	0.0210136	100.473
TR_DCT_8x8_0	0.010349	35.92
DIST_SSE_8x8	0.0216056	263.033
TR_iDCT_32x32_0	0.0461043	3.613
DIST_SSE_64x64	0.00402706	1.317
DIST_SAD_64x64	0.0398386	30.94
DIST_SAD_64x64sub	0.0245889	19.552
INTERPOL_HALF_64x64	0.0394015	0.728
DIST_HAD_64x64	0.113383	15.589
INTERPOL_QUARTER_64x64	0.0827013	0.728
DIST_SAD_32x64	0.038744	61.88
DIST_SAD_32x64sub	0.0236597	37.48
INTERPOL_HALF_32x64	0.0422542	1.456
DIST_HAD_32x64	0.0996154	27.3
INTERPOL_QUARTER_32x64	0.0890344	1.456
DIST_SAD_64x32	0.0404926	61.88
DIST_SAD_64x32sub	0.0243492	38.319
INTERPOL_HALF_64x32	0.0409609	1.456
DIST_HAD_64x32	0.0996372	27.3
INTERPOL_QUARTER_64x32	0.0850983	1.456
TR_DCT_32x32_1	0.0432484	4.058
TR_DCT_16x16_1	0.0319192	19.964
TR_DCT_8x8_1	0.023738	81.036
TR_DCT_4x4_1	0.00994041	113.52
DIST_SSE_4x4	0.0391196	915.152
DIST_SAD_32x32	0.0399622	123.76
DIST_SAD_32x32sub	0.0304145	90.398
INTERPOL_HALF_32x32	0.0445125	2.912
DIST_HAD_32x32	0.110262	59.626
INTERPOL_QUARTER_32x32	0.0921631	2.912
DIST_SAD_16x32	0.0446493	247.52
DIST_SAD_16x32sub	0.0241205	132.273
INTERPOL_HALF_16x32	0.051919	5.824
DIST_HAD_16x32	0.103631	109.2
INTERPOL_QUARTER_16x32	0.106369	5.824
DIST_SAD_32x16	0.0425418	247.52
DIST_SAD_32x16sub	0.0236674	134.136
INTERPOL_HALF_32x16	0.0486382	5.824
DIST_HAD_32x16	0.103532	109.2
INTERPOL_QUARTER_32x16	0.0974293	5.824
TR_DCT_16x16_2	0.019662	11.775
TR_DCT_8x8_2	0.0237057	79.101
TR_DCT_4x4_2	0.0296415	334.872
DIST_SAD_16x16	0.0503527	495.013
DIST_SAD_16x16sub	0.0347835	335.812
INTERPOL_HALF_16x16	0.0581242	11.648
DIST_HAD_16x16	0.110103	225.974
INTERPOL_QUARTER_16x16	0.113123	11.648
DIST_SAD_8x8	0.184763	3018.56
INTERPOL_HALF_8x8	0.0931111	46.592
DIST_HAD_8x8	0.142141	938.84
INTERPOL_QUARTER_8x8	0.163866	46.592
DIST_SAD_8x16	0.0620904	990.026
DIST_SAD_8x16sub	0.0326866	478.153
INTERPOL_HALF_8x16	0.0756416	23.296
DIST_HAD_8x16	0.114612	436.8
INTERPOL_QUARTER_8x16	0.144938	23.296
DIST_SAD_16x8	0.143246	1449.06
INTERPOL_HALF_16x8	0.0691088	23.296
DIST_HAD_16x8	0.114067	436.8
INTERPOL_QUARTER_16x8	0.126218	23.296
TR_iDCT_32x32_1	0.0415233	3.252
TR_iDCT_16x16_0	0.018827	9.701
TR_iDCT_16x16_1	0.016897	8.53
DIST_HAD_64x16	0.000960426	0.52
DIST_HAD_64x48	0.00286234	0.52
DIST_HAD_16x64	0.00109932	0.58
DIST_HAD_48x64	0.00319882	0.58
TR_iDCT_8x8_1	0.00917745	23.476
DIST_HAD_32x8	0.0114912	23.58
DIST_HAD_32x24	0.0330762	23.58
DIST_HAD_8x32	0.0164815	33.39
DIST_HAD_24x32	0.0468823	33.39
TR_iDCT_16x16_2	0.0137835	6.965
TR_iDCT_8x8_2	0.0122372	31.084
TR_DST_4x4_2	0.00189102	14.912
TR_iDCT_8x8_0	0.002886	7.452
DIST_SAD_32x8	0.0146605	85.359
INTERPOL_HALF_32x8	0.00590824	1.2
INTERPOL_QUARTER_32x8	0.0113977	1.2
DIST_SAD_32x24	0.0126504	51
DIST_SAD_32x24sub	0.00615731	24.284
INTERPOL_HALF_32x24	0.0142073	1.2
INTERPOL_QUARTER_32x24	0.0295897	1.2
DIST_SAD_8x32	0.00782255	73.404
DIST_SAD_8x32sub	0.00770182	72.148
INTERPOL_HALF_8x32	0.0099918	1.728
INTERPOL_QUARTER_8x32	0.0206314	1.728
DIST_SAD_24x32	0.0177939	73.44
DIST_SAD_24x32sub	0.0137136	53.266
INTERPOL_HALF_24x32	0.0209795	1.728
INTERPOL_QUARTER_24x32	0.0441012	1.728
TR_iDCT_4x4_2	0.00524303	42.562
TR_iDCT_4x4_1	0.00104444	8.361
TR_iDST_4x4_2	0.00128381	8.549

Frame	9
Others	6.57402	12089.1
TR_DCT_32x32_0	0.029449	2.772
DIST_SSE_32x32	0.00836845	12.091
TR_DCT_16x16_0	0.0230853	14.598
DIST_SSE_16x16	0.0129185	61.582
TR_DCT_8x8_0	0.00598838	20.84
DIST_SSE_8x8	0.0128457	156.853
DIST_SSE_64x64	0.00289498	0.964
DIST_SAD_64x64	0.0398963	30.94
DIST_SAD_64x64sub	0.0286652	23.086
INTERPOL_HALF_64x64	0.0393422	0.728
DIST_HAD_64x64	0.101998	14.084
INTERPOL_QUARTER_64x64	0.0818846	0.728
DIST_SAD_32x64	0.0385249	61.88
DIST_SAD_32x64sub	0.0198321	31.629
INTERPOL_HALF_32x64	0.0420483	1.456
DIST_HAD_32x64	0.0991529	27.3
INTERPOL_QUARTER_32x64	0.0883121	1.456
DIST_SAD_64x32	0.0405849	61.88
DIST_SAD_64x32sub	0.0228958	36.151
INTERPOL_HALF_64x32	0.0408989	1.456
DIST_HAD_64x32	0.0993691	27.3
INTERPOL_QUARTER_64x32	0.0843643	1.456
TR_DCT_32x32_1	0.0244101	2.298
TR_DCT_16x16_1	0.0204146	12.854
TR_DCT_8x8_1	0.0149908	51.486
TR_DCT_4x4_1	0.00607155	69.096
DIST_SSE_4x4	0.0255004	648.874
DIST_SAD_32x32	0.0399057	123.76
DIST_SAD_32x32sub	0.0313999	95.274
INTERPOL_HALF_32x32	0.0442195	2.912
DIST_HAD_32x32	0.0997073	54.131
INTERPOL_QUARTER_32x32	0.0912857	2.912
DIST_SAD_16x32	0.044557	247.52
DIST_SAD_16x32sub	0.0221307	123.632
INTERPOL_HALF_16x32	0.0514839	5.824
DIST_HAD_16x32	0.103338	109.2
INTERPOL_QUARTER_16x32	0.105162	5.824
DIST_SAD_32x16	0.04231	247.466
DIST_SAD_32x16sub	0.0236285	135.187
INTERPOL_HALF_32x16	0.04848	5.824
DIST_HAD_32x16	0.103089	109.2
INTERPOL_QUARTER_32x16	0.0963995	5.824
TR_DCT_16x16_2	0.0135992	8.102
TR_DCT_8x8_2	0.0149399	49.777
TR_DCT_4x4_2	0.0220049	253.768
DIST_SAD_16x16	0.0501825	494.932
DIST_SAD_16x16sub	0.0347688	342.743
INTERPOL_HALF_16x16	0.0575544	11.648
DIST_HAD_16x16	0.102107	211.764
INTERPOL_QUARTER_16x16	0.111555	11.648
DIST_SAD_8x8	0.178783	2920.26
INTERPOL_HALF_8x8	0.0924439	46.592
DIST_HAD_8x8	0.129445	882
INTERPOL_QUARTER_8x8	0.162366	46.592
DIST_SAD_8x16	0.0617884	989.837
DIST_SAD_8x16sub	0.0287047	454.333
INTERPOL_HALF_8x16	0.0752726	23.296
DIST_HAD_8x16	0.114157	436.8
INTERPOL_QUARTER_8x16	0.143586	23.296
DIST_SAD_16x8	0.139265	1421.56
INTERPOL_HALF_16x8	0.0685623	23.296
DIST_HAD_16x8	0.113589	436.8
INTERPOL_QUARTER_16x8	0.125113	23.296
TR_iDCT_32x32_0	0.0167999	1.319
TR_iDCT_32x32_1	0.0110948	0.875
DIST_SAD_32x8	0.00813615	47.757
INTERPOL_HALF_32x8	0.00225737	0.464
DIST_HAD_32x8	0.00440354	9.15
INTERPOL_QUARTER_32x8	0.00430437	0.464
DIST_SAD_32x24	0.00489927	19.72
DIST_SAD_32x24sub	0.00299103	11.881
INTERPOL_HALF_32x24	0.00544529	0.464
DIST_HAD_32x24	0.0127498	9.15
INTERPOL_QUARTER_32x24	0.0114666	0.464
DIST_SAD_8x32	0.00393358	37.4
DIST_SAD_8x32sub	0.00614369	58.021
INTERPOL_HALF_8x32	0.00504026	0.88
DIST_HAD_8x32	0.00826619	16.83
INTERPOL_QUARTER_8x32	0.0105818	0.88
DIST_SAD_24x32	0.00894101	37.4
DIST_SAD_24x32sub	0.00686913	26.691
INTERPOL_HALF_24x32	0.0105571	0.88
DIST_HAD_24x32	0.0235105	16.83
INTERPOL_QUARTER_24x32	0.0224419	0.88
TR_iDCT_4x4_2	0.000752172	6.051
TR_iDCT_16x16_0	0.00619549	3.222
DIST_HAD_16x64	0.000577254	0.3
DIST_HAD_48x64	0.00166389	0.3
TR_iDCT_8x8_0	0.000673493	1.753
TR_iDCT_16x16_1	0.00410695	2.083
TR_iDCT_8x8_1	0.00209987	5.339
TR_iDCT_16x16_2	0.00225061	1.13
TR_iDCT_8x8_2	0.00159146	4.045
TR_DST_4x4_2	0.000250822	1.92
TR_iDST_4x4_2	0.00010398	0.677
TR_iDCT_4x4_1	0.00012047	0.909
DIST_HAD_64x16	0.000239954	0.13
DIST_HAD_64x48	0.000706103	0.13

Frame	10
Others	7.09725	12471.8
TR_DCT_32x32_0	0.0333789	3.164
DIST_SSE_32x32	0.00973516	14.057
TR_DCT_16x16_0	0.0256184	16.314
DIST_SSE_16x16	0.0144524	69.582
TR_DCT_8x8_0	0.00692063	24.056
DIST_SSE_8x8	0.0145882	178.205
DIST_SSE_64x64	0.00312753	1.034
DIST_SAD_64x64	0.0397102	30.94
DIST_SAD_64x64sub	0.0263886	21.281
INTERPOL_HALF_64x64	0.0392639	0.728
DIST_HAD_64x64	0.104124	14.399
INTERPOL_QUARTER_64x64	0.0821852	0.728
DIST_SAD_32x64	0.0386041	61.88
DIST_SAD_32x64sub	0.0228323	36.434
INTERPOL_HALF_32x64	0.042092	1.456
DIST_HAD_32x64	0.099304	27.3
INTERPOL_QUARTER_32x64	0.0883747	1.456
DIST_SAD_64x32	0.0405455	61.88
DIST_SAD_64x32sub	0.0230014	36.311
INTERPOL_HALF_64x32	0.0407902	1.456
DIST_HAD_64x32	0.0995378	27.3
INTERPOL_QUARTER_64x32	0.084811	1.456
TR_DCT_32x32_1	0.0289464	2.728
TR_DCT_16x16_1	0.0232362	14.638
TR_DCT_8x8_1	0.0171379	58.912
TR_DCT_4x4_1	0.00714641	80.672
DIST_SSE_4x4	0.0280843	705.691
DIST_SAD_32x32	0.0396431	123.76
DIST_SAD_32x32sub	0.0338219	102.771
INTERPOL_HALF_32x32	0.0441058	2.912
DIST_HAD_32x32	0.101392	55.321
INTERPOL_QUARTER_32x32	0.0913002	2.912
DIST_SAD_16x32	0.044401	247.52
DIST_SAD_16x32sub	0.0250574	140.164
INTERPOL_HALF_16x32	0.0515385	5.824
DIST_HAD_16x32	0.103073	109.2
INTERPOL_QUARTER_16x32	0.10526	5.824
DIST_SAD_32x16	0.042299	247.448
DIST_SAD_32x16sub	0.0239442	135.856
INTERPOL_HALF_32x16	0.0482967	5.824
DIST_HAD_32x16	0.102897	109.2
INTERPOL_QUARTER_32x16	0.0966326	5.824
TR_DCT_16x16_2	0.0146925	8.818
TR_DCT_8x8_2	0.0164919	55.4
TR_DCT_4x4_2	0.0234144	270.344
DIST_SAD_16x16	0.0498744	494.779
DIST_SAD_16x16sub	0.0373127	371.834
INTERPOL_HALF_16x16	0.0575143	11.648
DIST_HAD_16x16	0.103147	214.284
INTERPOL_QUARTER_16x16	0.111554	11.648
DIST_SAD_8x8	0.180194	2986.55
INTERPOL_HALF_8x8	0.0922406	46.592
DIST_HAD_8x8	0.130648	892.08
INTERPOL_QUARTER_8x8	0.162118	46.592
DIST_SAD_8x16	0.0616659	989.594
DIST_SAD_8x16sub	0.0292155	470.905
INTERPOL_HALF_8x16	0.0750132	23.296
DIST_HAD_8x16	0.113999	436.8
INTERPOL_QUARTER_8x16	0.143209	23.296
DIST_SAD_16x8	0.142351	1455.93
INTERPOL_HALF_16x8	0.0683459	23.296
DIST_HAD_16x8	0.113363	436.8
INTERPOL_QUARTER_16x8	0.125036	23.296
TR_iDCT_32x32_0	0.0224792	1.772
TR_iDCT_16x16_0	0.00842635	4.366
TR_iDCT_32x32_1	0.0182128	1.427
TR_iDCT_16x16_1	0.00632237	3.204
TR_iDCT_16x16_2	0.00445424	2.25
DIST_HAD_64x16	0.00034131	0.18
DIST_HAD_64x48	0.000987222	0.18
DIST_HAD_16x64	0.000705588	0.37
DIST_HAD_48x64	0.00204347	0.37
DIST_SAD_32x8	0.00920709	54.414
INTERPOL_HALF_32x8	0.00318481	0.656
DIST_HAD_32x8	0.00626469	12.99
INTERPOL_QUARTER_32x8	0.00617116	0.656
DIST_SAD_32x24	0.0068943	27.88
DIST_SAD_32x24sub	0.00374666	14.84
INTERPOL_HALF_32x24	0.00769394	0.656
DIST_HAD_32x24	0.0180329	12.99
INTERPOL_QUARTER_32x24	0.016235	0.656
DIST_SAD_8x32	0.00425249	40.12
DIST_SAD_8x32sub	0.00547458	51.731
INTERPOL_HALF_8x32	0.00540051	0.944
DIST_HAD_8x32	0.00901793	18.26
INTERPOL_QUARTER_8x32	0.0113245	0.944
DIST_SAD_24x32	0.00960755	40.12
DIST_SAD_24x32sub	0.0087158	33.791
INTERPOL_HALF_24x32	0.0113006	0.944
DIST_HAD_24x32	0.025519	18.26
INTERPOL_QUARTER_24x32	0.0241767	0.944
TR_iDCT_4x4_2	0.00134266	10.799
TR_iDCT_8x8_0	0.000979087	2.5
TR_iDCT_8x8_1	0.00323645	8.287
TR_iDCT_8x8_2	0.00319115	8.115
TR_DST_4x4_2	0.00054084	4.224
TR_iDST_4x4_2	0.000255344	1.683
TR_iDCT_4x4_1	0.00026705	2.056

Frame	11
Others	7.19389	12603.1
TR_DCT_32x32_0	0.0329079	3.12
DIST_SSE_32x32	0.0093771	13.491
TR_DCT_16x16_0	0.0255688	16.244
DIST_SSE_16x16	0.0140568	67.193
TR_DCT_8x8_0	0.00687118	23.92
DIST_SSE_8x8	0.0140192	171.105
DIST_SSE_64x64	0.00313474	1.031
DIST_SAD_64x64	0.0397625	30.94
DIST_SAD_64x64sub	0.0371299	29.854
INTERPOL_HALF_64x64	0.039256	0.728
DIST_HAD_64x64	0.10375	14.294
INTERPOL_QUARTER_64x64	0.0824089	0.728
DIST_SAD_32x64	0.0384776	61.88
DIST_SAD_32x64sub	0.0219782	35.2
INTERPOL_HALF_32x64	0.0421148	1.456
DIST_HAD_32x64	0.0992736	27.3
INTERPOL_QUARTER_32x64	0.0886944	1.456
DIST_SAD_64x32	0.0406501	61.88
DIST_SAD_64x32sub	0.0302878	47.487
INTERPOL_HALF_64x32	0.0407059	1.456
DIST_HAD_64x32	0.0994024	27.3
INTERPOL_QUARTER_64x32	0.0843817	1.456
TR_DCT_32x32_1	0.0273236	2.563
TR_DCT_16x16_1	0.0224108	14.062
TR_DCT_8x8_1	0.0164346	56.458
TR_DCT_4x4_1	0.00672115	76.312
DIST_SSE_4x4	0.0271091	680.445
DIST_SAD_32x32	0.0398103	123.76
DIST_SAD_32x32sub	0.0362068	109.347
INTERPOL_HALF_32x32	0.0442247	2.912
DIST_HAD_32x32	0.100419	54.656
INTERPOL_QUARTER_32x32	0.0916484	2.912
DIST_SAD_16x32	0.0445402	247.52
DIST_SAD_16x32sub	0.0286417	158.755
INTERPOL_HALF_16x32	0.0516698	5.824
DIST_HAD_16x32	0.103497	109.2
INTERPOL_QUARTER_16x32	0.105758	5.824
DIST_SAD_32x16	0.0422329	247.466
DIST_SAD_32x16sub	0.0239242	136.658
INTERPOL_HALF_32x16	0.0482878	5.824
DIST_HAD_32x16	0.103145	109.2
INTERPOL_QUARTER_32x16	0.09671	5.824
TR_DCT_16x16_2	0.0141251	8.433
TR_DCT_8x8_2	0.0156797	52.345
TR_DCT_4x4_2	0.0227477	261.72
DIST_SAD_16x16	0.0500817	494.968
DIST_SAD_16x16sub	0.0416712	410.017
INTERPOL_HALF_16x16	0.0575253	11.648
DIST_HAD_16x16	0.102822	212.744
INTERPOL_QUARTER_16x16	0.112117	11.648
DIST_SAD_8x8	0.186006	3065.01
INTERPOL_HALF_8x8	0.0923762	46.592
DIST_HAD_8x8	0.130077	885.92
INTERPOL_QUARTER_8x8	0.162919	46.592
DIST_SAD_8x16	0.0635033	989.9
DIST_SAD_8x16sub	0.0303299	483.669
INTERPOL_HALF_8x16	0.0751703	23.296
DIST_HAD_8x16	0.114193	436.8
INTERPOL_QUARTER_8x16	0.144029	23.296
DIST_SAD_16x8	0.144091	1469.32
INTERPOL_HALF_16x8	0.0684756	23.296
DIST_HAD_16x8	0.113597	436.8
INTERPOL_QUARTER_16x8	0.125232	23.296
TR_iDCT_32x32_0	0.0208923	1.652
TR_iDCT_32x32_1	0.0148568	1.166
TR_iDCT_4x4_2	0.00105905	8.513
DIST_HAD_64x16	0.0004346	0.23
DIST_HAD_64x48	0.00126938	0.23
DIST_HAD_16x64	0.000761221	0.4
DIST_HAD_48x64	0.00223089	0.4
TR_iDCT_8x8_1	0.00284723	7.369
DIST_SAD_8x32	0.00475581	44.88
DIST_SAD_8x32sub	0.00731679	69.31
INTERPOL_HALF_8x32	0.00601252	1.056
DIST_HAD_8x32	0.00991632	20.28
INTERPOL_QUARTER_8x32	0.0125514	1.056
DIST_SAD_24x32	0.0107559	44.88
DIST_SAD_24x32sub	0.00965103	37.22
INTERPOL_HALF_24x32	0.0126995	1.056
DIST_HAD_24x32	0.0283466	20.28
INTERPOL_QUARTER_24x32	0.0268163	1.056
TR_iDCT_8x8_2	0.00244312	6.122
TR_iDCT_16x16_0	0.00795279	4.124
TR_iDCT_8x8_0	0.000952136	2.453
TR_iDCT_16x16_1	0.00545411	2.744
TR_iDCT_16x16_2	0.00320162	1.633
TR_iDCT_4x4_1	0.000236531	1.835
TR_DST_4x4_2	0.000354955	2.816
TR_iDST_4x4_2	0.000157332	1.033
DIST_SAD_32x8	0.0081502	47.88
INTERPOL_HALF_32x8	0.00255739	0.528
DIST_HAD_32x8	0.00511665	10.59
INTERPOL_QUARTER_32x8	0.00490771	0.528
DIST_SAD_32x24	0.00557907	22.44
DIST_SAD_32x24sub	0.00341873	13.36
INTERPOL_HALF_32x24	0.0062215	0.528
DIST_HAD_32x24	0.0147349	10.59
INTERPOL_QUARTER_32x24	0.0130911	0.528

Frame	12
Others	9.47164	14170.1
TR_DCT_32x32_0	0.0479427	4.548
DIST_SSE_32x32	0.0142885	20.669
TR_DCT_16x16_0	0.0347972	22.018
DIST_SSE_16x16	0.0209458	100.456
TR_DCT_8x8_0	0.0101326	34.968
DIST_SSE_8x8	0.0214371	263.327
DIST_SSE_64x64	0.00386491	1.273
DIST_SAD_64x64	0.0397554	30.94
DIST_SAD_64x64sub	0.0429416	34.208
INTERPOL_HALF_64x64	0.0392684	0.728
DIST_HAD_64x64	0.111956	15.449
INTERPOL_QUARTER_64x64	0.0825721	0.728
DIST_SAD_32x64	0.0385819	61.88
DIST_SAD_32x64sub	0.028205	45.309
INTERPOL_HALF_32x64	0.042048	1.456
DIST_HAD_32x64	0.0991945	27.3
INTERPOL_QUARTER_32x64	0.0889461	1.456
DIST_SAD_64x32	0.0405516	61.88
DIST_SAD_64x32sub	0.0362624	57.059
INTERPOL_HALF_64x32	0.0408587	1.456
DIST_HAD_64x32	0.0994833	27.3
INTERPOL_QUARTER_64x32	0.0849192	1.456
TR_DCT_32x32_1	0.0425018	4.003
TR_DCT_16x16_1	0.0311681	19.556
TR_DCT_8x8_1	0.0234584	80.154
TR_DCT_4x4_1	0.0101531	114.136
DIST_SSE_4x4	0.037874	923.81
DIST_SAD_32x32	0.0396673	123.724
DIST_SAD_32x32sub	0.0440984	133.656
INTERPOL_HALF_32x32	0.0441453	2.912
DIST_HAD_32x32	0.109207	59.486
INTERPOL_QUARTER_32x32	0.0920075	2.912
DIST_SAD_16x32	0.0446001	247.448
DIST_SAD_16x32sub	0.032169	178.64
INTERPOL_HALF_16x32	0.0517662	5.824
DIST_HAD_16x32	0.10363	109.2
INTERPOL_QUARTER_16x32	0.106604	5.824
DIST_SAD_32x16	0.042413	247.457
DIST_SAD_32x16sub	0.0283113	161.487
INTERPOL_HALF_32x16	0.0482516	5.824
DIST_HAD_32x16	0.1032	109.2
INTERPOL_QUARTER_32x16	0.0972415	5.824
TR_DCT_16x16_2	0.0197224	11.895
TR_DCT_8x8_2	0.0238487	80.083
TR_DCT_4x4_2	0.0294763	339.008
DIST_SAD_16x16	0.0500861	494.806
DIST_SAD_16x16sub	0.0508666	502.18
INTERPOL_HALF_16x16	0.0576086	11.648
DIST_HAD_16x16	0.109322	226.324
INTERPOL_QUARTER_16x16	0.112589	11.648
DIST_SAD_8x8	0.198422	3264.3
INTERPOL_HALF_8x8	0.0925372	46.592
DIST_HAD_8x8	0.138226	940.24
INTERPOL_QUARTER_8x8	0.163164	46.592
DIST_SAD_8x16	0.0616161	989.648
DIST_SAD_8x16sub	0.0358007	574.305
INTERPOL_HALF_8x16	0.0752676	23.296
DIST_HAD_8x16	0.113929	436.8
INTERPOL_QUARTER_8x16	0.144589	23.296
DIST_SAD_16x8	0.151225	1539.86
INTERPOL_HALF_16x8	0.0686664	23.296
DIST_HAD_16x8	0.113513	436.8
INTERPOL_QUARTER_16x8	0.125764	23.296
TR_iDCT_16x16_0	0.0196874	10.171
TR_iDCT_16x16_1	0.0176121	8.982
DIST_HAD_64x16	0.000832512	0.44
DIST_HAD_64x48	0.00241426	0.44
DIST_HAD_16x64	0.00111945	0.59
DIST_HAD_48x64	0.00324789	0.59
