	 Total Time (s)	Calls (kCalls)
DIST_HAD_8x32	0.00256426	4.928
INTERPOL_QUARTER_8x32	0.0028367	0.228
DIST_SAD_24x32	0.00243894	9.69
DIST_SAD_24x32sub	0.000965706	3.57
INTERPOL_HALF_24x32	0.00290451	0.228
DIST_HAD_24x32	0.00732067	4.928
INTERPOL_QUARTER_24x32	0.00606694	0.228
TR_iDCT_16x16_2	0.00203009	1.008
TR_iDCT_8x8_2	0.00139281	3.32
TR_iDCT_4x4_2	0.000608188	4.568
DIST_SAD_32x8	0.00116357	6.396
INTERPOL_HALF_32x8	0.000460461	0.088
DIST_HAD_32x8	0.00107036	2.078
INTERPOL_QUARTER_32x8	0.000880302	0.088
DIST_SAD_32x24	0.000986251	3.74
DIST_SAD_32x24sub	0.000429938	1.618
INTERPOL_HALF_32x24	0.00110042	0.088
DIST_HAD_32x24	0.00303949	2.078
INTERPOL_QUARTER_32x24	0.0023191	0.088
TR_iDCT_4x4_1	8.83409e-05	0.631
TR_DST_4x4_2	0.000203874	1.536
TR_iDST_4x4_2	9.26991e-05	0.572
DIST_HAD_64x16	0.000252472	0.13
DIST_HAD_64x48	0.000738007	0.13

Frame	2
Others	4.76363	6405.71
TR_DCT_32x32_0	0.0315998	2.884
DIST_SSE_32x32	0.00918199	12.709
TR_DCT_16x16_0	0.0245967	15.08
DIST_SSE_16x16	0.0139474	64.32
TR_DCT_8x8_0	0.00661481	21.92
DIST_SSE_8x8	0.0139793	164.345
DIST_SSE_64x64	0.00314056	0.986
DIST_SAD_64x64	0.0210104	15.47
DIST_SAD_64x64sub	0.00715593	5.443
INTERPOL_HALF_64x64	0.0209233	0.364
DIST_HAD_64x64	0.0578749	7.602
INTERPOL_QUARTER_64x64	0.0433826	0.364
DIST_SAD_32x64	0.0199262	30.94
DIST_SAD_32x64sub	0.00608963	9.411
INTERPOL_HALF_32x64	0.021933	0.728
DIST_HAD_32x64	0.0533812	14.196
INTERPOL_QUARTER_32x64	0.0457485	0.728
DIST_SAD_64x32	0.021024	30.94
DIST_SAD_64x32sub	0.00629981	9.751
INTERPOL_HALF_64x32	0.0210234	0.728
DIST_HAD_64x32	0.0532456	14.196
INTERPOL_QUARTER_64x32	0.0433747	0.728
TR_DCT_32x32_1	0.0271165	2.442
TR_DCT_16x16_1	0.0219198	13.29
TR_DCT_8x8_1	0.0160603	53.39
TR_DCT_4x4_1	0.00677206	73
DIST_SSE_4x4	0.0279579	673
DIST_SAD_32x32	0.0205396	61.88
DIST_SAD_32x32sub	0.00819622	23.4
INTERPOL_HALF_32x32	0.0229738	1.456
DIST_HAD_32x32	0.0541795	28.483
INTERPOL_QUARTER_32x32	0.0473985	1.456
DIST_SAD_16x32	0.0229391	123.76
DIST_SAD_16x32sub	0.00822863	43.538
INTERPOL_HALF_16x32	0.0269831	2.912
DIST_HAD_16x32	0.0557001	56.784
INTERPOL_QUARTER_16x32	0.0547138	2.912
DIST_SAD_32x16	0.0219836	123.76
DIST_SAD_32x16sub	0.00885077	47.39
INTERPOL_HALF_32x16	0.0254203	2.912
DIST_HAD_32x16	0.055512	56.784
INTERPOL_QUARTER_32x16	0.0503961	2.912
TR_DCT_16x16_2	0.0147219	8.472
TR_DCT_8x8_2	0.0163859	52.534
TR_DCT_4x4_2	0.0239708	262.96
DIST_SAD_16x16	0.026041	247.52
DIST_SAD_16x16sub	0.0106367	96.246
INTERPOL_HALF_16x16	0.0307176	5.824
DIST_HAD_16x16	0.0542804	108.227
INTERPOL_QUARTER_16x16	0.0584222	5.824
DIST_SAD_8x8	0.0826432	1311.99
INTERPOL_HALF_8x8	0.0490539	23.296
DIST_HAD_8x8	0.0717525	467.852
INTERPOL_QUARTER_8x8	0.0845904	23.296
DIST_SAD_8x16	0.0318538	495.04
DIST_SAD_8x16sub	0.0104797	160.86
INTERPOL_HALF_8x16	0.0393285	11.648
DIST_HAD_8x16	0.0613168	227.136
INTERPOL_QUARTER_8x16	0.074304	11.648
DIST_SAD_16x8	0.0663162	654.266
INTERPOL_HALF_16x8	0.03619	11.648
DIST_HAD_16x8	0.0612915	227.136
INTERPOL_QUARTER_16x8	0.065001	11.648
DIST_SAD_8x32	0.00221403	20.06
DIST_SAD_8x32sub	0.0016015	13.95
INTERPOL_HALF_8x32	0.00283576	0.472
DIST_HAD_8x32	0.00489125	9.564
INTERPOL_QUARTER_8x32	0.00590498	0.472
DIST_SAD_24x32	0.00507104	20.06
DIST_SAD_24x32sub	0.0026787	9.93
INTERPOL_HALF_24x32	0.00589752	0.472
DIST_HAD_24x32	0.0138457	9.564
INTERPOL_QUARTER_24x32	0.0124908	0.472
TR_iDCT_32x32_0	0.0189001	1.433
TR_iDCT_16x16_0	0.00695448	3.475
TR_iDCT_8x8_0	0.000736381	1.842
DIST_HAD_16x64	0.000581146	0.29
DIST_HAD_48x64	0.00169159	0.29
TR_iDCT_32x32_1	0.0148313	1.121
TR_iDCT_16x16_1	0.00518945	2.487
TR_iDCT_8x8_1	0.00255667	6.279
DIST_HAD_32x8	0.00248953	5.004
DIST_HAD_32x24	0.00723138	5.004
TR_iDCT_4x4_1	0.000171259	1.196
TR_iDCT_16x16_2	0.00355337	1.726
TR_iDCT_8x8_2	0.00254849	6.043
TR_iDCT_4x4_2	0.00101084	7.545
TR_DST_4x4_2	0.000420744	3.104
TR_iDST_4x4_2	0.000217136	1.251
DIST_SAD_32x8	0.00247772	14.272
INTERPOL_HALF_32x8	0.00115312	0.232
INTERPOL_QUARTER_32x8	0.00228926	0.232
DIST_SAD_32x24	0.00249844	9.86
DIST_SAD_32x24sub	0.000751607	2.816
INTERPOL_HALF_32x24	0.00283563	0.232
INTERPOL_QUARTER_32x24	0.00591986	0.232
DIST_HAD_64x16	0.000354585	0.18
DIST_HAD_64x48	0.00103194	0.18

Frame	3
Others	5.6695	8835.82
TR_DCT_32x32_0	0.0307007	2.688
DIST_SSE_32x32	0.00890903	11.918
TR_DCT_16x16_0	0.0240412	14.434
DIST_SSE_16x16	0.0137921	61.527
TR_DCT_8x8_0	0.00623765	20.312
DIST_SSE_8x8	0.0137504	156.801
DIST_SSE_64x64	0.00313896	0.959
DIST_SAD_64x64	0.0318559	23.205
DIST_SAD_64x64sub	0.0135039	9.806
INTERPOL_HALF_64x64	0.0315507	0.546
DIST_HAD_64x64	0.0829029	10.703
INTERPOL_QUARTER_64x64	0.0654526	0.546
DIST_SAD_32x64	0.0306778	46.41
DIST_SAD_32x64sub	0.011197	16.917
INTERPOL_HALF_32x64	0.0333286	1.092
DIST_HAD_32x64	0.0797827	20.748
INTERPOL_QUARTER_32x64	0.070186	1.092
DIST_SAD_64x32	0.0323536	46.41
DIST_SAD_64x32sub	0.0114626	16.709
INTERPOL_HALF_64x32	0.0329353	1.092
DIST_HAD_64x32	0.080029	20.748
INTERPOL_QUARTER_64x32	0.0670441	1.092
TR_DCT_32x32_1	0.0262826	2.285
TR_DCT_16x16_1	0.0213056	12.576
TR_DCT_8x8_1	0.0156556	50.204
TR_DCT_4x4_1	0.0065818	68.048
DIST_SSE_4x4	0.0279153	653.858
DIST_SAD_32x32	0.031993	92.82
DIST_SAD_32x32sub	0.0148525	40.837
INTERPOL_HALF_32x32	0.0356905	2.184
DIST_HAD_32x32	0.0804801	41.342
INTERPOL_QUARTER_32x32	0.0729977	2.184
DIST_SAD_16x32	0.0355385	185.64
DIST_SAD_16x32sub	0.0135883	69.151
INTERPOL_HALF_16x32	0.0412471	4.368
DIST_HAD_16x32	0.0827804	82.992
INTERPOL_QUARTER_16x32	0.0840098	4.368
DIST_SAD_32x16	0.0339972	185.64
DIST_SAD_32x16sub	0.0133114	70.301
INTERPOL_HALF_32x16	0.0387409	4.368
DIST_HAD_32x16	0.0829945	82.992
INTERPOL_QUARTER_32x16	0.077168	4.368
TR_DCT_16x16_2	0.0150475	8.295
TR_DCT_8x8_2	0.0163992	51.423
TR_DCT_4x4_2	0.0244042	257.96
DIST_SAD_16x16	0.0400767	371.28
DIST_SAD_16x16sub	0.017612	149.937
INTERPOL_HALF_16x16	0.0465265	8.736
DIST_HAD_16x16	0.0823327	160.223
INTERPOL_QUARTER_16x16	0.0895694	8.736
DIST_SAD_8x8	0.129175	2000.59
INTERPOL_HALF_8x8	0.0751386	34.944
DIST_HAD_8x8	0.105749	675.836
INTERPOL_QUARTER_8x8	0.130345	34.944
DIST_SAD_8x16	0.0494107	742.524
DIST_SAD_8x16sub	0.0180151	262.857
INTERPOL_HALF_8x16	0.0609573	17.472
DIST_HAD_8x16	0.092539	331.968
INTERPOL_QUARTER_8x16	0.114766	17.472
DIST_SAD_16x8	0.103752	993.52
INTERPOL_HALF_16x8	0.0555307	17.472
DIST_HAD_16x8	0.0913568	331.968
INTERPOL_QUARTER_16x8	0.100303	17.472
TR_iDCT_4x4_2	0.000908221	6.337
DIST_SAD_8x32	0.0027899	24.48
DIST_SAD_8x32sub	0.00164403	13.912
INTERPOL_HALF_8x32	0.0035656	0.576
DIST_HAD_8x32	0.00594532	11.214
INTERPOL_QUARTER_8x32	0.0073036	0.576
DIST_SAD_24x32	0.0063802	24.48
DIST_SAD_24x32sub	0.0037802	13.036
INTERPOL_HALF_24x32	0.0075339	0.576
DIST_HAD_24x32	0.0167917	11.214
INTERPOL_QUARTER_24x32	0.0158938	0.576
TR_iDCT_16x16_0	0.00645624	3.094
TR_iDCT_16x16_1	0.00457338	2.142
TR_iDCT_8x8_1	0.00223548	5.237
TR_iDCT_16x16_2	0.00319779	1.494
TR_iDCT_8x8_2	0.00224796	5.144
TR_iDCT_32x32_0	0.0166329	1.222
TR_iDCT_8x8_0	0.000611769	1.485
DIST_HAD_16x64	0.000437853	0.22
DIST_HAD_48x64	0.00126765	0.22
DIST_HAD_32x8	0.00329408	6.238
DIST_HAD_32x24	0.00933482	6.238
TR_iDCT_32x32_1	0.0129492	0.947
TR_DST_4x4_2	0.000385838	2.72
TR_iDST_4x4_2	0.000167423	1.02
TR_iDCT_4x4_1	0.00015633	1.069
DIST_HAD_64x16	0.000329124	0.16
DIST_HAD_64x48	0.000951726	0.16
DIST_SAD_32x8	0.00467993	24.445
INTERPOL_HALF_32x8	0.00168151	0.312
INTERPOL_QUARTER_32x8	0.00324326	0.312
DIST_SAD_32x24	0.00354544	13.26
DIST_SAD_32x24sub	0.00263993	9.177
INTERPOL_HALF_32x24	0.00398246	0.312
INTERPOL_QUARTER_32x24	0.00835371	0.312

Frame	4
Others	8.386	12590.6
TR_DCT_32x32_0	0.0475514	4.356
DIST_SSE_32x32	0.0140003	19.522
TR_DCT_16x16_0	0.0351773	21.454
DIST_SSE_16x16	0.0203454	94.311
TR_DCT_8x8_0	0.0100553	33.352
DIST_SSE_8x8	0.0208559	247.124
DIST_SSE_64x64	0.00393389	1.252
DIST_SAD_64x64	0.0413372	30.94
DIST_SAD_64x64sub	0.0165753	12.643
INTERPOL_HALF_64x64	0.0405135	0.728
DIST_HAD_64x64	0.114119	15.204
INTERPOL_QUARTER_64x64	0.0855752	0.728
DIST_SAD_32x64	0.0396427	61.88
DIST_SAD_32x64sub	0.0154587	23.968
INTERPOL_HALF_32x64	0.0432408	1.456
DIST_HAD_32x64	0.102054	27.3
INTERPOL_QUARTER_32x64	0.0912595	1.456
DIST_SAD_64x32	0.0418455	61.88
DIST_SAD_64x32sub	0.0157279	24.262
INTERPOL_HALF_64x32	0.041936	1.456
DIST_HAD_64x32	0.102077	27.3
INTERPOL_QUARTER_64x32	0.0870666	1.456
TR_DCT_32x32_1	0.0416363	3.778
TR_DCT_16x16_1	0.0311613	18.892
TR_DCT_8x8_1	0.0233593	77.208
TR_DCT_4x4_1	0.0100644	107.872
DIST_SSE_4x4	0.0371793	877.946
DIST_SAD_32x32	0.0410963	123.76
DIST_SAD_32x32sub	0.0218063	61.652
INTERPOL_HALF_32x32	0.0458009	2.912
DIST_HAD_32x32	0.110774	58.506
INTERPOL_QUARTER_32x32	0.0948787	2.912
DIST_SAD_16x32	0.0464122	247.52
DIST_SAD_16x32sub	0.0205292	108.892
INTERPOL_HALF_16x32	0.0536181	5.824
DIST_HAD_16x32	0.107293	109.2
INTERPOL_QUARTER_16x32	0.109596	5.824
DIST_SAD_32x16	0.0441653	247.52
DIST_SAD_32x16sub	0.0206247	111.027
INTERPOL_HALF_32x16	0.0503958	5.824
DIST_HAD_32x16	0.106646	109.2
INTERPOL_QUARTER_32x16	0.100722	5.824
TR_DCT_16x16_2	0.0194985	11.306
TR_DCT_8x8_2	0.0232124	75.425
TR_DCT_4x4_2	0.0292586	324.328
DIST_SAD_16x16	0.0517319	495.004
DIST_SAD_16x16sub	0.0295218	270.494
INTERPOL_HALF_16x16	0.0598565	11.648
DIST_HAD_16x16	0.111374	224.259
INTERPOL_QUARTER_16x16	0.115584	11.648
DIST_SAD_8x8	0.184584	2813.34
INTERPOL_HALF_8x8	0.095674	46.592
DIST_HAD_8x8	0.1411	931.98
INTERPOL_QUARTER_8x8	0.168279	46.592
DIST_SAD_8x16	0.063636	989.936
DIST_SAD_8x16sub	0.0267239	409.45
INTERPOL_HALF_8x16	0.0781171	23.296
DIST_HAD_8x16	0.117331	436.8
INTERPOL_QUARTER_8x16	0.148531	23.296
DIST_SAD_16x8	0.140603	1387.59
INTERPOL_HALF_16x8	0.0709892	23.296
DIST_HAD_16x8	0.117008	436.8
INTERPOL_QUARTER_16x8	0.129357	23.296
TR_iDCT_16x16_0	0.0171027	8.505
TR_iDCT_16x16_1	0.0148708	7.366
TR_iDCT_32x32_0	0.0417183	3.168
TR_iDCT_8x8_1	0.00801671	20.291
TR_iDCT_8x8_2	0.010974	27.19
TR_iDCT_32x32_1	0.0382517	2.921
TR_iDCT_8x8_0	0.00252657	6.27
DIST_HAD_64x16	0.000855646	0.44
DIST_HAD_64x48	0.00248262	0.44
DIST_HAD_16x64	0.00101649	0.52
DIST_HAD_48x64	0.00291539	0.52
DIST_HAD_32x8	0.00955153	19.09
DIST_HAD_32x24	0.0271805	19.09
DIST_HAD_8x32	0.0128502	25.61
DIST_HAD_24x32	0.0364061	25.61
TR_iDCT_4x4_1	0.000850097	6.635
TR_iDCT_16x16_2	0.0126328	6.262
TR_DST_4x4_2	0.00174154	13.344
TR_iDST_4x4_2	0.00118299	7.648
TR_iDCT_4x4_2	0.00458214	36.026
DIST_SAD_32x8	0.0133135	75.113
INTERPOL_HALF_32x8	0.00485378	0.96
INTERPOL_QUARTER_32x8	0.00921331	0.96
DIST_SAD_32x24	0.0104682	40.8
DIST_SAD_32x24sub	0.00602543	21.806
INTERPOL_HALF_32x24	0.0115961	0.96
INTERPOL_QUARTER_32x24	0.024344	0.96
DIST_SAD_8x32	0.00608455	55.724
DIST_SAD_8x32sub	0.00504278	45.759
INTERPOL_HALF_8x32	0.00767537	1.312
INTERPOL_QUARTER_8x32	0.0158553	1.312
DIST_SAD_24x32	0.0137091	55.76
DIST_SAD_24x32sub	0.00714358	27.152
INTERPOL_HALF_24x32	0.0160443	1.312
INTERPOL_QUARTER_24x32	0.033898	1.312

Frame	5
Others	6.12061	11523
TR_DCT_32x32_0	0.0284442	2.696
DIST_SSE_32x32	0.00812166	11.726
TR_DCT_16x16_0	0.0227348	14.458
DIST_SSE_16x16	0.0126043	60.429
TR_DCT_8x8_0	0.00577369	20.056
DIST_SSE_8x8	0.0124572	152.442
DIST_SSE_64x64	0.00288486	0.956
DIST_SAD_64x64	0.0395847	30.94
DIST_SAD_64x64sub	0.0181613	14.653
INTERPOL_HALF_64x64	0.0391265	0.728
DIST_HAD_64x64	0.101072	14.014
INTERPOL_QUARTER_64x64	0.0817299	0.728
DIST_SAD_32x64	0.0385517	61.88
DIST_SAD_32x64sub	0.0168126	26.907
INTERPOL_HALF_32x64	0.0418742	1.456
DIST_HAD_32x64	0.0989287	27.3
INTERPOL_QUARTER_32x64	0.0879527	1.456
DIST_SAD_64x32	0.0404834	61.88
DIST_SAD_64x32sub	0.0153956	24.271
INTERPOL_HALF_64x32	0.0406955	1.456
DIST_HAD_64x32	0.0993455	27.3
INTERPOL_QUARTER_64x32	0.0840141	1.456
TR_DCT_32x32_1	0.0234812	2.209
TR_DCT_16x16_1	0.0197572	12.512
TR_DCT_8x8_1	0.0144731	49.868
TR_DCT_4x4_1	0.00594142	67.632
DIST_SSE_4x4	0.0252005	641.294
DIST_SAD_32x32	0.0397533	123.76
DIST_SAD_32x32sub	0.0223237	67.369
INTERPOL_HALF_32x32	0.0442476	2.912
DIST_HAD_32x32	0.0985826	53.781
INTERPOL_QUARTER_32x32	0.0910832	2.912
DIST_SAD_16x32	0.044392	247.52
DIST_SAD_16x32sub	0.0190201	105.802
INTERPOL_HALF_16x32	0.0514951	5.824
DIST_HAD_16x32	0.103236	109.2
INTERPOL_QUARTER_16x32	0.105001	5.824
DIST_SAD_32x16	0.0422215	247.52
DIST_SAD_32x16sub	0.0189919	107.946
INTERPOL_HALF_32x16	0.0482232	5.824
DIST_HAD_32x16	0.102656	109.2
INTERPOL_QUARTER_32x16	0.0960625	5.824
TR_DCT_16x16_2	0.0133962	7.991
TR_DCT_8x8_2	0.0144761	48.781
TR_DCT_4x4_2	0.021845	251.8
DIST_SAD_16x16	0.0498504	495.04
DIST_SAD_16x16sub	0.0273697	269.015
INTERPOL_HALF_16x16	0.0574996	11.648
DIST_HAD_16x16	0.101596	211.204
INTERPOL_QUARTER_16x16	0.111351	11.648
DIST_SAD_8x8	0.165821	2743.97
INTERPOL_HALF_8x8	0.092242	46.592
DIST_HAD_8x8	0.128612	879.76
INTERPOL_QUARTER_8x8	0.161685	46.592
DIST_SAD_8x16	0.0617534	990.08
DIST_SAD_8x16sub	0.0234284	375.275
INTERPOL_HALF_8x16	0.0751316	23.296
DIST_HAD_8x16	0.113922	436.8
INTERPOL_QUARTER_8x16	0.143007	23.296
DIST_SAD_16x8	0.133033	1363.54
INTERPOL_HALF_16x8	0.0682471	23.296
DIST_HAD_16x8	0.113304	436.8
INTERPOL_QUARTER_16x8	0.124753	23.296
TR_iDCT_32x32_0	0.0153637	1.213
TR_iDCT_16x16_0	0.00587983	3.064
TR_iDCT_32x32_1	0.00965925	0.76
TR_iDCT_16x16_1	0.00364763	1.837
TR_iDCT_16x16_2	0.00197184	1
TR_iDCT_8x8_2	0.0013273	3.372
DIST_HAD_16x64	0.000487591	0.26
DIST_HAD_48x64	0.00142238	0.26
TR_iDCT_8x8_0	0.000486042	1.261
TR_iDCT_8x8_1	0.00179225	4.598
DIST_HAD_32x8	0.00368408	7.63
DIST_HAD_32x24	0.0105823	7.63
DIST_HAD_8x32	0.00783991	15.94
DIST_HAD_24x32	0.0221852	15.94
TR_iDCT_4x4_1	0.000114304	0.874
TR_iDCT_4x4_2	0.000665202	5.347
TR_DST_4x4_2	0.000186278	1.408
TR_iDST_4x4_2	8.937e-05	0.582
DIST_SAD_8x32	0.00376399	35.36
DIST_SAD_8x32sub	0.00438179	40.31
INTERPOL_HALF_8x32	0.00478049	0.832
INTERPOL_QUARTER_8x32	0.00998562	0.832
DIST_SAD_24x32	0.00844216	35.342
DIST_SAD_24x32sub	0.00616553	23.836
INTERPOL_HALF_24x32	0.0100333	0.832
INTERPOL_QUARTER_24x32	0.0212056	0.832
DIST_SAD_32x8	0.00542069	32.05
INTERPOL_HALF_32x8	0.00187218	0.384
INTERPOL_QUARTER_32x8	0.00358931	0.384
DIST_SAD_32x24	0.00401712	16.32
DIST_SAD_32x24sub	0.00201109	8.02
INTERPOL_HALF_32x24	0.00448534	0.384
INTERPOL_QUARTER_32x24	0.00944551	0.384
DIST_HAD_64x16	0.000276592	0.15
DIST_HAD_64x48	0.000815046	0.15

Frame	6
Others	6.63225	11857.3
TR_DCT_32x32_0	0.0341955	3.24
DIST_SSE_32x32	0.0095927	13.855
TR_DCT_16x16_0	0.0264136	16.848
DIST_SSE_16x16	0.014273	68.492
TR_DCT_8x8_0	0.00695432	24.256
DIST_SSE_8x8	0.0142259	173.843
DIST_SSE_64x64	0.00318906	1.056
DIST_SAD_64x64	0.0395935	30.94
DIST_SAD_64x64sub	0.0190639	15.3
INTERPOL_HALF_64x64	0.0391923	0.728
DIST_HAD_64x64	0.103691	14.364
INTERPOL_QUARTER_64x64	0.0817633	0.728
DIST_SAD_32x64	0.0385336	61.88
DIST_SAD_32x64sub	0.0181356	29.048
INTERPOL_HALF_32x64	0.0420785	1.456
DIST_HAD_32x64	0.0991662	27.3
INTERPOL_QUARTER_32x64	0.0881078	1.456
DIST_SAD_64x32	0.0404322	61.88
DIST_SAD_64x32sub	0.015271	24.129
INTERPOL_HALF_64x32	0.0407412	1.456
DIST_HAD_64x32	0.0989986	27.3
INTERPOL_QUARTER_64x32	0.0840109	1.456
TR_DCT_32x32_1	0.0284036	2.663
TR_DCT_16x16_1	0.0227688	14.302
TR_DCT_8x8_1	0.0165523	56.848
TR_DCT_4x4_1	0.00685728	77.696
DIST_SSE_4x4	0.0274471	691.307
DIST_SAD_32x32	0.0397161	123.76
DIST_SAD_32x32sub	0.0218118	65.774
INTERPOL_HALF_32x32	0.0442189	2.912
DIST_HAD_32x32	0.101671	55.426
INTERPOL_QUARTER_32x32	0.0911034	2.912
DIST_SAD_16x32	0.0443954	247.52
DIST_SAD_16x32sub	0.021216	116.289
INTERPOL_HALF_16x32	0.0514024	5.824
DIST_HAD_16x32	0.102775	109.2
INTERPOL_QUARTER_16x32	0.105167	5.824
DIST_SAD_32x16	0.0422764	247.52
DIST_SAD_32x16sub	0.0194856	111.369
INTERPOL_HALF_32x16	0.0482797	5.824
DIST_HAD_32x16	0.102849	109.2
INTERPOL_QUARTER_32x16	0.0962018	5.824
TR_DCT_16x16_2	0.0145238	8.644
TR_DCT_8x8_2	0.0161444	54.046
TR_DCT_4x4_2	0.023127	266.608
DIST_SAD_16x16	0.0499651	495.013
DIST_SAD_16x16sub	0.0284831	277.829
INTERPOL_HALF_16x16	0.0574581	11.648
DIST_HAD_16x16	0.102855	213.654
INTERPOL_QUARTER_16x16	0.111611	11.648
DIST_SAD_8x8	0.168858	2789.89
INTERPOL_HALF_8x8	0.0922428	46.592
DIST_HAD_8x8	0.13008	889.56
INTERPOL_QUARTER_8x8	0.161919	46.592
DIST_SAD_8x16	0.0615455	989.981
DIST_SAD_8x16sub	0.0242018	384.883
INTERPOL_HALF_8x16	0.0749796	23.296
DIST_HAD_8x16	0.113794	436.8
INTERPOL_QUARTER_8x16	0.14314	23.296
DIST_SAD_16x8	0.134874	1377.94
INTERPOL_HALF_16x8	0.0682518	23.296
DIST_HAD_16x8	0.113219	436.8
INTERPOL_QUARTER_16x8	0.124776	23.296
DIST_HAD_64x16	0.000460321	0.25
DIST_HAD_64x48	0.00135366	0.25
DIST_HAD_16x64	0.000776737	0.41
DIST_HAD_48x64	0.00226611	0.41
TR_iDCT_32x32_1	0.0173159	1.365
