	 Total Time (s)	Calls (kCalls)
TR_iDCT_32x32_1	0.0920402	7.208
TR_DCT_16x16_1	0.12124	76.046
TR_iDCT_16x16_1	0.0435002	22.307
TR_DCT_8x8_1	0.0860008	296.374
TR_iDCT_8x8_1	0.0208943	52.789
TR_DCT_4x4_1	0.0332732	383.944
DIST_SSE_4x4	0.279122	6312.76
DIST_SAD_32x32	0.214624	652.413
DIST_SAD_32x32sub	0.593265	1702.85
INTERPOL_HALF_32x32	0.236963	15.36
DIST_HAD_32x32	0.536861	291.215
INTERPOL_QUARTER_32x32	0.499584	15.36
DIST_SAD_16x32	0.237774	1304.89
DIST_SAD_16x32sub	0.314315	1634.06
INTERPOL_HALF_16x32	0.27658	30.72
DIST_HAD_16x32	0.5424	576
INTERPOL_QUARTER_16x32	0.577615	30.72
DIST_SAD_32x16	0.229231	1304.66
DIST_SAD_32x16sub	0.313741	1665.77
INTERPOL_HALF_32x16	0.25862	30.72
DIST_HAD_32x16	0.541633	576
INTERPOL_QUARTER_32x16	0.526699	30.72
DIST_HAD_32x8	0.0322153	67.79
DIST_HAD_32x24	0.094178	67.79
DIST_HAD_8x32	0.0347391	71.68
DIST_HAD_24x32	0.0999958	71.68
TR_DCT_16x16_2	0.0726267	43.504
TR_iDCT_16x16_2	0.0269807	13.781
TR_DCT_8x8_2	0.0740276	248.12
TR_DCT_4x4_2	0.110133	1268.63
TR_iDCT_8x8_2	0.0176331	43.719
TR_iDCT_4x4_2	0.0142558	115.331
DIST_SAD_16x16	0.267044	2609.45
DIST_SAD_16x16sub	0.530938	4657.81
INTERPOL_HALF_16x16	0.307945	61.44
DIST_HAD_16x16	0.536611	1133.78
INTERPOL_QUARTER_16x16	0.612744	61.44
DIST_SAD_8x16	0.325698	5218.74
DIST_SAD_8x16sub	0.266421	3638.14
INTERPOL_HALF_8x16	0.398626	122.88
DIST_HAD_8x16	0.576816	2304
INTERPOL_QUARTER_8x16	0.788321	122.88
DIST_SAD_16x8	0.963323	9263.81
INTERPOL_HALF_16x8	0.361311	122.88
DIST_HAD_16x8	0.572727	2304
INTERPOL_QUARTER_16x8	0.680837	122.88
DIST_HAD_16x4	0.0131703	107.9
DIST_HAD_16x12	0.0338035	107.9
DIST_HAD_4x16	0.0136512	107.64
DIST_HAD_12x16	0.0341369	107.64
TR_DST_4x4_2	0.00147783	12.736
TR_iDST_4x4_2	0.000374169	2.251
TR_DCT_8x8_3	0.0511894	148.138
TR_DCT_4x4_3	0.0964956	1091.75
DIST_SAD_8x8	1.28361	19477.5
INTERPOL_HALF_8x8	0.489697	245.76
DIST_HAD_8x8	0.611247	4483.32
INTERPOL_QUARTER_8x8	0.89448	245.76
DIST_SAD_4x8	0.492572	9757.16
INTERPOL_HALF_4x8	0.378589	245.76
DIST_HAD_4x8	0.359917	4792.32
INTERPOL_QUARTER_4x8	0.678974	245.76
DIST_SAD_8x4	0.485216	9773.37
INTERPOL_HALF_8x4	0.336488	245.76
DIST_HAD_8x4	0.352636	4792.32
INTERPOL_QUARTER_8x4	0.55929	245.76
TR_iDCT_8x8_3	0.00979285	23.877
TR_iDCT_4x4_3	0.00945585	73.887
TR_DST_4x4_3	0.00787718	69.205
DIST_HAD_4x4	0.0124263	238.56
TR_iDST_4x4_3	0.00205189	13.548
DIST_SAD_16x4	0.0422595	646.794
INTERPOL_HALF_16x4	0.0105064	5.36
INTERPOL_QUARTER_16x4	0.0179342	5.36
DIST_SAD_16x12	0.0188073	227.503
DIST_SAD_16x12sub	0.0218266	240.821
INTERPOL_HALF_16x12	0.0212108	5.36
INTERPOL_QUARTER_16x12	0.0418064	5.36
DIST_SAD_4x16	0.00949645	226.679
DIST_SAD_4x16sub	0.0203579	400.263
INTERPOL_HALF_4x16	0.0129894	5.344
INTERPOL_QUARTER_4x16	0.0257373	5.344
DIST_SAD_12x16	0.0189413	226.823
DIST_SAD_12x16sub	0.021085	226.213
INTERPOL_HALF_12x16	0.0218793	5.344
INTERPOL_QUARTER_12x16	0.0440251	5.344
DIST_SAD_32x8	0.101771	557.463
INTERPOL_HALF_32x8	0.016994	3.456
INTERPOL_QUARTER_32x8	0.0325764	3.456
DIST_SAD_32x24	0.0365072	146.628
DIST_SAD_32x24sub	0.0435763	164.88
INTERPOL_HALF_32x24	0.041252	3.456
INTERPOL_QUARTER_32x24	0.0862534	3.456
DIST_SAD_8x32	0.0167789	155.45
DIST_SAD_8x32sub	0.0494314	421.79
INTERPOL_HALF_8x32	0.0214168	3.664
INTERPOL_QUARTER_8x32	0.0441085	3.664
DIST_SAD_24x32	0.0379005	155.432
DIST_SAD_24x32sub	0.0548504	204.865
INTERPOL_HALF_24x32	0.0450118	3.664
INTERPOL_QUARTER_24x32	0.0948067	3.664
TR_iDCT_4x4_1	0.00273722	22.002

Frame	6
Others	80.3396	120607
TR_DCT_32x32_0	0.197814	18.52
DIST_SSE_32x32	0.0586206	84.635
TR_iDCT_32x32_0	0.156428	12.279
TR_DCT_16x16_0	0.153239	97.59
DIST_SSE_16x16	0.0914467	422.315
TR_iDCT_16x16_0	0.0655441	33.926
TR_DCT_8x8_0	0.0364022	126.376
DIST_SSE_8x8	0.119855	1446.98
DIST_SSE_64x64	0.0177301	5.81
TR_iDCT_8x8_0	0.00576506	14.728
DIST_SAD_64x64	0.210058	163.02
DIST_SAD_64x64sub	0.735338	583.765
INTERPOL_HALF_64x64	0.208438	3.84
DIST_HAD_64x64	0.554632	76.4
INTERPOL_QUARTER_64x64	0.446817	3.84
DIST_SAD_32x64	0.206125	326.121
DIST_SAD_32x64sub	0.355207	552.991
INTERPOL_HALF_32x64	0.2244	7.68
DIST_HAD_32x64	0.52367	144
INTERPOL_QUARTER_32x64	0.483092	7.68
DIST_SAD_64x32	0.214587	326.229
DIST_SAD_64x32sub	0.376226	582.623
INTERPOL_HALF_64x32	0.216515	7.68
DIST_HAD_64x32	0.524713	144
INTERPOL_QUARTER_64x32	0.45747	7.68
DIST_HAD_64x16	0.00364042	1.95
DIST_HAD_64x48	0.0106993	1.95
DIST_HAD_16x64	0.0041009	2.15
DIST_HAD_48x64	0.0119561	2.15
TR_DCT_32x32_1	0.179523	16.498
TR_iDCT_32x32_1	0.132225	10.358
TR_DCT_16x16_1	0.139833	87.986
TR_iDCT_16x16_1	0.0557617	28.617
TR_DCT_8x8_1	0.0976749	338.524
TR_iDCT_8x8_1	0.025508	64.687
TR_DCT_4x4_1	0.0377585	436.656
DIST_SSE_4x4	0.298628	6779.64
DIST_SAD_32x32	0.213462	652.269
DIST_SAD_32x32sub	0.635161	1834.77
INTERPOL_HALF_32x32	0.235851	15.36
DIST_HAD_32x32	0.546902	298.425
INTERPOL_QUARTER_32x32	0.496102	15.36
DIST_SAD_16x32	0.236917	1304.39
DIST_SAD_16x32sub	0.321123	1677.43
INTERPOL_HALF_16x32	0.275445	30.72
DIST_HAD_16x32	0.539692	576
INTERPOL_QUARTER_16x32	0.575244	30.72
DIST_SAD_32x16	0.227695	1304.38
DIST_SAD_32x16sub	0.325096	1736.02
INTERPOL_HALF_32x16	0.257513	30.72
DIST_HAD_32x16	0.539239	576
INTERPOL_QUARTER_32x16	0.524435	30.72
DIST_HAD_32x8	0.0343288	72.34
DIST_HAD_32x24	0.100379	72.34
DIST_HAD_8x32	0.036076	74.7
DIST_HAD_24x32	0.103495	74.7
TR_DCT_16x16_2	0.0818546	49.309
TR_iDCT_16x16_2	0.0381701	19.455
TR_DCT_8x8_2	0.0819146	276.056
TR_iDCT_8x8_2	0.0211676	52.506
TR_DCT_4x4_2	0.120523	1392.7
TR_iDCT_4x4_2	0.0149249	119.781
DIST_SAD_16x16	0.265445	2608.46
DIST_SAD_16x16sub	0.566492	5023.01
INTERPOL_HALF_16x16	0.306555	61.44
DIST_HAD_16x16	0.541448	1148.65
INTERPOL_QUARTER_16x16	0.610281	61.44
DIST_SAD_8x16	0.325782	5216.98
DIST_SAD_8x16sub	0.285473	3922.2
INTERPOL_HALF_8x16	0.397008	122.88
DIST_HAD_8x16	0.575032	2304
INTERPOL_QUARTER_8x16	0.784642	122.88
DIST_SAD_16x8	0.985682	9516.03
INTERPOL_HALF_16x8	0.359891	122.88
DIST_HAD_16x8	0.569579	2304
INTERPOL_QUARTER_16x8	0.677078	122.88
TR_DCT_8x8_3	0.0531623	156.19
TR_iDCT_8x8_3	0.0134591	32.774
TR_DCT_4x4_3	0.100078	1125.52
TR_iDCT_4x4_3	0.00993571	77.52
DIST_SAD_8x8	1.33274	20264.9
INTERPOL_HALF_8x8	0.486779	245.76
DIST_HAD_8x8	0.610509	4503.06
INTERPOL_QUARTER_8x8	0.890677	245.76
DIST_SAD_4x8	0.513302	10239.9
INTERPOL_HALF_4x8	0.376501	245.76
DIST_HAD_4x8	0.357893	4792.32
INTERPOL_QUARTER_4x8	0.67605	245.76
DIST_SAD_8x4	0.507575	10285.6
INTERPOL_HALF_8x4	0.334837	245.76
DIST_HAD_8x4	0.350088	4792.32
INTERPOL_QUARTER_8x4	0.556291	245.76
DIST_HAD_16x4	0.0142718	115.18
DIST_HAD_16x12	0.0362656	115.18
DIST_HAD_4x16	0.0148517	115.23
DIST_HAD_12x16	0.036672	115.23
TR_DST_4x4_2	0.00226426	19.536
TR_DST_4x4_3	0.0104019	92.347
DIST_HAD_4x4	0.0169921	317.52
TR_iDST_4x4_2	0.00051911	3.086
DIST_SAD_32x8	0.0966124	533.56
INTERPOL_HALF_32x8	0.0175786	3.6
INTERPOL_QUARTER_32x8	0.0338628	3.6
DIST_SAD_32x24	0.0379428	152.91
DIST_SAD_32x24sub	0.0477141	180.466
INTERPOL_HALF_32x24	0.0427089	3.6
INTERPOL_QUARTER_32x24	0.0894502	3.6
DIST_SAD_8x32	0.0168142	158.404
DIST_SAD_8x32sub	0.0433148	370.306
INTERPOL_HALF_8x32	0.0215649	3.728
INTERPOL_QUARTER_8x32	0.0449002	3.728
DIST_SAD_24x32	0.038097	158.341
DIST_SAD_24x32sub	0.0500206	186.616
INTERPOL_HALF_24x32	0.0454276	3.728
INTERPOL_QUARTER_24x32	0.0955572	3.728
DIST_SAD_16x4	0.0441613	674.35
INTERPOL_HALF_16x4	0.0107312	5.488
INTERPOL_QUARTER_16x4	0.0185072	5.488
DIST_SAD_16x12	0.0190373	232.817
DIST_SAD_16x12sub	0.0188321	208.675
INTERPOL_HALF_16x12	0.0217609	5.488
INTERPOL_QUARTER_16x12	0.0428663	5.488
DIST_SAD_4x16	0.00970227	232.673
DIST_SAD_4x16sub	0.019779	387.219
INTERPOL_HALF_4x16	0.0134027	5.488
INTERPOL_QUARTER_4x16	0.0264073	5.488
DIST_SAD_12x16	0.0194547	232.736
DIST_SAD_12x16sub	0.0188909	202.317
INTERPOL_HALF_12x16	0.0225865	5.488
INTERPOL_QUARTER_12x16	0.0452818	5.488
TR_iDST_4x4_3	0.00248531	16.419
TR_iDCT_4x4_1	0.00265865	21.006

Frame	7
Others	80.784	120121
TR_DCT_32x32_0	0.191852	17.832
DIST_SSE_32x32	0.0575741	82.314
TR_iDCT_32x32_0	0.155634	12.13
TR_DCT_16x16_0	0.149762	94.418
DIST_SSE_16x16	0.0908787	414.982
TR_iDCT_16x16_0	0.069147	35.456
TR_DCT_8x8_0	0.0353186	121.24
DIST_SSE_8x8	0.120088	1436.69
DIST_SSE_64x64	0.0174704	5.684
DIST_SAD_64x64	0.21131	163.029
DIST_SAD_64x64sub	0.772997	605.808
INTERPOL_HALF_64x64	0.209694	3.84
DIST_HAD_64x64	0.553944	75.875
INTERPOL_QUARTER_64x64	0.449267	3.84
DIST_SAD_32x64	0.207237	326.094
DIST_SAD_32x64sub	0.371945	573.946
INTERPOL_HALF_32x64	0.225183	7.68
DIST_HAD_32x64	0.525549	144
INTERPOL_QUARTER_32x64	0.484338	7.68
DIST_SAD_64x32	0.21605	326.166
DIST_SAD_64x32sub	0.384518	588.287
INTERPOL_HALF_64x32	0.218277	7.68
DIST_HAD_64x32	0.527208	144
INTERPOL_QUARTER_64x32	0.459967	7.68
DIST_HAD_64x16	0.00336832	1.79
DIST_HAD_64x48	0.00984071	1.79
DIST_HAD_16x64	0.00366428	1.89
DIST_HAD_48x64	0.0105772	1.89
TR_DCT_32x32_1	0.173892	15.822
TR_iDCT_32x32_1	0.125116	9.694
TR_DCT_16x16_1	0.13691	85.364
TR_iDCT_16x16_1	0.0584771	29.633
TR_DCT_8x8_1	0.0957279	327.856
TR_DCT_4x4_1	0.0375362	423.2
DIST_SSE_4x4	0.299691	6734.02
TR_iDCT_8x8_1	0.0290745	72.66
DIST_SAD_32x32	0.215424	652.188
DIST_SAD_32x32sub	0.634927	1807.83
INTERPOL_HALF_32x32	0.237698	15.36
DIST_HAD_32x32	0.546398	296.115
INTERPOL_QUARTER_32x32	0.499679	15.36
DIST_SAD_16x32	0.239175	1304.42
DIST_SAD_16x32sub	0.322565	1643.19
INTERPOL_HALF_16x32	0.277973	30.72
DIST_HAD_16x32	0.544104	576
INTERPOL_QUARTER_16x32	0.578973	30.72
DIST_SAD_32x16	0.231245	1304.41
DIST_SAD_32x16sub	0.324916	1709.17
INTERPOL_HALF_32x16	0.259606	30.72
DIST_HAD_32x16	0.543063	576
INTERPOL_QUARTER_32x16	0.528261	30.72
DIST_HAD_32x8	0.0331334	69.34
DIST_HAD_32x24	0.0969633	69.34
DIST_HAD_8x32	0.0370373	75.62
DIST_HAD_24x32	0.106221	75.62
TR_DCT_16x16_2	0.0802892	47.665
TR_iDCT_16x16_2	0.0370337	18.651
TR_DCT_8x8_2	0.0806758	268.714
TR_DCT_4x4_2	0.119639	1362.1
TR_iDCT_8x8_2	0.0239521	58.43
DIST_SAD_16x16	0.268013	2608.51
DIST_SAD_16x16sub	0.564092	4852.85
INTERPOL_HALF_16x16	0.309623	61.44
DIST_HAD_16x16	0.543808	1143.34
INTERPOL_QUARTER_16x16	0.613097	61.44
DIST_SAD_8x16	0.328929	5217.12
DIST_SAD_8x16sub	0.285991	3811.75
INTERPOL_HALF_8x16	0.401852	122.88
DIST_HAD_8x16	0.580334	2304
INTERPOL_QUARTER_8x16	0.789815	122.88
DIST_SAD_16x8	0.987236	9387.6
INTERPOL_HALF_16x8	0.364181	122.88
DIST_HAD_16x8	0.574365	2304
INTERPOL_QUARTER_16x8	0.683421	122.88
DIST_HAD_16x4	0.0149399	118.65
DIST_HAD_16x12	0.037874	118.65
DIST_HAD_4x16	0.0154007	118.35
DIST_HAD_12x16	0.03802	118.35
TR_DST_4x4_2	0.00202006	17.104
TR_iDST_4x4_2	0.000557971	3.239
TR_DCT_8x8_3	0.0541418	155.301
TR_DCT_4x4_3	0.101542	1125.9
DIST_SAD_8x8	1.36043	20161.5
INTERPOL_HALF_8x8	0.493289	245.76
DIST_HAD_8x8	0.616505	4498.3
INTERPOL_QUARTER_8x8	0.896686	245.76
DIST_SAD_4x8	0.52287	10213
INTERPOL_HALF_4x8	0.38219	245.76
DIST_HAD_4x8	0.361837	4792.32
INTERPOL_QUARTER_4x8	0.679681	245.76
DIST_SAD_8x4	0.509083	10141.3
INTERPOL_HALF_8x4	0.340329	245.76
DIST_HAD_8x4	0.354132	4792.32
INTERPOL_QUARTER_8x4	0.560421	245.76
TR_iDCT_8x8_3	0.0145524	34.656
TR_DST_4x4_3	0.00999828	86.599
DIST_HAD_4x4	0.0161323	298.48
TR_iDCT_4x4_2	0.0184661	145.72
TR_iDCT_4x4_3	0.0125204	95.616
TR_iDCT_8x8_0	0.00603187	15.027
DIST_SAD_32x8	0.0978022	523.149
INTERPOL_HALF_32x8	0.0172202	3.472
INTERPOL_QUARTER_32x8	0.0330566	3.472
DIST_SAD_32x24	0.0369444	147.362
DIST_SAD_32x24sub	0.0492017	180.731
INTERPOL_HALF_32x24	0.0416664	3.472
INTERPOL_QUARTER_32x24	0.0875238	3.472
DIST_SAD_8x32	0.0180041	161.714
DIST_SAD_8x32sub	0.0559932	461.211
INTERPOL_HALF_8x32	0.0224733	3.808
INTERPOL_QUARTER_8x32	0.0465424	3.808
DIST_SAD_24x32	0.0397537	161.714
DIST_SAD_24x32sub	0.0635181	231.221
INTERPOL_HALF_24x32	0.046988	3.808
INTERPOL_QUARTER_24x32	0.0992344	3.808
DIST_SAD_16x4	0.0489226	720.462
INTERPOL_HALF_16x4	0.0115319	5.776
INTERPOL_QUARTER_16x4	0.0197554	5.776
DIST_SAD_16x12	0.0205131	245.318
DIST_SAD_16x12sub	0.0241717	259.115
INTERPOL_HALF_16x12	0.0233117	5.776
INTERPOL_QUARTER_16x12	0.0460714	5.776
DIST_SAD_4x16	0.0105615	244.494
DIST_SAD_4x16sub	0.0224391	415.417
INTERPOL_HALF_4x16	0.0144458	5.76
INTERPOL_QUARTER_4x16	0.0283252	5.76
DIST_SAD_12x16	0.0208527	244.593
DIST_SAD_12x16sub	0.0248098	255.278
INTERPOL_HALF_12x16	0.0241566	5.76
INTERPOL_QUARTER_12x16	0.0483032	5.76
TR_iDCT_4x4_1	0.00329134	25.132
TR_iDST_4x4_3	0.003044	19.658

Frame	8
Others	106.719	143571
TR_DCT_32x32_0	0.308412	28.164
DIST_SSE_32x32	0.0939336	132.471
TR_iDCT_32x32_0	0.320069	24.625
TR_DCT_16x16_0	0.230009	142.68
DIST_SSE_16x16	0.148776	672.713
TR_iDCT_16x16_0	0.145403	73.736
TR_DCT_8x8_0	0.0531173	178.848
DIST_SSE_8x8	0.181788	2159.56
DIST_SSE_64x64	0.0234409	7.46
TR_iDCT_8x8_0	0.0123905	31.004
DIST_SAD_64x64	0.216691	163.092
DIST_SAD_64x64sub	0.832519	633.09
INTERPOL_HALF_64x64	0.213367	3.84
DIST_HAD_64x64	0.623388	83.96
INTERPOL_QUARTER_64x64	0.458343	3.84
DIST_SAD_32x64	0.211456	326.094
DIST_SAD_32x64sub	0.433952	640.305
INTERPOL_HALF_32x64	0.229737	7.68
DIST_HAD_32x64	0.535241	144
INTERPOL_QUARTER_32x64	0.49529	7.68
DIST_SAD_64x32	0.220587	326.094
DIST_SAD_64x32sub	0.428748	633.015
INTERPOL_HALF_64x32	0.222243	7.68
DIST_HAD_64x32	0.537104	144
INTERPOL_QUARTER_64x32	0.469187	7.68
DIST_HAD_64x16	0.00729851	3.79
DIST_HAD_64x48	0.0212419	3.79
DIST_HAD_16x64	0.00662846	3.35
DIST_HAD_48x64	0.0194184	3.35
TR_DCT_32x32_1	0.295592	26.566
TR_iDCT_32x32_1	0.315444	24.086
TR_DCT_16x16_1	0.217989	134.02
TR_iDCT_16x16_1	0.13485	67.512
TR_DCT_8x8_1	0.150147	504.7
TR_iDCT_8x8_1	0.0612211	151.261
TR_DCT_4x4_1	0.0573697	636.016
DIST_SSE_4x4	0.436361	9724.2
DIST_SAD_32x32	0.218889	652.233
DIST_SAD_32x32sub	0.782129	2112.53
INTERPOL_HALF_32x32	0.242203	15.36
DIST_HAD_32x32	0.612784	327.16
INTERPOL_QUARTER_32x32	0.507586	15.36
DIST_SAD_16x32	0.242506	1304.5
DIST_SAD_16x32sub	0.408832	1999.67
INTERPOL_HALF_16x32	0.282122	30.72
DIST_HAD_16x32	0.550877	576
INTERPOL_QUARTER_16x32	0.586241	30.72
DIST_SAD_32x16	0.233968	1304.38
DIST_SAD_32x16sub	0.420471	2098.45
INTERPOL_HALF_32x16	0.265428	30.72
DIST_HAD_32x16	0.550935	576
INTERPOL_QUARTER_32x16	0.535617	30.72
DIST_HAD_32x8	0.0655093	135.36
DIST_HAD_32x24	0.191737	135.36
DIST_HAD_8x32	0.0611545	123.94
DIST_HAD_24x32	0.175278	123.94
TR_DCT_16x16_2	0.13675	80.16
TR_iDCT_16x16_2	0.114714	57.185
TR_DCT_8x8_2	0.129298	422.606
TR_iDCT_8x8_2	0.0572567	138.512
TR_DCT_4x4_2	0.180955	2025.12
TR_iDCT_4x4_2	0.0404858	314.687
DIST_SAD_16x16	0.273186	2608.43
DIST_SAD_16x16sub	0.808378	6423.32
INTERPOL_HALF_16x16	0.317553	61.44
DIST_HAD_16x16	0.595742	1230.13
INTERPOL_QUARTER_16x16	0.623349	61.44
DIST_SAD_8x16	0.334603	5216.82
DIST_SAD_8x16sub	0.375317	4726
INTERPOL_HALF_8x16	0.410194	122.88
DIST_HAD_8x16	0.589555	2304
INTERPOL_QUARTER_8x16	0.798814	122.88
DIST_SAD_16x8	1.17195	10577.7
INTERPOL_HALF_16x8	0.37163	122.88
DIST_HAD_16x8	0.583716	2304
INTERPOL_QUARTER_16x8	0.689995	122.88
DIST_HAD_16x4	0.0312339	246.14
DIST_HAD_16x12	0.0795224	246.14
DIST_HAD_4x16	0.0286688	215.01
DIST_HAD_12x16	0.0702209	215.01
TR_DST_4x4_2	0.0068456	56.784
TR_iDST_4x4_2	0.00203002	11.855
TR_DCT_8x8_3	0.0778556	225.794
TR_iDCT_8x8_3	0.0452387	107.485
TR_DCT_4x4_3	0.129976	1410.08
TR_iDCT_4x4_3	0.0304937	229.407
DIST_SAD_8x8	1.68519	23628.6
INTERPOL_HALF_8x8	0.507949	245.76
DIST_HAD_8x8	0.654865	4675.96
INTERPOL_QUARTER_8x8	0.903433	245.76
DIST_SAD_4x8	0.635256	11857.4
INTERPOL_HALF_4x8	0.3915	245.76
DIST_HAD_4x8	0.367247	4792.32
INTERPOL_QUARTER_4x8	0.681311	245.76
DIST_SAD_8x4	0.636625	12106.4
INTERPOL_HALF_8x4	0.350192	245.76
DIST_HAD_8x4	0.35971	4792.32
INTERPOL_QUARTER_8x4	0.565651	245.76
TR_DST_4x4_3	0.0347559	294.594
TR_iDST_4x4_3	0.0120671	77.709
DIST_HAD_4x4	0.0557006	1009.12
TR_iDCT_4x4_1	0.00683283	51.176
DIST_SAD_32x8	0.179605	940.251
INTERPOL_HALF_32x8	0.0337833	6.672
INTERPOL_QUARTER_32x8	0.0637653	6.672
DIST_SAD_32x24	0.0719337	283.101
DIST_SAD_32x24sub	0.0896713	322.988
INTERPOL_HALF_32x24	0.0813925	6.672
INTERPOL_QUARTER_32x24	0.168487	6.672
DIST_SAD_8x32	0.0280972	257.477
DIST_SAD_8x32sub	0.0789007	627.922
INTERPOL_HALF_8x32	0.0360843	6.064
INTERPOL_QUARTER_8x32	0.0739475	6.064
DIST_SAD_24x32	0.0634791	257.504
DIST_SAD_24x32sub	0.0844958	299.262
INTERPOL_HALF_24x32	0.0752852	6.064
INTERPOL_QUARTER_24x32	0.158079	6.064
DIST_SAD_16x4	0.0941089	1357.32
INTERPOL_HALF_16x4	0.023173	11.392
INTERPOL_QUARTER_16x4	0.0389653	11.392
DIST_SAD_16x12	0.0405056	483.323
DIST_SAD_16x12sub	0.043561	446.969
INTERPOL_HALF_16x12	0.0465761	11.392
INTERPOL_QUARTER_16x12	0.0905839	11.392
DIST_SAD_4x16	0.0176201	412.031
DIST_SAD_4x16sub	0.039496	712.185
INTERPOL_HALF_4x16	0.0244564	9.712
INTERPOL_QUARTER_4x16	0.0477026	9.712
DIST_SAD_12x16	0.0353893	412.346
DIST_SAD_12x16sub	0.0370964	367.081
INTERPOL_HALF_12x16	0.0411418	9.712
INTERPOL_QUARTER_12x16	0.0816493	9.712

Frame	9
Others	80.2359	121672
TR_DCT_32x32_0	0.169834	15.712
DIST_SSE_32x32	0.0499809	71.347
TR_iDCT_32x32_0	0.112305	8.76
TR_DCT_16x16_0	0.134228	84.578
DIST_SSE_16x16	0.0798448	362.957
TR_iDCT_16x16_0	0.0481828	24.788
TR_DCT_8x8_0	0.031355	107.896
DIST_SSE_8x8	0.108707	1299.55
DIST_SSE_64x64	0.0163416	5.291
TR_iDCT_8x8_0	0.00451053	11.545
DIST_SAD_64x64	0.212488	162.984
DIST_SAD_64x64sub	0.877208	676.743
INTERPOL_HALF_64x64	0.210987	3.84
DIST_HAD_64x64	0.546782	74.58
INTERPOL_QUARTER_64x64	0.451787	3.84
DIST_SAD_32x64	0.2086	326.148
DIST_SAD_32x64sub	0.393042	602.907
INTERPOL_HALF_32x64	0.226048	7.68
DIST_HAD_32x64	0.527726	144
INTERPOL_QUARTER_32x64	0.487168	7.68
DIST_SAD_64x32	0.216588	326.148
DIST_SAD_64x32sub	0.408331	627.55
INTERPOL_HALF_64x32	0.219027	7.68
DIST_HAD_64x32	0.529492	144
INTERPOL_QUARTER_64x32	0.46176	7.68
DIST_HAD_64x16	0.00255662	1.35
DIST_HAD_64x48	0.0101271	1.35
DIST_HAD_16x64	0.00283603	1.44
DIST_HAD_48x64	0.00809764	1.44
TR_DCT_32x32_1	0.152811	13.846
TR_iDCT_32x32_1	0.0921706	7.132
TR_DCT_16x16_1	0.122402	75.978
TR_iDCT_16x16_1	0.0386693	19.775
TR_DCT_8x8_1	0.0856587	293.872
TR_iDCT_8x8_1	0.0188783	47.527
TR_DCT_4x4_1	0.0333932	382.144
DIST_SSE_4x4	0.279118	6262.93
DIST_SAD_32x32	0.216118	652.359
DIST_SAD_32x32sub	0.698365	1970.85
INTERPOL_HALF_32x32	0.238652	15.36
DIST_HAD_32x32	0.540014	291.145
INTERPOL_QUARTER_32x32	0.502092	15.36
DIST_SAD_16x32	0.239597	1304.73
DIST_SAD_16x32sub	0.362109	1847.37
INTERPOL_HALF_16x32	0.278992	30.72
DIST_HAD_16x32	0.545079	576
INTERPOL_QUARTER_16x32	0.580883	30.72
DIST_SAD_32x16	0.230412	1304.74
DIST_SAD_32x16sub	0.347056	1828.37
INTERPOL_HALF_32x16	0.259986	30.72
DIST_HAD_32x16	0.54408	576
INTERPOL_QUARTER_32x16	0.528516	30.72
DIST_HAD_32x8	0.0298656	62.55
DIST_HAD_32x24	0.0875053	62.55
DIST_HAD_8x32	0.0316147	64.88
DIST_HAD_24x32	0.0905104	64.88
TR_DCT_16x16_2	0.0732571	43.475
TR_iDCT_16x16_2	0.0268289	13.643
TR_DCT_8x8_2	0.0744627	247.874
TR_iDCT_8x8_2	0.0156783	38.439
TR_DCT_4x4_2	0.11119	1270.96
DIST_SAD_16x16	0.269449	2609.21
DIST_SAD_16x16sub	0.61595	5321.43
INTERPOL_HALF_16x16	0.310445	61.44
DIST_HAD_16x16	0.541397	1133.61
INTERPOL_QUARTER_16x16	0.615558	61.44
DIST_SAD_8x16	0.327018	5218.37
DIST_SAD_8x16sub	0.290766	4008.28
INTERPOL_HALF_8x16	0.401439	122.88
DIST_HAD_8x16	0.580648	2304
INTERPOL_QUARTER_8x16	0.792126	122.88
DIST_SAD_16x8	1.0156	9659.58
INTERPOL_HALF_16x8	0.364262	122.88
DIST_HAD_16x8	0.574466	2304
INTERPOL_QUARTER_16x8	0.6855	122.88
DIST_HAD_16x4	0.0134472	109.16
DIST_HAD_16x12	0.0343778	109.16
DIST_HAD_4x16	0.0135584	106.75
DIST_HAD_12x16	0.0337505	106.75
TR_DST_4x4_2	0.00146545	12.656
TR_iDST_4x4_2	0.000308749	1.781
TR_DCT_8x8_3	0.0518529	146.907
TR_iDCT_8x8_3	0.00992727	24.057
TR_DCT_4x4_3	0.0968772	1087.76
DIST_SAD_8x8	1.38965	20824.3
INTERPOL_HALF_8x8	0.493095	245.76
DIST_HAD_8x8	0.616152	4479.72
INTERPOL_QUARTER_8x8	0.905395	245.76
DIST_SAD_4x8	0.540955	10626
INTERPOL_HALF_4x8	0.38142	245.76
DIST_HAD_4x8	0.36275	4792.32
INTERPOL_QUARTER_4x8	0.682402	245.76
DIST_SAD_8x4	0.531651	10634.3
INTERPOL_HALF_8x4	0.342876	245.76
DIST_HAD_8x4	0.354803	4792.32
INTERPOL_QUARTER_8x4	0.561721	245.76
TR_iDCT_4x4_3	0.0077519	59.56
TR_iDCT_4x4_2	0.0121293	95.691
DIST_SAD_32x8	0.0975205	530.038
INTERPOL_HALF_32x8	0.0157158	3.168
