	 Total Time (s)	Calls (kCalls)
DIST_HAD_32x24	0.0334644	23.786
DIST_HAD_8x32	0.0123227	24.902
DIST_HAD_24x32	0.0353524	24.902
TR_DCT_16x16_2	0.0708185	42.171
TR_iDCT_16x16_2	0.0228375	11.546
TR_DCT_8x8_2	0.0722336	242.406
TR_DCT_4x4_2	0.10995	1251.67
TR_iDCT_8x8_2	0.0145575	35.983
DIST_SAD_16x16	0.0679792	652.602
DIST_SAD_16x16sub	0.0667669	570.52
INTERPOL_HALF_16x16	0.0806891	15.36
DIST_HAD_16x16	0.144661	298.705
INTERPOL_QUARTER_16x16	0.156219	15.36
DIST_SAD_8x16	0.0829217	1305.2
DIST_SAD_8x16sub	0.0396736	539.715
INTERPOL_HALF_8x16	0.10444	30.72
DIST_HAD_8x16	0.165755	645.12
INTERPOL_QUARTER_8x16	0.200436	30.72
DIST_SAD_16x8	0.196386	1894.34
INTERPOL_HALF_16x8	0.0941164	30.72
DIST_HAD_16x8	0.164407	645.12
INTERPOL_QUARTER_16x8	0.174014	30.72
DIST_HAD_16x4	0.00588825	45.554
DIST_HAD_16x12	0.0148112	45.554
DIST_HAD_4x16	0.00617302	45.698
DIST_HAD_12x16	0.0149473	45.698
TR_DST_4x4_2	0.00118276	10.16
TR_iDST_4x4_2	0.000283981	1.68
TR_DCT_8x8_3	0.049845	143.427
TR_DCT_4x4_3	0.0966705	1074.29
DIST_SAD_8x8	0.253683	3877.58
INTERPOL_HALF_8x8	0.129989	61.44
DIST_HAD_8x8	0.161233	1152.12
INTERPOL_QUARTER_8x8	0.229127	61.44
DIST_SAD_4x8	0.09887	1929.76
INTERPOL_HALF_4x8	0.102245	61.44
DIST_HAD_4x8	0.119358	1474.56
INTERPOL_QUARTER_4x8	0.173535	61.44
DIST_SAD_8x4	0.0972878	1922.41
INTERPOL_HALF_8x4	0.0914104	61.44
DIST_HAD_8x4	0.11698	1474.56
INTERPOL_QUARTER_8x4	0.14368	61.44
TR_iDCT_8x8_3	0.00835178	20.41
TR_DST_4x4_3	0.00623029	53.779
DIST_HAD_4x4	0.00991714	184.8
DIST_SAD_32x8	0.0198929	109.59
INTERPOL_HALF_32x8	0.0051236	1.016
INTERPOL_QUARTER_32x8	0.00973658	1.016
DIST_SAD_32x24	0.0108676	43.18
DIST_SAD_32x24sub	0.0102552	37.978
INTERPOL_HALF_32x24	0.01229	1.016
INTERPOL_QUARTER_32x24	0.0256327	1.016
DIST_SAD_8x32	0.00499237	45.56
DIST_SAD_8x32sub	0.00665524	55.961
INTERPOL_HALF_8x32	0.0065233	1.072
INTERPOL_QUARTER_8x32	0.0131745	1.072
DIST_SAD_24x32	0.011254	45.56
DIST_SAD_24x32sub	0.0098876	35.836
INTERPOL_HALF_24x32	0.0133424	1.072
INTERPOL_QUARTER_24x32	0.0279735	1.072
TR_iDCT_4x4_2	0.0122443	97.759
TR_iDCT_4x4_3	0.00747704	58.431
TR_iDST_4x4_3	0.00140995	9.169
DIST_SAD_16x4	0.010341	158.328
INTERPOL_HALF_16x4	0.00386905	1.884
INTERPOL_QUARTER_16x4	0.00648218	1.884
DIST_SAD_16x12	0.00666107	80.07
DIST_SAD_16x12sub	0.00496647	54.615
INTERPOL_HALF_16x12	0.00765779	1.884
INTERPOL_QUARTER_16x12	0.0149688	1.884
DIST_SAD_4x16	0.00347135	80.24
DIST_SAD_4x16sub	0.00378646	73.163
INTERPOL_HALF_4x16	0.00489799	1.888
INTERPOL_QUARTER_4x16	0.00934472	1.888
DIST_SAD_12x16	0.00688763	80.24
DIST_SAD_12x16sub	0.0052469	54.66
INTERPOL_HALF_12x16	0.00810342	1.888
INTERPOL_QUARTER_12x16	0.0158849	1.888
TR_iDCT_8x8_0	0.00503555	12.642
TR_iDCT_4x4_1	0.00267428	20.97

Frame	2
Others	49.8358	61399
TR_DCT_32x32_0	0.197834	18.452
DIST_SSE_32x32	0.0581704	84.044
TR_iDCT_32x32_0	0.156684	12.295
TR_DCT_16x16_0	0.152331	96.896
DIST_SSE_16x16	0.0896841	415.788
TR_iDCT_16x16_0	0.0625257	32.35
TR_DCT_8x8_0	0.0363339	126.112
DIST_SSE_8x8	0.117692	1429.8
DIST_SSE_64x64	0.0175926	5.783
TR_iDCT_8x8_0	0.00510919	13.119
DIST_SAD_64x64	0.104962	81.564
DIST_SAD_64x64sub	0.268837	213.379
INTERPOL_HALF_64x64	0.104446	1.92
DIST_HAD_64x64	0.30335	41.805
INTERPOL_QUARTER_64x64	0.223349	1.92
DIST_SAD_32x64	0.102764	163.128
DIST_SAD_32x64sub	0.12489	193.78
INTERPOL_HALF_32x64	0.112087	3.84
DIST_HAD_32x64	0.272561	74.88
INTERPOL_QUARTER_32x64	0.241797	3.84
DIST_SAD_64x32	0.107492	163.101
DIST_SAD_64x32sub	0.129003	199.97
INTERPOL_HALF_64x32	0.108722	3.84
DIST_HAD_64x32	0.27329	74.88
INTERPOL_QUARTER_64x32	0.228917	3.84
DIST_HAD_64x16	0.00374301	1.98
DIST_HAD_64x48	0.0109018	1.98
DIST_HAD_16x64	0.00375173	1.97
DIST_HAD_48x64	0.0109349	1.97
TR_DCT_32x32_1	0.1774	16.331
TR_iDCT_32x32_1	0.129571	10.154
TR_DCT_16x16_1	0.138157	87.072
TR_iDCT_16x16_1	0.0538449	27.601
TR_DCT_8x8_1	0.0971875	337.168
TR_iDCT_8x8_1	0.0251059	63.824
TR_DCT_4x4_1	0.0373156	433.152
DIST_SSE_4x4	0.294592	6704.49
DIST_SAD_32x32	0.106897	326.04
DIST_SAD_32x32sub	0.206352	601.275
INTERPOL_HALF_32x32	0.11816	7.68
DIST_HAD_32x32	0.292456	159.555
INTERPOL_QUARTER_32x32	0.247779	7.68
DIST_SAD_16x32	0.118468	652.071
DIST_SAD_16x32sub	0.114831	605.282
INTERPOL_HALF_16x32	0.138526	15.36
DIST_HAD_16x32	0.281269	299.52
INTERPOL_QUARTER_16x32	0.287812	15.36
DIST_SAD_32x16	0.113957	652.242
DIST_SAD_32x16sub	0.11778	630.596
INTERPOL_HALF_32x16	0.129276	15.36
DIST_HAD_32x16	0.281267	299.52
INTERPOL_QUARTER_32x16	0.261959	15.36
DIST_HAD_32x8	0.0194078	40.806
DIST_HAD_32x24	0.0566598	40.806
DIST_HAD_8x32	0.019677	40.56
DIST_HAD_24x32	0.0564313	40.56
TR_DCT_16x16_2	0.0795348	48.197
TR_iDCT_16x16_2	0.0358732	18.34
TR_DCT_8x8_2	0.0798366	270.582
TR_iDCT_8x8_2	0.0209353	52.085
TR_DCT_4x4_2	0.118061	1368.62
TR_iDCT_4x4_2	0.0160783	129.259
DIST_SAD_16x16	0.132631	1304.06
DIST_SAD_16x16sub	0.182957	1645.97
INTERPOL_HALF_16x16	0.155134	30.72
DIST_HAD_16x16	0.280543	592.86
INTERPOL_QUARTER_16x16	0.30476	30.72
DIST_SAD_8x16	0.161868	2608.22
DIST_SAD_8x16sub	0.108603	1506.92
INTERPOL_HALF_8x16	0.200543	61.44
DIST_HAD_8x16	0.300729	1198.08
INTERPOL_QUARTER_8x16	0.392224	61.44
DIST_SAD_16x8	0.425541	4171.3
INTERPOL_HALF_16x8	0.181789	61.44
DIST_HAD_16x8	0.297924	1198.08
INTERPOL_QUARTER_16x8	0.339091	61.44
DIST_HAD_16x4	0.00866097	68.532
DIST_HAD_16x12	0.0217751	68.532
DIST_HAD_4x16	0.0084716	63.806
DIST_HAD_12x16	0.0204984	63.806
TR_DST_4x4_2	0.00210181	18.24
TR_iDST_4x4_2	0.000543706	3.261
TR_DCT_8x8_3	0.0523684	153.657
TR_iDCT_8x8_3	0.0119535	29.187
TR_DCT_4x4_3	0.0986546	1114.66
TR_iDCT_4x4_3	0.0104814	82.577
DIST_SAD_8x8	0.552946	8577.54
INTERPOL_HALF_8x8	0.247331	122.88
DIST_HAD_8x8	0.311734	2284.57
INTERPOL_QUARTER_8x8	0.446695	122.88
DIST_SAD_4x8	0.217595	4360.37
INTERPOL_HALF_4x8	0.192491	122.88
DIST_HAD_4x8	0.198457	2580.48
INTERPOL_QUARTER_4x8	0.33967	122.88
DIST_SAD_8x4	0.214323	4351.72
INTERPOL_HALF_8x4	0.172129	122.88
DIST_HAD_8x4	0.194501	2580.48
INTERPOL_QUARTER_8x4	0.280411	122.88
TR_DST_4x4_3	0.00958094	84.555
TR_iDST_4x4_3	0.00291047	19.017
DIST_HAD_4x4	0.0155328	290.92
DIST_SAD_32x8	0.0396826	221.367
INTERPOL_HALF_32x8	0.00907678	1.848
INTERPOL_QUARTER_32x8	0.0173371	1.848
DIST_SAD_32x24	0.0194584	78.54
DIST_SAD_32x24sub	0.0180843	69.131
INTERPOL_HALF_32x24	0.0219961	1.848
INTERPOL_QUARTER_32x24	0.046065	1.848
DIST_SAD_8x32	0.00828799	78.2
DIST_SAD_8x32sub	0.0173212	149.276
INTERPOL_HALF_8x32	0.0107719	1.84
INTERPOL_QUARTER_8x32	0.0220783	1.84
DIST_SAD_24x32	0.0187768	78.2
DIST_SAD_24x32sub	0.0179742	67.677
INTERPOL_HALF_24x32	0.0224713	1.84
INTERPOL_QUARTER_24x32	0.0473185	1.84
DIST_SAD_16x4	0.019477	300.487
INTERPOL_HALF_16x4	0.00585246	2.936
INTERPOL_QUARTER_16x4	0.00989663	2.936
DIST_SAD_16x12	0.0101993	124.78
DIST_SAD_16x12sub	0.0100379	111.671
INTERPOL_HALF_16x12	0.0117021	2.936
INTERPOL_QUARTER_16x12	0.0229681	2.936
DIST_SAD_4x16	0.00478065	114.24
DIST_SAD_4x16sub	0.00835802	163.745
INTERPOL_HALF_4x16	0.00668352	2.688
INTERPOL_QUARTER_4x16	0.0131771	2.688
DIST_SAD_12x16	0.00949327	114.24
DIST_SAD_12x16sub	0.00952492	103.464
INTERPOL_HALF_12x16	0.0111545	2.688
INTERPOL_QUARTER_12x16	0.0222099	2.688
TR_iDCT_4x4_1	0.00252445	20.113

Frame	3
Others	64.3769	86918
TR_DCT_32x32_0	0.186157	16.836
DIST_SSE_32x32	0.0560404	77.849
TR_iDCT_32x32_0	0.14166	10.773
TR_DCT_16x16_0	0.14519	89.52
DIST_SSE_16x16	0.087087	387.998
TR_iDCT_16x16_0	0.0585259	29.485
TR_DCT_8x8_0	0.035038	117.408
DIST_SSE_8x8	0.116833	1363.7
DIST_SSE_64x64	0.0174869	5.522
TR_iDCT_8x8_0	0.00583945	14.416
DIST_SAD_64x64	0.162923	122.328
DIST_SAD_64x64sub	0.467578	353.268
INTERPOL_HALF_64x64	0.160877	2.88
DIST_HAD_64x64	0.432069	57.755
INTERPOL_QUARTER_64x64	0.345803	2.88
DIST_SAD_32x64	0.160353	244.683
DIST_SAD_32x64sub	0.235237	349.406
INTERPOL_HALF_32x64	0.174636	5.76
DIST_HAD_32x64	0.410338	109.44
INTERPOL_QUARTER_32x64	0.374272	5.76
DIST_SAD_64x32	0.165922	244.764
DIST_SAD_64x32sub	0.239228	351.953
INTERPOL_HALF_64x32	0.168108	5.76
DIST_HAD_64x32	0.410534	109.44
INTERPOL_QUARTER_64x32	0.353886	5.76
DIST_HAD_64x16	0.00331894	1.71
DIST_HAD_64x48	0.00964813	1.71
DIST_HAD_16x64	0.0032569	1.66
DIST_HAD_48x64	0.0094296	1.66
TR_DCT_32x32_1	0.170414	15.038
TR_iDCT_32x32_1	0.115674	8.738
TR_DCT_16x16_1	0.132654	80.942
TR_iDCT_16x16_1	0.0505498	25.082
TR_DCT_8x8_1	0.0940291	314.558
TR_iDCT_8x8_1	0.02332	57.007
TR_DCT_4x4_1	0.0365299	405.832
DIST_SSE_4x4	0.296213	6475.66
DIST_SAD_32x32	0.166817	489.438
DIST_SAD_32x32sub	0.40948	1092.9
INTERPOL_HALF_32x32	0.183714	11.52
DIST_HAD_32x32	0.426877	225.175
INTERPOL_QUARTER_32x32	0.385451	11.52
DIST_SAD_16x32	0.183864	978.822
DIST_SAD_16x32sub	0.205715	999.168
INTERPOL_HALF_16x32	0.214172	23.04
DIST_HAD_16x32	0.423486	437.76
INTERPOL_QUARTER_16x32	0.445393	23.04
DIST_SAD_32x16	0.177255	978.831
DIST_SAD_32x16sub	0.211808	1048.98
INTERPOL_HALF_32x16	0.2004	23.04
DIST_HAD_32x16	0.42312	437.76
INTERPOL_QUARTER_32x16	0.40582	23.04
DIST_HAD_32x8	0.025625	52.026
DIST_HAD_32x24	0.0751731	52.026
DIST_HAD_8x32	0.0276205	55.248
DIST_HAD_24x32	0.0796146	55.248
TR_DCT_16x16_2	0.0780211	44.915
TR_iDCT_16x16_2	0.0304801	14.984
TR_DCT_8x8_2	0.0788004	255.12
TR_iDCT_8x8_2	0.0198279	47.249
TR_DCT_4x4_2	0.117227	1302.18
TR_iDCT_4x4_2	0.0158759	123.496
DIST_SAD_16x16	0.206175	1957.56
DIST_SAD_16x16sub	0.376935	2945.39
INTERPOL_HALF_16x16	0.240758	46.08
DIST_HAD_16x16	0.419543	859.995
INTERPOL_QUARTER_16x16	0.472752	46.08
DIST_SAD_8x16	0.252381	3915.05
DIST_SAD_8x16sub	0.191074	2416.93
INTERPOL_HALF_8x16	0.310109	92.16
DIST_HAD_8x16	0.452135	1751.04
INTERPOL_QUARTER_8x16	0.608813	92.16
DIST_SAD_16x8	0.703254	6469
INTERPOL_HALF_16x8	0.281934	92.16
DIST_HAD_16x8	0.447855	1751.04
INTERPOL_QUARTER_16x8	0.527571	92.16
DIST_SAD_16x4	0.0315581	446.8
INTERPOL_HALF_16x4	0.00829815	4.044
DIST_HAD_16x4	0.0111114	85.806
INTERPOL_QUARTER_16x4	0.0141627	4.044
DIST_SAD_16x12	0.0145631	171.87
DIST_SAD_16x12sub	0.0154584	154.277
INTERPOL_HALF_16x12	0.0166603	4.044
DIST_HAD_16x12	0.028047	85.806
INTERPOL_QUARTER_16x12	0.03285	4.044
DIST_SAD_4x16	0.00736754	170.85
DIST_SAD_4x16sub	0.0168617	294.012
INTERPOL_HALF_4x16	0.0102714	4.02
DIST_HAD_4x16	0.011423	85.32
INTERPOL_QUARTER_4x16	0.0200436	4.02
DIST_SAD_12x16	0.0149228	170.85
DIST_SAD_12x16sub	0.0163754	160.301
INTERPOL_HALF_12x16	0.0173076	4.02
DIST_HAD_12x16	0.0280903	85.32
INTERPOL_QUARTER_12x16	0.0343622	4.02
TR_DCT_8x8_3	0.0544983	150.71
TR_iDCT_8x8_3	0.0111329	25.761
TR_DCT_4x4_3	0.102417	1102.63
DIST_SAD_8x8	0.947956	13612.1
INTERPOL_HALF_8x8	0.384057	184.32
DIST_HAD_8x8	0.478658	3383.45
INTERPOL_QUARTER_8x8	0.69408	184.32
DIST_SAD_4x8	0.364412	6863.06
INTERPOL_HALF_4x8	0.297097	184.32
DIST_HAD_4x8	0.289236	3686.4
INTERPOL_QUARTER_4x8	0.526435	184.32
DIST_SAD_8x4	0.35715	6831.49
INTERPOL_HALF_8x4	0.2651	184.32
DIST_HAD_8x4	0.282947	3686.4
INTERPOL_QUARTER_8x4	0.435099	184.32
DIST_SAD_8x32	0.0128773	115.197
DIST_SAD_8x32sub	0.0348033	273.215
INTERPOL_HALF_8x32	0.0163497	2.712
INTERPOL_QUARTER_8x32	0.0338445	2.712
DIST_SAD_24x32	0.0290497	115.224
DIST_SAD_24x32sub	0.0378765	132.198
INTERPOL_HALF_24x32	0.0344426	2.712
INTERPOL_QUARTER_24x32	0.0721096	2.712
TR_DST_4x4_2	0.00167896	13.968
TR_iDCT_4x4_3	0.0112321	84.142
TR_DST_4x4_3	0.00907273	76.131
DIST_HAD_4x4	0.0145538	262.78
TR_iDST_4x4_3	0.00205259	12.932
TR_iDST_4x4_2	0.000397507	2.219
DIST_SAD_32x8	0.0661875	340.195
INTERPOL_HALF_32x8	0.0130758	2.544
INTERPOL_QUARTER_32x8	0.0250654	2.544
DIST_SAD_32x24	0.0280282	108.12
DIST_SAD_32x24sub	0.0387943	135.669
INTERPOL_HALF_32x24	0.0317301	2.544
INTERPOL_QUARTER_32x24	0.0656536	2.544
TR_iDCT_4x4_1	0.00334536	25.335

Frame	4
Others	103.913	138040
TR_DCT_32x32_0	0.292744	26.544
DIST_SSE_32x32	0.0893418	124.851
TR_iDCT_32x32_0	0.299024	22.867
TR_DCT_16x16_0	0.217359	134.364
DIST_SSE_16x16	0.142261	636.382
TR_DCT_8x8_0	0.0507066	170.832
DIST_SSE_8x8	0.176977	2074.82
TR_iDCT_16x16_0	0.136292	68.939
TR_iDCT_8x8_0	0.0122933	30.428
DIST_SSE_64x64	0.0227958	7.165
DIST_SAD_64x64	0.218209	163.128
DIST_SAD_64x64sub	0.74829	565.819
INTERPOL_HALF_64x64	0.215039	3.84
DIST_HAD_64x64	0.617161	82.77
INTERPOL_QUARTER_64x64	0.460736	3.84
DIST_SAD_32x64	0.214139	326.184
DIST_SAD_32x64sub	0.37143	545.286
INTERPOL_HALF_32x64	0.231879	7.68
DIST_HAD_32x64	0.539862	144
INTERPOL_QUARTER_32x64	0.49848	7.68
DIST_SAD_64x32	0.22185	326.193
DIST_SAD_64x32sub	0.399443	585.114
INTERPOL_HALF_64x32	0.224271	7.68
DIST_HAD_64x32	0.540998	144
INTERPOL_QUARTER_64x32	0.471109	7.68
DIST_HAD_64x16	0.00644563	3.34
DIST_HAD_64x48	0.0189523	3.34
DIST_HAD_16x64	0.00620243	3.12
DIST_HAD_48x64	0.0177566	3.12
TR_DCT_32x32_1	0.281432	24.906
TR_iDCT_32x32_1	0.288123	21.813
TR_DCT_16x16_1	0.207941	126.534
TR_DCT_8x8_1	0.144089	478.496
TR_DCT_4x4_1	0.0560049	608.832
DIST_SSE_4x4	0.425851	9375.76
TR_iDCT_16x16_1	0.127154	63.47
TR_iDCT_8x8_1	0.0597681	146.492
DIST_SAD_32x32	0.222967	652.584
DIST_SAD_32x32sub	0.692216	1839.59
INTERPOL_HALF_32x32	0.245665	15.36
DIST_HAD_32x32	0.60914	321.525
INTERPOL_QUARTER_32x32	0.512602	15.36
DIST_SAD_16x32	0.246261	1305.19
DIST_SAD_16x32sub	0.373905	1776.97
INTERPOL_HALF_16x32	0.28592	30.72
DIST_HAD_16x32	0.559805	576
INTERPOL_QUARTER_16x32	0.594469	30.72
DIST_SAD_32x16	0.237162	1305.03
DIST_SAD_32x16sub	0.385461	1881.72
INTERPOL_HALF_32x16	0.26814	30.72
DIST_HAD_32x16	0.557023	576
INTERPOL_QUARTER_32x16	0.541215	30.72
DIST_HAD_32x8	0.0646454	132.3
DIST_HAD_32x24	0.18948	132.3
DIST_HAD_8x32	0.0654332	130.98
DIST_HAD_24x32	0.186856	130.98
TR_DCT_16x16_2	0.13072	75.516
TR_DCT_8x8_2	0.124027	400.042
TR_DCT_4x4_2	0.174694	1930.58
DIST_SAD_16x16	0.276914	2610.58
DIST_SAD_16x16sub	0.76368	5771.35
INTERPOL_HALF_16x16	0.321426	61.44
DIST_HAD_16x16	0.595899	1217.95
INTERPOL_QUARTER_16x16	0.630645	61.44
DIST_SAD_8x16	0.336914	5221.28
DIST_SAD_8x16sub	0.354456	4379.55
INTERPOL_HALF_8x16	0.414576	122.88
DIST_HAD_8x16	0.594097	2304
INTERPOL_QUARTER_8x16	0.809614	122.88
DIST_SAD_16x8	1.14611	10209.8
INTERPOL_HALF_16x8	0.376881	122.88
DIST_HAD_16x8	0.589589	2304
INTERPOL_QUARTER_16x8	0.700977	122.88
TR_DCT_8x8_3	0.0763298	218.754
TR_DCT_4x4_3	0.12936	1382.69
DIST_SAD_8x8	1.59951	22297
INTERPOL_HALF_8x8	0.514627	245.76
DIST_HAD_8x8	0.658302	4657.59
INTERPOL_QUARTER_8x8	0.919198	245.76
DIST_SAD_4x8	0.593375	10969.8
INTERPOL_HALF_4x8	0.396294	245.76
DIST_HAD_4x8	0.37229	4792.32
INTERPOL_QUARTER_4x8	0.694595	245.76
DIST_SAD_8x4	0.614598	11582.9
INTERPOL_HALF_8x4	0.354586	245.76
DIST_HAD_8x4	0.364083	4792.32
INTERPOL_QUARTER_8x4	0.575466	245.76
TR_iDCT_16x16_2	0.104705	51.645
TR_iDCT_8x8_2	0.0558679	133.302
TR_iDCT_4x4_2	0.0402541	309.4
TR_iDCT_8x8_3	0.04217	98.699
TR_iDCT_4x4_3	0.0298349	225.019
DIST_SAD_4x16	0.0205375	471.024
DIST_SAD_4x16sub	0.0454559	796.187
INTERPOL_HALF_4x16	0.0284413	11.088
DIST_HAD_4x16	0.0317094	236.4
INTERPOL_QUARTER_4x16	0.0554342	11.088
DIST_SAD_12x16	0.0407771	471.024
DIST_SAD_12x16sub	0.0431804	412.653
INTERPOL_HALF_12x16	0.0473318	11.088
DIST_HAD_12x16	0.0778	236.4
INTERPOL_QUARTER_12x16	0.0939515	11.088
DIST_HAD_16x4	0.0321498	250.9
DIST_HAD_16x12	0.0819227	250.9
TR_DST_4x4_2	0.00628431	51.216
TR_iDST_4x4_2	0.00194214	11.217
TR_DST_4x4_3	0.0323878	273.217
DIST_HAD_4x4	0.0504919	935.62
TR_iDCT_4x4_1	0.00691902	52.436
DIST_SAD_32x8	0.179588	923.107
INTERPOL_HALF_32x8	0.0335086	6.576
INTERPOL_QUARTER_32x8	0.0635585	6.576
DIST_SAD_32x24	0.0717496	279.417
DIST_SAD_32x24sub	0.0804474	285.051
INTERPOL_HALF_32x24	0.0808509	6.576
INTERPOL_QUARTER_32x24	0.167805	6.576
DIST_SAD_8x32	0.0306719	276.035
DIST_SAD_8x32sub	0.0824671	633.994
INTERPOL_HALF_8x32	0.0393115	6.496
INTERPOL_QUARTER_8x32	0.0802734	6.496
DIST_SAD_24x32	0.0689802	275.945
DIST_SAD_24x32sub	0.0881861	306.613
INTERPOL_HALF_24x32	0.0816691	6.496
INTERPOL_QUARTER_24x32	0.170386	6.496
DIST_SAD_16x4	0.0986011	1366.69
INTERPOL_HALF_16x4	0.0245004	11.872
INTERPOL_QUARTER_16x4	0.0412708	11.872
DIST_SAD_16x12	0.0429155	504.353
DIST_SAD_16x12sub	0.0518205	508.152
INTERPOL_HALF_16x12	0.0492563	11.872
INTERPOL_QUARTER_16x12	0.0953371	11.872
TR_iDST_4x4_3	0.0111652	69.898

Frame	5
Others	76.3592	116470
TR_DCT_32x32_0	0.16949	15.812
DIST_SSE_32x32	0.0503525	72.418
TR_iDCT_32x32_0	0.119745	9.39
TR_DCT_16x16_0	0.133627	84.902
DIST_SSE_16x16	0.080339	368.446
TR_iDCT_16x16_0	0.0515132	26.743
TR_DCT_8x8_0	0.0319858	110.792
DIST_SSE_8x8	0.109156	1316.58
DIST_SSE_64x64	0.0162925	5.333
TR_iDCT_8x8_0	0.00483346	12.416
DIST_SAD_64x64	0.210795	163.02
DIST_SAD_64x64sub	0.734922	580.775
INTERPOL_HALF_64x64	0.208888	3.84
DIST_HAD_64x64	0.541785	74.475
INTERPOL_QUARTER_64x64	0.448304	3.84
DIST_SAD_32x64	0.207474	326.112
DIST_SAD_32x64sub	0.352283	547.776
INTERPOL_HALF_32x64	0.225176	7.68
DIST_HAD_32x64	0.526292	144
INTERPOL_QUARTER_32x64	0.485233	7.68
DIST_SAD_64x32	0.215231	326.031
DIST_SAD_64x32sub	0.363628	563.528
INTERPOL_HALF_64x32	0.218096	7.68
DIST_HAD_64x32	0.527232	144
INTERPOL_QUARTER_64x32	0.460525	7.68
DIST_HAD_64x16	0.00302535	1.59
DIST_HAD_64x48	0.00879957	1.59
DIST_HAD_16x64	0.00277432	1.45
DIST_HAD_48x64	0.00808144	1.45
TR_DCT_32x32_1	0.152353	13.938
