	 Total Time (s)	Calls (kCalls)
TR_DCT_32x32_1	0.0278556	2.652
TR_DCT_16x16_1	0.0252322	15.919
TR_DCT_8x8_1	0.0177807	60.36
TR_DCT_4x4_1	0.00782336	83.84
DIST_SSE_4x4	0.00693005	168.538
DIST_SAD_32x32	0.0396175	123.76
DIST_SAD_32x32sub	0.0340241	104.678
INTERPOL_HALF_32x32	0.0438443	2.912
DIST_HAD_32x32	0.100365	55.391
INTERPOL_QUARTER_32x32	0.0906486	2.912
DIST_SAD_16x16	0.0493911	495.004
DIST_SAD_16x16sub	0.0343545	344.23
INTERPOL_HALF_16x16	0.0568183	11.648
DIST_HAD_16x16	0.108702	230.3
INTERPOL_QUARTER_16x16	0.110783	11.648
DIST_SAD_16x32	0.0442088	247.52
DIST_SAD_16x32sub	0.0262972	149.02
INTERPOL_HALF_16x32	0.0512283	5.824
DIST_HAD_16x32	0.101773	109.2
INTERPOL_QUARTER_16x32	0.104715	5.824
DIST_SAD_32x16	0.0426277	247.52
DIST_SAD_32x16sub	0.0246396	142.747
INTERPOL_HALF_32x16	0.0480927	5.824
DIST_HAD_32x16	0.101722	109.2
INTERPOL_QUARTER_32x16	0.0961535	5.824
TR_iDCT_32x32_0	0.0226623	1.802
TR_iDCT_16x16_0	0.00857831	4.481
DIST_HAD_64x16	0.00040369	0.22
DIST_HAD_64x48	0.00120223	0.22
DIST_HAD_16x64	0.000709511	0.38
DIST_HAD_48x64	0.00210415	0.38
TR_iDCT_32x32_1	0.0160008	1.268
TR_iDCT_16x16_1	0.00862185	4.444
TR_iDCT_8x8_1	0.00385305	9.488
TR_iDCT_8x8_0	0.00101033	2.445
TR_DST_4x4_1	0.000679863	5.44
TR_iDST_4x4_1	0.000315726	2.045
TR_iDCT_4x4_1	0.00044693	3.198

Frame	11
Others	2.34871	3281.5
TR_DCT_32x32_0	0.0314994	3.008
DIST_SSE_32x32	0.00874878	12.918
TR_DCT_16x16_0	0.0244475	15.618
DIST_SSE_16x16	0.00911072	43.2
TR_DCT_8x8_0	0.0066558	23
DIST_SSE_8x8	0.00737099	86.702
DIST_SSE_64x64	0.00303545	1.007
DIST_SAD_64x64	0.0395156	30.94
DIST_SAD_64x64sub	0.0390081	31.727
INTERPOL_HALF_64x64	0.038977	0.728
DIST_HAD_64x64	0.102536	14.259
INTERPOL_QUARTER_64x64	0.0818037	0.728
DIST_SAD_32x64	0.0382012	61.88
DIST_SAD_32x64sub	0.0196795	31.899
INTERPOL_HALF_32x64	0.0418201	1.456
DIST_HAD_32x64	0.0982813	27.3
INTERPOL_QUARTER_32x64	0.0879992	1.456
DIST_SAD_64x32	0.0402141	61.88
DIST_SAD_64x32sub	0.0268107	42.85
INTERPOL_HALF_64x32	0.0405628	1.456
DIST_HAD_64x32	0.0984226	27.3
INTERPOL_QUARTER_64x32	0.0836937	1.456
TR_DCT_32x32_1	0.0262259	2.49
TR_DCT_16x16_1	0.0236867	14.93
TR_DCT_8x8_1	0.0169478	57.446
TR_DCT_4x4_1	0.00717423	77
DIST_SSE_4x4	0.00645111	156.74
DIST_SAD_32x32	0.039708	123.742
DIST_SAD_32x32sub	0.0359432	110.054
INTERPOL_HALF_32x32	0.0438537	2.912
DIST_HAD_32x32	0.0993761	54.796
INTERPOL_QUARTER_32x32	0.0909942	2.912
DIST_SAD_16x16	0.0494535	494.914
DIST_SAD_16x16sub	0.0355442	355.15
INTERPOL_HALF_16x16	0.0568899	11.648
DIST_HAD_16x16	0.107695	227.92
INTERPOL_QUARTER_16x16	0.110927	11.648
DIST_SAD_16x32	0.0441292	247.448
DIST_SAD_16x32sub	0.026861	152.308
INTERPOL_HALF_16x32	0.0511769	5.824
DIST_HAD_16x32	0.10162	109.2
INTERPOL_QUARTER_16x32	0.104627	5.824
DIST_SAD_32x16	0.0424948	247.484
DIST_SAD_32x16sub	0.0233827	134.87
INTERPOL_HALF_32x16	0.0480614	5.824
DIST_HAD_32x16	0.101765	109.2
INTERPOL_QUARTER_32x16	0.0962363	5.824
TR_iDCT_32x32_0	0.0193981	1.538
TR_iDCT_16x16_0	0.00759629	3.983
TR_iDCT_32x32_1	0.0130326	1.032
TR_iDCT_16x16_1	0.00723126	3.724
DIST_HAD_64x16	0.000422034	0.23
DIST_HAD_64x48	0.0012452	0.23
DIST_HAD_16x64	0.000579743	0.31
DIST_HAD_48x64	0.00170432	0.31
TR_iDCT_8x8_1	0.00328339	8.072
TR_iDCT_8x8_0	0.00108116	2.611
TR_iDCT_4x4_1	0.000393974	2.808
TR_DST_4x4_1	0.000552662	4.352
TR_iDST_4x4_1	0.000220721	1.422

Frame	12
Others	3.47128	3818.99
TR_DCT_32x32_0	0.0515636	4.928
DIST_SSE_32x32	0.0137725	20.388
TR_DCT_16x16_0	0.0373789	23.81
DIST_SSE_16x16	0.0149509	69.922
TR_iDCT_16x16_0	0.0193547	10.152
TR_DCT_8x8_0	0.0109601	37.688
DIST_SSE_8x8	0.0122278	137.743
TR_iDCT_32x32_0	0.0484676	3.841
DIST_SSE_64x64	0.00403733	1.348
DIST_SAD_64x64	0.0393318	30.94
DIST_SAD_64x64sub	0.0416887	34.137
INTERPOL_HALF_64x64	0.0388844	0.728
DIST_HAD_64x64	0.112555	15.694
INTERPOL_QUARTER_64x64	0.0817338	0.728
DIST_SAD_32x64	0.0382257	61.88
DIST_SAD_32x64sub	0.0305243	49.333
INTERPOL_HALF_32x64	0.0418833	1.456
DIST_HAD_32x64	0.0982692	27.3
INTERPOL_QUARTER_32x64	0.0882836	1.456
DIST_SAD_64x32	0.0401444	61.862
DIST_SAD_64x32sub	0.0332389	53.09
INTERPOL_HALF_64x32	0.0405101	1.456
DIST_HAD_64x32	0.0983507	27.3
INTERPOL_QUARTER_64x32	0.0840948	1.456
DIST_HAD_64x16	0.000843854	0.45
DIST_HAD_64x48	0.00243632	0.45
DIST_HAD_16x64	0.00125249	0.67
DIST_HAD_48x64	0.00367019	0.67
TR_iDCT_8x8_0	0.00335338	8.237
TR_DCT_32x32_1	0.0393193	3.742
TR_DCT_16x16_1	0.0353668	22.212
TR_DCT_8x8_1	0.0238039	80.554
TR_DCT_4x4_1	0.0111359	119.672
DIST_SSE_4x4	0.0101295	240.437
DIST_SAD_32x32	0.0398109	123.67
DIST_SAD_32x32sub	0.0432268	132.854
INTERPOL_HALF_32x32	0.0439036	2.912
DIST_HAD_32x32	0.108761	59.941
INTERPOL_QUARTER_32x32	0.0911687	2.912
DIST_SAD_16x16	0.0494933	494.815
DIST_SAD_16x16sub	0.0416823	417.435
INTERPOL_HALF_16x16	0.0569535	11.648
DIST_HAD_16x16	0.117176	248.5
INTERPOL_QUARTER_16x16	0.111817	11.648
DIST_SAD_16x32	0.0442088	247.412
DIST_SAD_16x32sub	0.0309546	174.867
INTERPOL_HALF_16x32	0.0512845	5.824
DIST_HAD_16x32	0.101651	109.2
INTERPOL_QUARTER_16x32	0.105564	5.824
DIST_SAD_32x16	0.0429727	247.412
DIST_SAD_32x16sub	0.0293376	169.529
INTERPOL_HALF_32x16	0.0480352	5.824
DIST_HAD_32x16	0.101761	109.2
INTERPOL_QUARTER_32x16	0.0966949	5.824
TR_iDCT_32x32_1	0.0381676	3.027
TR_iDCT_16x16_1	0.0230698	11.9
TR_DST_4x4_1	0.00170619	13.76
TR_iDCT_8x8_1	0.0104478	25.743
TR_iDST_4x4_1	0.00106978	7.022
TR_iDCT_4x4_1	0.00198177	14.553

Frame	13
Others	2.38377	3413
TR_DCT_32x32_0	0.0315818	3.016
DIST_SSE_32x32	0.00854352	12.671
TR_DCT_16x16_0	0.02478	15.84
DIST_SSE_16x16	0.00879638	41.963
TR_DCT_8x8_0	0.00658973	22.784
DIST_SSE_8x8	0.00707589	82.897
DIST_SSE_64x64	0.00305501	1.016
DIST_SAD_64x64	0.0393285	30.94
DIST_SAD_64x64sub	0.0417147	34.13
INTERPOL_HALF_64x64	0.0389355	0.728
DIST_HAD_64x64	0.102032	14.224
INTERPOL_QUARTER_64x64	0.0815473	0.728
DIST_SAD_32x64	0.0381482	61.88
DIST_SAD_32x64sub	0.031507	51.192
INTERPOL_HALF_32x64	0.0417904	1.456
DIST_HAD_32x64	0.0981911	27.3
INTERPOL_QUARTER_32x64	0.0879146	1.456
DIST_SAD_64x32	0.0402537	61.844
DIST_SAD_64x32sub	0.032182	51.431
INTERPOL_HALF_64x32	0.0406454	1.456
DIST_HAD_64x32	0.0986687	27.3
INTERPOL_QUARTER_64x32	0.0840469	1.456
TR_DCT_32x32_1	0.0250638	2.39
TR_DCT_16x16_1	0.0226894	14.334
TR_DCT_8x8_1	0.0162755	55.328
TR_DCT_4x4_1	0.00697909	75.072
DIST_SSE_4x4	0.00618432	151.346
DIST_SAD_32x32	0.0397303	123.688
DIST_SAD_32x32sub	0.0416133	128.044
INTERPOL_HALF_32x32	0.0438456	2.912
DIST_HAD_32x32	0.0982983	54.236
INTERPOL_QUARTER_32x32	0.0908222	2.912
DIST_SAD_16x16	0.0494377	494.671
DIST_SAD_16x16sub	0.0401544	402.059
INTERPOL_HALF_16x16	0.0568105	11.648
DIST_HAD_16x16	0.106589	225.68
INTERPOL_QUARTER_16x16	0.110948	11.648
DIST_SAD_16x32	0.0442379	247.34
DIST_SAD_16x32sub	0.0312004	177.213
INTERPOL_HALF_16x32	0.0512412	5.824
DIST_HAD_16x32	0.101715	109.2
INTERPOL_QUARTER_16x32	0.104732	5.824
DIST_SAD_32x16	0.0423734	247.376
DIST_SAD_32x16sub	0.0295598	171.065
INTERPOL_HALF_32x16	0.0480739	5.824
DIST_HAD_32x16	0.101794	109.2
INTERPOL_QUARTER_32x16	0.0961448	5.824
TR_iDCT_32x32_0	0.0187958	1.492
TR_iDCT_16x16_0	0.00691495	3.618
TR_iDCT_16x16_1	0.00572887	2.951
TR_iDCT_32x32_1	0.0106546	0.844
DIST_HAD_64x16	0.000367506	0.2
DIST_HAD_64x48	0.0010937	0.2
DIST_HAD_16x64	0.000630427	0.33
DIST_HAD_48x64	0.00181221	0.33
TR_iDCT_8x8_0	0.000778436	1.901
TR_iDCT_8x8_1	0.00252836	6.172
TR_iDCT_4x4_1	0.000282959	2.013
TR_DST_4x4_1	0.000424565	3.328
TR_iDST_4x4_1	0.000193076	1.253

Frame	14
Others	2.44849	3305.72
TR_DCT_32x32_0	0.0350546	3.356
DIST_SSE_32x32	0.00945157	14.023
TR_DCT_16x16_0	0.0268959	17.196
DIST_SSE_16x16	0.00978131	46.743
TR_DCT_8x8_0	0.00732107	25.456
DIST_SSE_8x8	0.0078902	93.026
DIST_SSE_64x64	0.0032191	1.073
DIST_SAD_64x64	0.0393363	30.94
DIST_SAD_64x64sub	0.0262786	21.474
INTERPOL_HALF_64x64	0.0388886	0.728
DIST_HAD_64x64	0.103911	14.469
INTERPOL_QUARTER_64x64	0.0814159	0.728
DIST_SAD_32x64	0.0382436	61.88
DIST_SAD_32x64sub	0.0246719	40.063
INTERPOL_HALF_32x64	0.0418066	1.456
DIST_HAD_32x64	0.0983352	27.3
INTERPOL_QUARTER_32x64	0.0878249	1.456
DIST_SAD_64x32	0.0402027	61.88
DIST_SAD_64x32sub	0.0258086	41.262
INTERPOL_HALF_64x32	0.040491	1.456
DIST_HAD_64x32	0.0982904	27.3
INTERPOL_QUARTER_64x32	0.083806	1.456
TR_DCT_32x32_1	0.0278919	2.655
TR_DCT_16x16_1	0.0252593	15.952
TR_DCT_8x8_1	0.0179382	60.84
TR_DCT_4x4_1	0.00765676	82.144
DIST_SSE_4x4	0.00689063	166.957
DIST_SAD_32x32	0.0396238	123.724
DIST_SAD_32x32sub	0.0342445	105.4
INTERPOL_HALF_32x32	0.0438042	2.912
DIST_HAD_32x32	0.100463	55.426
INTERPOL_QUARTER_32x32	0.0907792	2.912
DIST_SAD_16x16	0.049471	494.905
DIST_SAD_16x16sub	0.0338883	340.397
INTERPOL_HALF_16x16	0.0568514	11.648
DIST_HAD_16x16	0.108852	230.44
INTERPOL_QUARTER_16x16	0.110957	11.648
DIST_SAD_16x32	0.0441017	247.457
DIST_SAD_16x32sub	0.0261937	148.848
INTERPOL_HALF_16x32	0.0511996	5.824
DIST_HAD_16x32	0.101654	109.2
INTERPOL_QUARTER_16x32	0.104797	5.824
DIST_SAD_32x16	0.0425118	247.448
DIST_SAD_32x16sub	0.0243145	140.953
INTERPOL_HALF_32x16	0.0480044	5.824
DIST_HAD_32x16	0.10165	109.2
INTERPOL_QUARTER_32x16	0.0959338	5.824
TR_iDCT_16x16_1	0.00877207	4.528
TR_iDCT_8x8_1	0.00392885	9.593
TR_iDCT_32x32_0	0.0233564	1.856
TR_iDCT_16x16_0	0.00865324	4.541
TR_iDCT_32x32_1	0.0158324	1.259
DIST_HAD_64x16	0.000421023	0.23
DIST_HAD_64x48	0.00124465	0.23
DIST_HAD_16x64	0.000775967	0.41
DIST_HAD_48x64	0.00223712	0.41
TR_iDCT_8x8_0	0.00111796	2.715
TR_iDCT_4x4_1	0.000433247	2.985
TR_DST_4x4_1	0.000701595	5.504
TR_iDST_4x4_1	0.000364127	2.374

Frame	15
Others	2.45024	3364.95
TR_DCT_32x32_0	0.0337355	3.232
DIST_SSE_32x32	0.00915073	13.545
TR_DCT_16x16_0	0.0262624	16.79
DIST_SSE_16x16	0.00949219	45.35
TR_DCT_8x8_0	0.00692704	23.944
DIST_SSE_8x8	0.00763862	89.14
DIST_SSE_64x64	0.00313568	1.05
DIST_SAD_64x64	0.0393517	30.94
DIST_SAD_64x64sub	0.0328533	26.864
INTERPOL_HALF_64x64	0.0389591	0.728
DIST_HAD_64x64	0.103512	14.399
INTERPOL_QUARTER_64x64	0.0817007	0.728
DIST_SAD_32x64	0.0382439	61.88
DIST_SAD_32x64sub	0.0295442	47.874
INTERPOL_HALF_32x64	0.0418848	1.456
DIST_HAD_32x64	0.0982947	27.3
INTERPOL_QUARTER_32x64	0.0881096	1.456
DIST_SAD_64x32	0.040231	61.88
DIST_SAD_64x32sub	0.0275195	44.051
INTERPOL_HALF_64x32	0.0405397	1.456
DIST_HAD_64x32	0.0983742	27.3
INTERPOL_QUARTER_64x32	0.0839421	1.456
TR_DCT_32x32_1	0.0268613	2.56
TR_DCT_16x16_1	0.0244157	15.42
TR_DCT_8x8_1	0.017291	58.864
TR_DCT_4x4_1	0.00739547	79.584
DIST_SSE_4x4	0.00663711	161.554
DIST_SAD_32x32	0.0397021	123.724
DIST_SAD_32x32sub	0.0356454	109.614
INTERPOL_HALF_32x32	0.0438525	2.912
DIST_HAD_32x32	0.0997933	54.971
INTERPOL_QUARTER_32x32	0.0909637	2.912
DIST_SAD_16x16	0.0494819	494.896
DIST_SAD_16x16sub	0.037713	377.359
INTERPOL_HALF_16x16	0.05685	11.648
DIST_HAD_16x16	0.108228	228.62
INTERPOL_QUARTER_16x16	0.111049	11.648
DIST_SAD_16x32	0.0441018	247.484
DIST_SAD_16x32sub	0.0289761	159.465
INTERPOL_HALF_16x32	0.0511618	5.824
DIST_HAD_16x32	0.101559	109.2
INTERPOL_QUARTER_16x32	0.104926	5.824
DIST_SAD_32x16	0.0427617	247.484
DIST_SAD_32x16sub	0.0277502	157.558
INTERPOL_HALF_32x16	0.0480022	5.824
DIST_HAD_32x16	0.101781	109.2
INTERPOL_QUARTER_32x16	0.0961841	5.824
DIST_HAD_64x16	0.000348406	0.19
DIST_HAD_64x48	0.00102804	0.19
DIST_HAD_16x64	0.00076592	0.41
DIST_HAD_48x64	0.00223867	0.41
TR_iDCT_8x8_1	0.00337814	8.33
TR_iDCT_16x16_1	0.00778857	4.028
TR_iDCT_8x8_0	0.000948947	2.315
TR_iDCT_32x32_0	0.0217004	1.726
TR_iDCT_16x16_0	0.0083749	4.393
TR_iDCT_4x4_1	0.000369386	2.639
TR_iDCT_32x32_1	0.0140814	1.118
TR_DST_4x4_1	0.000585134	4.672
TR_iDST_4x4_1	0.000265536	1.741

Frame	16
Others	3.68554	3937.79
TR_DCT_32x32_0	0.0510146	4.888
DIST_SSE_32x32	0.0143348	21.303
TR_DCT_16x16_0	0.0372324	23.734
DIST_SSE_16x16	0.0156037	73.882
TR_iDCT_16x16_0	0.0221399	11.61
TR_DCT_8x8_0	0.0107015	36.84
DIST_SSE_8x8	0.0127664	144.445
TR_iDCT_32x32_0	0.0525158	4.173
DIST_SSE_64x64	0.00398803	1.332
DIST_SAD_64x64	0.0393188	30.94
DIST_SAD_64x64sub	0.0321051	26.205
INTERPOL_HALF_64x64	0.0389085	0.728
DIST_HAD_64x64	0.112563	15.694
INTERPOL_QUARTER_64x64	0.0820219	0.728
DIST_SAD_32x64	0.0382461	61.88
DIST_SAD_32x64sub	0.0339738	54.963
INTERPOL_HALF_32x64	0.0418811	1.456
DIST_HAD_32x64	0.0984564	27.3
INTERPOL_QUARTER_32x64	0.0886085	1.456
DIST_SAD_64x32	0.0402515	61.844
DIST_SAD_64x32sub	0.0337797	54.01
INTERPOL_HALF_64x32	0.0405398	1.456
DIST_HAD_64x32	0.098409	27.3
INTERPOL_QUARTER_64x32	0.0842938	1.456
TR_DCT_32x32_1	0.042116	4.005
TR_DCT_16x16_1	0.0377306	23.72
TR_iDCT_16x16_1	0.0264112	13.64
TR_DCT_8x8_1	0.0253549	85.73
TR_DCT_4x4_1	0.0122116	130.264
DIST_SSE_4x4	0.0109801	259.987
DIST_SAD_32x32	0.0398068	123.76
DIST_SAD_32x32sub	0.0471793	144.74
INTERPOL_HALF_32x32	0.0439225	2.912
DIST_HAD_32x32	0.110685	61.026
INTERPOL_QUARTER_32x32	0.0914864	2.912
DIST_SAD_16x16	0.0494659	495.04
DIST_SAD_16x16sub	0.0435709	436.122
INTERPOL_HALF_16x16	0.0567983	11.648
DIST_HAD_16x16	0.119171	252.84
INTERPOL_QUARTER_16x16	0.11192	11.648
DIST_SAD_16x32	0.0441803	247.52
DIST_SAD_16x32sub	0.0328908	185.433
INTERPOL_HALF_16x32	0.0511573	5.824
DIST_HAD_16x32	0.101614	109.2
INTERPOL_QUARTER_16x32	0.105677	5.824
DIST_SAD_32x16	0.0429162	247.52
DIST_SAD_32x16sub	0.0316055	182.496
INTERPOL_HALF_32x16	0.0480622	5.824
DIST_HAD_32x16	0.101755	109.2
INTERPOL_QUARTER_32x16	0.0968914	5.824
TR_iDCT_32x32_1	0.0431146	3.418
TR_iDCT_8x8_0	0.00355219	8.716
DIST_HAD_64x16	0.000881648	0.48
DIST_HAD_64x48	0.00259823	0.48
DIST_HAD_16x64	0.00119525	0.64
DIST_HAD_48x64	0.00351462	0.64
TR_iDCT_8x8_1	0.0117071	28.837
TR_iDCT_4x4_1	0.00227798	16.686
TR_DST_4x4_1	0.0019709	15.744
TR_iDST_4x4_1	0.00119358	7.866

Frame	17
Others	2.4173	3418.09
TR_DCT_32x32_0	0.0321521	3.068
DIST_SSE_32x32	0.00873178	12.957
TR_DCT_16x16_0	0.0250898	16.032
DIST_SSE_16x16	0.00916789	43.317
TR_DCT_8x8_0	0.00666499	23.104
DIST_SSE_8x8	0.00736553	85.296
DIST_SSE_64x64	0.00306166	1.023
DIST_SAD_64x64	0.03946	30.94
DIST_SAD_64x64sub	0.0434931	35.396
INTERPOL_HALF_64x64	0.0389163	0.728
DIST_HAD_64x64	0.102654	14.294
INTERPOL_QUARTER_64x64	0.0817234	0.728
DIST_SAD_32x64	0.0382337	61.88
DIST_SAD_32x64sub	0.0324047	52.578
INTERPOL_HALF_32x64	0.0418146	1.456
DIST_HAD_32x64	0.0983052	27.3
INTERPOL_QUARTER_32x64	0.0881679	1.456
DIST_SAD_64x32	0.0401676	61.88
DIST_SAD_64x32sub	0.0276668	44.324
INTERPOL_HALF_64x32	0.0404701	1.456
DIST_HAD_64x32	0.0983351	27.3
INTERPOL_QUARTER_64x32	0.0839314	1.456
TR_DCT_32x32_1	0.0256118	2.437
TR_DCT_16x16_1	0.0233285	14.724
TR_DCT_8x8_1	0.0166648	56.612
TR_DCT_4x4_1	0.00709863	75.984
DIST_SSE_4x4	0.0063329	154.286
DIST_SAD_32x32	0.0397367	123.76
DIST_SAD_32x32sub	0.0436046	134.37
INTERPOL_HALF_32x32	0.0438894	2.912
DIST_HAD_32x32	0.0988354	54.411
INTERPOL_QUARTER_32x32	0.0909166	2.912
DIST_SAD_16x16	0.0494192	494.932
DIST_SAD_16x16sub	0.0402731	404.403
INTERPOL_HALF_16x16	0.0569219	11.648
DIST_HAD_16x16	0.106988	226.38
INTERPOL_QUARTER_16x16	0.111053	11.648
DIST_SAD_16x32	0.0441423	247.502
DIST_SAD_16x32sub	0.0295812	167.987
INTERPOL_HALF_16x32	0.0513082	5.824
DIST_HAD_16x32	0.101569	109.2
INTERPOL_QUARTER_16x32	0.104612	5.824
DIST_SAD_32x16	0.0425019	247.43
DIST_SAD_32x16sub	0.0287322	166.408
INTERPOL_HALF_32x16	0.047997	5.824
DIST_HAD_32x16	0.101667	109.2
INTERPOL_QUARTER_32x16	0.0959545	5.824
TR_iDCT_32x32_0	0.0202069	1.6
TR_iDCT_16x16_0	0.00789062	4.142
TR_iDCT_32x32_1	0.0116129	0.918
TR_iDCT_16x16_1	0.00640687	3.312
TR_iDCT_8x8_0	0.000995573	2.429
DIST_HAD_64x16	0.000330385	0.18
DIST_HAD_64x48	0.000973327	0.18
DIST_HAD_16x64	0.000541663	0.29
DIST_HAD_48x64	0.00158311	0.29
TR_iDCT_8x8_1	0.00284049	6.982
TR_DST_4x4_1	0.000456567	3.648
TR_iDST_4x4_1	0.000210683	1.361
TR_iDCT_4x4_1	0.000331545	2.341

Frame	18
Others	2.48232	3307.02
TR_DCT_32x32_0	0.0355814	3.4
DIST_SSE_32x32	0.00970456	14.364
TR_DCT_16x16_0	0.0274157	17.536
DIST_SSE_16x16	0.0101685	48.233
TR_DCT_8x8_0	0.00734828	25.44
DIST_SSE_8x8	0.00816614	94.657
DIST_SSE_64x64	0.00324968	1.082
DIST_SAD_64x64	0.0392768	30.94
DIST_SAD_64x64sub	0.0282953	23.115
INTERPOL_HALF_64x64	0.0388506	0.728
DIST_HAD_64x64	0.104199	14.539
INTERPOL_QUARTER_64x64	0.081462	0.728
DIST_SAD_32x64	0.0381605	61.88
DIST_SAD_32x64sub	0.0235585	38.137
INTERPOL_HALF_32x64	0.0417299	1.456
DIST_HAD_32x64	0.0981156	27.3
INTERPOL_QUARTER_32x64	0.0879137	1.456
DIST_SAD_64x32	0.0401382	61.88
DIST_SAD_64x32sub	0.0234165	37.521
INTERPOL_HALF_64x32	0.0404879	1.456
DIST_HAD_64x32	0.0981364	27.3
INTERPOL_QUARTER_64x32	0.0837175	1.456
TR_DCT_32x32_1	0.0283178	2.697
TR_DCT_16x16_1	0.0258388	16.319
TR_DCT_8x8_1	0.018097	61.534
TR_DCT_4x4_1	0.00776776	83.24
DIST_SSE_4x4	0.00699422	169.839
DIST_SAD_32x32	0.0397374	123.724
DIST_SAD_32x32sub	0.036265	111.573
INTERPOL_HALF_32x32	0.0439682	2.912
DIST_HAD_32x32	0.100996	55.636
INTERPOL_QUARTER_32x32	0.0909638	2.912
DIST_SAD_16x16	0.0495691	494.932
DIST_SAD_16x16sub	0.0340378	338.816
INTERPOL_HALF_16x16	0.0569535	11.648
DIST_HAD_16x16	0.109467	231.28
INTERPOL_QUARTER_16x16	0.111186	11.648
DIST_SAD_16x32	0.0442479	247.484
DIST_SAD_16x32sub	0.024342	137.493
INTERPOL_HALF_16x32	0.0512703	5.824
DIST_HAD_16x32	0.101817	109.2
INTERPOL_QUARTER_16x32	0.105025	5.824
DIST_SAD_32x16	0.0427504	247.484
DIST_SAD_32x16sub	0.024245	140.259
INTERPOL_HALF_32x16	0.0481215	5.824
DIST_HAD_32x16	0.101826	109.2
INTERPOL_QUARTER_32x16	0.0962154	5.824
TR_iDCT_32x32_0	0.025325	2.006
DIST_HAD_64x16	0.000440766	0.24
DIST_HAD_64x48	0.00130789	0.24
TR_iDCT_16x16_0	0.00986103	5.162
TR_iDCT_8x8_0	0.00116172	2.842
DIST_HAD_16x64	0.00078449	0.42
DIST_HAD_48x64	0.00230146	0.42
TR_iDCT_16x16_1	0.00953392	4.919
TR_iDCT_8x8_1	0.00409137	10.066
TR_iDCT_32x32_1	0.0169905	1.349
TR_iDCT_4x4_1	0.000473769	3.372
TR_DST_4x4_1	0.000747841	5.888
TR_iDST_4x4_1	0.000359481	2.364

Frame	19
Others	2.54809	3404.66
TR_DCT_32x32_0	0.0354515	3.392
DIST_SSE_32x32	0.00955182	14.111
TR_DCT_16x16_0	0.0275187	17.594
DIST_SSE_16x16	0.00996532	47.506
TR_DCT_8x8_0	0.00734745	25.4
DIST_SSE_8x8	0.00794106	92.473
DIST_SSE_64x64	0.00325181	1.086
DIST_SAD_64x64	0.0394779	30.94
DIST_SAD_64x64sub	0.0353909	28.761
INTERPOL_HALF_64x64	0.0390376	0.728
DIST_HAD_64x64	0.103982	14.469
INTERPOL_QUARTER_64x64	0.0818022	0.728
DIST_SAD_32x64	0.0382521	61.88
DIST_SAD_32x64sub	0.0302776	49.264
INTERPOL_HALF_32x64	0.0418352	1.456
DIST_HAD_32x64	0.0982393	27.3
INTERPOL_QUARTER_32x64	0.0879453	1.456
DIST_SAD_64x32	0.0401873	61.88
DIST_SAD_64x32sub	0.0247318	39.599
INTERPOL_HALF_64x32	0.0405355	1.456
DIST_HAD_64x32	0.0983299	27.3
INTERPOL_QUARTER_64x32	0.0839862	1.456
TR_DCT_32x32_1	0.0275164	2.617
TR_DCT_16x16_1	0.0251192	15.85
TR_DCT_8x8_1	0.0176226	59.756
TR_DCT_4x4_1	0.00762821	81.52
DIST_SSE_4x4	0.00682912	165.717
DIST_SAD_32x32	0.0397179	123.688
DIST_SAD_32x32sub	0.040213	123.889
INTERPOL_HALF_32x32	0.0439369	2.912
DIST_HAD_32x32	0.100086	55.146
INTERPOL_QUARTER_32x32	0.0909903	2.912
DIST_SAD_16x16	0.0496522	494.86
DIST_SAD_16x16sub	0.0374844	375.34
INTERPOL_HALF_16x16	0.0569644	11.648
DIST_HAD_16x16	0.108365	229.32
INTERPOL_QUARTER_16x16	0.111164	11.648
DIST_SAD_16x32	0.044142	247.412
DIST_SAD_16x32sub	0.0306127	173.54
INTERPOL_HALF_16x32	0.0511484	5.824
DIST_HAD_16x32	0.101613	109.2
INTERPOL_QUARTER_16x32	0.104891	5.824
DIST_SAD_32x16	0.042278	247.412
DIST_SAD_32x16sub	0.0261851	151.514
INTERPOL_HALF_32x16	0.0480074	5.824
DIST_HAD_32x16	0.101698	109.2
INTERPOL_QUARTER_32x16	0.0960564	5.824
TR_iDCT_32x32_0	0.0239173	1.898
DIST_HAD_64x16	0.000513713	0.28
DIST_HAD_64x48	0.00153269	0.28
DIST_HAD_16x64	0.000775181	0.41
DIST_HAD_48x64	0.00225302	0.41
TR_iDCT_32x32_1	0.0154901	1.227
TR_iDCT_16x16_1	0.00867926	4.479
TR_iDCT_16x16_0	0.00952333	4.99
TR_iDCT_8x8_1	0.00369089	9.02
TR_iDCT_8x8_0	0.00118315	2.88
TR_iDCT_4x4_1	0.000446782	3.154
TR_DST_4x4_1	0.000635557	4.992
TR_iDST_4x4_1	0.000308214	2.005

