	 Total Time (s)	Calls (kCalls)
INTERPOL_QUARTER_32x16	0.0530069	2.912
DIST_SAD_16x16	0.0477967	247.52
DIST_SAD_16x16sub	0.0153478	90.907
INTERPOL_HALF_16x16	0.0286897	5.824
DIST_HAD_16x16	0.0720585	105.987
INTERPOL_QUARTER_16x16	0.0566108	5.824
DIST_SAD_8x16	0.0477878	495.04
DIST_SAD_8x16sub	0.016151	155.715
INTERPOL_HALF_8x16	0.0331104	11.648
DIST_HAD_8x16	0.0821566	227.136
INTERPOL_QUARTER_8x16	0.0627043	11.648
DIST_SAD_16x8	0.0977867	648.934
INTERPOL_HALF_16x8	0.0352874	11.648
DIST_HAD_16x8	0.0842435	227.136
INTERPOL_QUARTER_16x8	0.0644206	11.648
DIST_SAD_8x8	0.144982	1312.55
INTERPOL_HALF_8x8	0.0422396	23.296
DIST_HAD_8x8	0.0954753	420.833
INTERPOL_QUARTER_8x8	0.0709915	23.296
DIST_SAD_4x8	0.072066	662.231
INTERPOL_HALF_4x8	0.0285823	23.296
DIST_HAD_4x8	0.0744428	489.216
INTERPOL_QUARTER_4x8	0.0429882	23.296
DIST_SAD_8x4	0.0761309	651.446
INTERPOL_HALF_8x4	0.0301915	23.296
DIST_HAD_8x4	0.0770073	489.216
INTERPOL_QUARTER_8x4	0.044802	23.296
TR_iDCT_8x8	0.00379232	7.077
TR_iDCT_32x32	0.0170322	1.553
TR_iDCT_16x16	0.008818	4.494
DIST_HAD_16x64	0.000589385	0.23
DIST_HAD_48x64	0.00160947	0.23
TR_iDCT_4x4	0.00177233	5.994
DIST_HAD_32x8	0.0026579	3.908
DIST_HAD_32x24	0.00727638	3.908
DIST_SAD_8x32	0.00285785	14.62
DIST_SAD_8x32sub	0.00154896	8.607
INTERPOL_HALF_8x32	0.00171506	0.344
DIST_HAD_8x32	0.00501918	6.978
INTERPOL_QUARTER_8x32	0.00359147	0.344
DIST_SAD_24x32	0.00619857	14.62
DIST_SAD_24x32sub	0.00200026	4.976
INTERPOL_HALF_24x32	0.00427118	0.344
DIST_HAD_24x32	0.013061	6.978
INTERPOL_QUARTER_24x32	0.00953172	0.344
DIST_HAD_16x4	0.00195515	7.516
DIST_HAD_16x12	0.00394837	7.516
DIST_HAD_4x16	0.00346319	13.144
DIST_HAD_12x16	0.00679918	13.144
DIST_SAD_16x4	0.00407495	22.954
INTERPOL_HALF_16x4	0.000673282	0.328
INTERPOL_QUARTER_16x4	0.00114036	0.328
DIST_SAD_16x12	0.00338334	13.94
DIST_SAD_16x12sub	0.00128822	5.945
INTERPOL_HALF_16x12	0.00132751	0.328
INTERPOL_QUARTER_16x12	0.00264172	0.328
DIST_SAD_4x16	0.00436336	26.86
DIST_SAD_4x16sub	0.00186785	16.335
INTERPOL_HALF_4x16	0.00120527	0.632
INTERPOL_QUARTER_4x16	0.00212857	0.632
DIST_SAD_12x16	0.00671215	26.86
DIST_SAD_12x16sub	0.00312691	14.552
INTERPOL_HALF_12x16	0.00254242	0.632
INTERPOL_QUARTER_12x16	0.00505904	0.632
TR_DST_4x4	0.000755758	2.295
TR_iDST_4x4	0.000196174	0.626
DIST_HAD_4x4	0.0013074	6.02
DIST_SAD_32x8	0.00398846	12.001
INTERPOL_HALF_32x8	0.000972764	0.184
INTERPOL_QUARTER_32x8	0.00193077	0.184
DIST_SAD_32x24	0.00357602	7.82
DIST_SAD_32x24sub	0.0014498	3.517
INTERPOL_HALF_32x24	0.00231688	0.184
INTERPOL_QUARTER_32x24	0.00513002	0.184
DIST_HAD_64x16	0.000286108	0.11
DIST_HAD_64x48	0.000778845	0.11

Frame	3
Others	7.06263	13064.9
TR_DCT_32x32	0.0386128	4.623
DIST_SSE_32x32	0.0206938	10.983
TR_DCT_16x16	0.0448155	32.599
DIST_SSE_16x16	0.0238609	55.968
TR_DCT_8x8	0.0398046	132.082
DIST_SSE_8x8	0.0228611	210.218
DIST_SSE_64x64	0.00804205	0.926
DIST_SAD_64x64	0.0328153	23.205
DIST_SAD_64x64sub	0.0134326	9.599
INTERPOL_HALF_64x64	0.032373	0.546
DIST_HAD_64x64	0.0948071	10.633
INTERPOL_QUARTER_64x64	0.073173	0.546
DIST_SAD_32x64	0.0340518	46.41
DIST_SAD_32x64sub	0.0120852	16.995
INTERPOL_HALF_32x64	0.0329936	1.092
DIST_HAD_32x64	0.0955407	20.748
INTERPOL_QUARTER_32x64	0.0742728	1.092
DIST_SAD_64x32	0.0354544	46.41
DIST_SAD_64x32sub	0.0126832	17.338
INTERPOL_HALF_64x32	0.0338233	1.092
DIST_HAD_64x32	0.093413	20.748
INTERPOL_QUARTER_64x32	0.0752723	1.092
TR_DCT_4x4	0.066089	474.284
DIST_SSE_4x4	0.0711588	1049.3
DIST_SAD_32x32	0.0386498	92.82
DIST_SAD_32x32sub	0.0173922	43.472
INTERPOL_HALF_32x32	0.0349184	2.184
DIST_HAD_32x32	0.0947859	40.432
INTERPOL_QUARTER_32x32	0.0765274	2.184
DIST_SAD_16x32	0.0483112	185.64
DIST_SAD_16x32sub	0.0169624	70.353
INTERPOL_HALF_16x32	0.037337	4.368
DIST_HAD_16x32	0.102365	82.992
INTERPOL_QUARTER_16x32	0.0798444	4.368
DIST_SAD_32x16	0.0491841	185.64
DIST_SAD_32x16sub	0.0158744	65.712
INTERPOL_HALF_32x16	0.0379683	4.368
DIST_HAD_32x16	0.102053	82.992
INTERPOL_QUARTER_32x16	0.079651	4.368
DIST_SAD_16x16	0.0710528	371.28
DIST_SAD_16x16sub	0.0252435	152.516
INTERPOL_HALF_16x16	0.0424015	8.736
DIST_HAD_16x16	0.107452	158.648
INTERPOL_QUARTER_16x16	0.0845825	8.736
DIST_SAD_8x16	0.0694395	742.533
DIST_SAD_8x16sub	0.0260774	259.682
INTERPOL_HALF_8x16	0.0490811	17.472
DIST_HAD_8x16	0.11814	331.968
INTERPOL_QUARTER_8x16	0.0936905	17.472
DIST_SAD_16x8	0.144777	979.918
INTERPOL_HALF_16x8	0.051388	17.472
DIST_HAD_16x8	0.120711	331.968
INTERPOL_QUARTER_16x8	0.0949971	17.472
DIST_SAD_8x8	0.211993	1988.69
INTERPOL_HALF_8x8	0.0617093	34.944
DIST_HAD_8x8	0.140152	630.497
INTERPOL_QUARTER_8x8	0.105207	34.944
DIST_SAD_4x8	0.104345	997.844
INTERPOL_HALF_4x8	0.0413361	34.944
DIST_HAD_4x8	0.102091	698.88
INTERPOL_QUARTER_4x8	0.0630913	34.944
DIST_SAD_8x4	0.111225	992.732
INTERPOL_HALF_8x4	0.0440171	34.944
DIST_HAD_8x4	0.105689	698.88
INTERPOL_QUARTER_8x4	0.065571	34.944
TR_iDCT_32x32	0.0177859	1.612
TR_iDCT_16x16	0.00925987	4.693
DIST_HAD_16x64	0.000622801	0.24
DIST_HAD_48x64	0.0016907	0.24
TR_iDCT_8x8	0.00381926	6.979
DIST_HAD_32x8	0.00377172	5.594
DIST_HAD_32x24	0.0103501	5.594
DIST_HAD_8x32	0.006873	9.866
DIST_HAD_24x32	0.0182192	9.866
DIST_SAD_8x32	0.00417751	21.42
DIST_SAD_8x32sub	0.00307126	18.399
INTERPOL_HALF_8x32	0.00250578	0.504
INTERPOL_QUARTER_8x32	0.00527206	0.504
DIST_SAD_24x32	0.00913292	21.42
DIST_SAD_24x32sub	0.00436263	11.138
INTERPOL_HALF_24x32	0.00620836	0.504
INTERPOL_QUARTER_24x32	0.0140262	0.504
TR_iDCT_4x4	0.00170526	5.559
DIST_HAD_16x4	0.00192418	7.466
DIST_HAD_16x12	0.00385568	7.466
DIST_SAD_4x16	0.00444453	31.11
DIST_SAD_4x16sub	0.0027578	25.462
INTERPOL_HALF_4x16	0.00135303	0.732
DIST_HAD_4x16	0.00396203	14.948
INTERPOL_QUARTER_4x16	0.00243718	0.732
DIST_SAD_12x16	0.0072047	31.11
DIST_SAD_12x16sub	0.00463345	21.956
INTERPOL_HALF_12x16	0.0028815	0.732
DIST_HAD_12x16	0.00781962	14.948
INTERPOL_QUARTER_12x16	0.00587589	0.732
TR_DST_4x4	0.000751441	2.415
TR_iDST_4x4	0.000171245	0.57
DIST_SAD_16x4	0.00360069	19.963
INTERPOL_HALF_16x4	0.000647831	0.324
INTERPOL_QUARTER_16x4	0.00110783	0.324
DIST_SAD_16x12	0.00337315	13.77
DIST_SAD_16x12sub	0.00147293	7.085
INTERPOL_HALF_16x12	0.00129172	0.324
INTERPOL_QUARTER_16x12	0.00259611	0.324
DIST_HAD_4x4	0.000958835	6.02
DIST_HAD_64x16	0.000306727	0.12
DIST_HAD_64x48	0.000835562	0.12
DIST_SAD_32x8	0.00625155	18.838
INTERPOL_HALF_32x8	0.00144887	0.276
INTERPOL_QUARTER_32x8	0.00286279	0.276
DIST_SAD_32x24	0.00539109	11.73
DIST_SAD_32x24sub	0.00265747	6.375
INTERPOL_HALF_32x24	0.0034431	0.276
INTERPOL_QUARTER_32x24	0.00769522	0.276

Frame	4
Others	10.4683	18912.2
TR_DCT_32x32	0.0579443	6.949
DIST_SSE_32x32	0.0308261	16.478
TR_DCT_16x16	0.0633709	46.215
DIST_SSE_16x16	0.035508	84.094
TR_DCT_8x8	0.0550312	184.166
DIST_SSE_8x8	0.0327003	293.101
DIST_SSE_64x64	0.00982561	1.139
DIST_SAD_64x64	0.0438349	30.94
DIST_SAD_64x64sub	0.0170193	12.185
INTERPOL_HALF_64x64	0.0430933	0.728
DIST_HAD_64x64	0.130475	14.679
INTERPOL_QUARTER_64x64	0.0980547	0.728
DIST_SAD_32x64	0.0450486	61.88
DIST_SAD_32x64sub	0.0180093	25.34
INTERPOL_HALF_32x64	0.0437166	1.456
DIST_HAD_32x64	0.124915	27.3
INTERPOL_QUARTER_32x64	0.0989299	1.456
DIST_SAD_64x32	0.0471861	61.88
DIST_SAD_64x32sub	0.0232131	31.729
INTERPOL_HALF_64x32	0.0449645	1.456
DIST_HAD_64x32	0.122858	27.3
INTERPOL_QUARTER_64x32	0.101034	1.456
TR_DCT_4x4	0.0882964	610.712
DIST_SSE_4x4	0.10073	1379.26
DIST_SAD_32x32	0.0511212	123.76
DIST_SAD_32x32sub	0.0245597	61.607
INTERPOL_HALF_32x32	0.0461162	2.912
DIST_HAD_32x32	0.132538	57.001
INTERPOL_QUARTER_32x32	0.101978	2.912
DIST_SAD_16x32	0.0645622	247.52
DIST_SAD_16x32sub	0.0283492	116.381
INTERPOL_HALF_16x32	0.0498507	5.824
DIST_HAD_16x32	0.134521	109.2
INTERPOL_QUARTER_16x32	0.107509	5.824
DIST_SAD_32x16	0.0660681	247.52
DIST_SAD_32x16sub	0.028297	115.807
INTERPOL_HALF_32x16	0.0507356	5.824
DIST_HAD_32x16	0.134881	109.2
INTERPOL_QUARTER_32x16	0.107347	5.824
DIST_SAD_16x16	0.0953237	495.04
DIST_SAD_16x16sub	0.0470543	283.825
INTERPOL_HALF_16x16	0.0565287	11.648
DIST_HAD_16x16	0.149796	220.059
INTERPOL_QUARTER_16x16	0.113994	11.648
DIST_SAD_8x16	0.0945958	990.08
DIST_SAD_8x16sub	0.040015	394.024
INTERPOL_HALF_8x16	0.0655713	23.296
DIST_HAD_8x16	0.156842	436.8
INTERPOL_QUARTER_8x16	0.126041	23.296
DIST_SAD_16x8	0.205774	1361.63
INTERPOL_HALF_16x8	0.069902	23.296
DIST_HAD_16x8	0.161255	436.8
INTERPOL_QUARTER_16x8	0.129414	23.296
DIST_SAD_8x8	0.311378	2839.2
INTERPOL_HALF_8x8	0.0824485	46.592
DIST_HAD_8x8	0.19338	857.206
INTERPOL_QUARTER_8x8	0.141187	46.592
DIST_SAD_4x8	0.153129	1434.49
INTERPOL_HALF_4x8	0.0549429	46.592
DIST_HAD_4x8	0.135721	908.544
INTERPOL_QUARTER_4x8	0.084751	46.592
DIST_SAD_8x4	0.162	1410.43
INTERPOL_HALF_8x4	0.0586704	46.592
DIST_HAD_8x4	0.140456	908.544
INTERPOL_QUARTER_8x4	0.0877805	46.592
TR_iDCT_32x32	0.0478417	4.342
TR_iDCT_16x16	0.0341689	17.445
DIST_SAD_32x8	0.0177859	65.016
INTERPOL_HALF_32x8	0.00470036	0.896
DIST_HAD_32x8	0.0121517	17.53
INTERPOL_QUARTER_32x8	0.00929839	0.896
DIST_SAD_32x24	0.0150324	38.08
DIST_SAD_32x24sub	0.00751307	19.223
INTERPOL_HALF_32x24	0.0111757	0.896
DIST_HAD_32x24	0.0325941	17.53
INTERPOL_QUARTER_32x24	0.0250934	0.896
DIST_SAD_8x32	0.0107756	53.72
DIST_SAD_8x32sub	0.00609336	35.217
INTERPOL_HALF_8x32	0.0062602	1.264
DIST_HAD_8x32	0.0174825	24.39
INTERPOL_QUARTER_8x32	0.0131881	1.264
DIST_SAD_24x32	0.0225696	53.72
DIST_SAD_24x32sub	0.0105596	25.843
INTERPOL_HALF_24x32	0.015616	1.264
DIST_HAD_24x32	0.0451992	24.39
INTERPOL_QUARTER_24x32	0.0351165	1.264
TR_iDCT_8x8	0.0216123	38.517
DIST_HAD_64x16	0.000818838	0.33
DIST_HAD_64x48	0.00228124	0.33
DIST_HAD_16x64	0.00112349	0.42
DIST_HAD_48x64	0.00301571	0.42
TR_iDCT_4x4	0.0117169	38.57
DIST_SAD_16x4	0.0252074	139.043
INTERPOL_HALF_16x4	0.0042807	2.08
DIST_HAD_16x4	0.0120074	41.85
INTERPOL_QUARTER_16x4	0.0072038	2.08
DIST_SAD_16x12	0.0226653	88.4
DIST_SAD_16x12sub	0.00850365	36.363
INTERPOL_HALF_16x12	0.00845113	2.08
DIST_HAD_16x12	0.0233657	41.85
INTERPOL_QUARTER_16x12	0.0168154	2.08
DIST_SAD_4x16	0.0196208	108.12
DIST_SAD_4x16sub	0.00881102	72.966
INTERPOL_HALF_4x16	0.00479628	2.544
DIST_HAD_4x16	0.0151198	50.37
INTERPOL_QUARTER_4x16	0.00854749	2.544
DIST_SAD_12x16	0.0299264	108.12
DIST_SAD_12x16sub	0.0118418	48.153
INTERPOL_HALF_12x16	0.0102561	2.544
DIST_HAD_12x16	0.0290641	50.37
INTERPOL_QUARTER_12x16	0.0204923	2.544
TR_DST_4x4	0.00904942	26.676
TR_iDST_4x4	0.00339834	11.13
DIST_HAD_4x4	0.0165113	74.2

Frame	5
Others	8.54895	16978.6
TR_DCT_32x32	0.0367238	4.447
DIST_SSE_32x32	0.0197382	10.561
TR_DCT_16x16	0.0431714	31.613
DIST_SSE_16x16	0.0227502	53.694
TR_DCT_8x8	0.0381041	127.203
DIST_SSE_8x8	0.0221673	203.075
DIST_SSE_64x64	0.0079496	0.92
DIST_SAD_64x64	0.0437593	30.94
DIST_SAD_64x64sub	0.0230985	16.683
INTERPOL_HALF_64x64	0.0430724	0.728
DIST_HAD_64x64	0.122841	13.839
INTERPOL_QUARTER_64x64	0.0967009	0.728
DIST_SAD_32x64	0.0449143	61.88
DIST_SAD_32x64sub	0.0189821	26.919
INTERPOL_HALF_32x64	0.0436095	1.456
DIST_HAD_32x64	0.124637	27.3
INTERPOL_QUARTER_32x64	0.0974767	1.456
DIST_SAD_64x32	0.0470375	61.88
DIST_SAD_64x32sub	0.0211187	28.968
INTERPOL_HALF_64x32	0.044894	1.456
DIST_HAD_64x32	0.12239	27.3
INTERPOL_QUARTER_64x32	0.0993686	1.456
TR_DCT_4x4	0.0647716	460.6
DIST_SSE_4x4	0.0690567	1019.73
DIST_SAD_32x32	0.0509169	123.76
DIST_SAD_32x32sub	0.0262011	66.219
INTERPOL_HALF_32x32	0.0460131	2.912
DIST_HAD_32x32	0.123326	53.116
INTERPOL_QUARTER_32x32	0.100566	2.912
DIST_SAD_16x32	0.0638815	247.52
DIST_SAD_16x32sub	0.0258652	108.65
INTERPOL_HALF_16x32	0.0494115	5.824
DIST_HAD_16x32	0.133459	109.2
INTERPOL_QUARTER_16x32	0.105301	5.824
DIST_SAD_32x16	0.0652663	247.52
DIST_SAD_32x16sub	0.0248192	103.379
INTERPOL_HALF_32x16	0.0503538	5.824
DIST_HAD_32x16	0.133538	109.2
INTERPOL_QUARTER_32x16	0.10539	5.824
DIST_SAD_16x16	0.0940555	495.04
DIST_SAD_16x16sub	0.0436125	267.727
INTERPOL_HALF_16x16	0.0560133	11.648
DIST_HAD_16x16	0.14107	210.259
INTERPOL_QUARTER_16x16	0.111972	11.648
DIST_SAD_8x16	0.0920312	990.071
DIST_SAD_8x16sub	0.0355482	355.325
INTERPOL_HALF_8x16	0.0647748	23.296
DIST_HAD_8x16	0.154736	436.8
INTERPOL_QUARTER_8x16	0.124168	23.296
DIST_SAD_16x8	0.199385	1350.33
INTERPOL_HALF_16x8	0.068282	23.296
DIST_HAD_16x8	0.159182	436.8
INTERPOL_QUARTER_16x8	0.126572	23.296
DIST_SAD_8x8	0.291811	2739.92
INTERPOL_HALF_8x8	0.080885	46.592
DIST_HAD_8x8	0.185154	839.356
INTERPOL_QUARTER_8x8	0.139322	46.592
DIST_SAD_4x8	0.143809	1389.4
INTERPOL_HALF_4x8	0.0537288	46.592
DIST_HAD_4x8	0.13156	908.544
INTERPOL_QUARTER_4x8	0.083498	46.592
DIST_SAD_8x4	0.151121	1364.57
INTERPOL_HALF_8x4	0.0573286	46.592
DIST_HAD_8x4	0.136269	908.544
INTERPOL_QUARTER_8x4	0.0867768	46.592
TR_iDCT_32x32	0.0148588	1.374
TR_iDCT_16x16	0.00711204	3.687
DIST_HAD_16x64	0.000587611	0.23
DIST_HAD_48x64	0.00160329	0.23
TR_iDCT_8x8	0.00265044	4.888
DIST_HAD_32x8	0.0031102	4.6
DIST_HAD_32x24	0.00846813	4.6
DIST_HAD_8x32	0.00802537	11.66
DIST_HAD_24x32	0.0212858	11.66
TR_iDCT_4x4	0.00119395	4.068
DIST_SAD_8x32	0.00494603	25.84
DIST_SAD_8x32sub	0.00444065	26.78
INTERPOL_HALF_8x32	0.00300085	0.608
INTERPOL_QUARTER_8x32	0.00629519	0.608
DIST_SAD_24x32	0.0107375	25.84
DIST_SAD_24x32sub	0.00797986	20.966
INTERPOL_HALF_24x32	0.00740717	0.608
INTERPOL_QUARTER_24x32	0.0167761	0.608
DIST_SAD_16x4	0.00715804	45.19
INTERPOL_HALF_16x4	0.000998751	0.496
DIST_HAD_16x4	0.00266416	10.15
INTERPOL_QUARTER_16x4	0.00169259	0.496
DIST_SAD_16x12	0.00472444	21.08
DIST_SAD_16x12sub	0.00263367	13.44
INTERPOL_HALF_16x12	0.00196798	0.496
DIST_HAD_16x12	0.00520337	10.15
INTERPOL_QUARTER_16x12	0.00398159	0.496
DIST_HAD_4x16	0.00476016	17.75
DIST_HAD_12x16	0.00920896	17.75
DIST_SAD_4x16	0.00621642	38.76
DIST_SAD_4x16sub	0.00428932	37.759
INTERPOL_HALF_4x16	0.00168628	0.912
INTERPOL_QUARTER_4x16	0.00301474	0.912
DIST_SAD_12x16	0.00975557	38.76
DIST_SAD_12x16sub	0.00656199	31.915
INTERPOL_HALF_12x16	0.00359607	0.912
INTERPOL_QUARTER_12x16	0.00730039	0.912
DIST_SAD_32x8	0.00536578	17.021
INTERPOL_HALF_32x8	0.00117254	0.224
INTERPOL_QUARTER_32x8	0.00232452	0.224
DIST_SAD_32x24	0.00421896	9.52
DIST_SAD_32x24sub	0.00339078	8.217
INTERPOL_HALF_32x24	0.00277155	0.224
INTERPOL_QUARTER_32x24	0.00620667	0.224
DIST_HAD_64x16	0.000332185	0.13
DIST_HAD_64x48	0.000903848	0.13
TR_DST_4x4	0.000360764	1.09
TR_iDST_4x4	0.000100156	0.324
DIST_HAD_4x4	0.000607346	2.8

Frame	6
Others	8.79503	17290.1
TR_DCT_32x32	0.0398737	4.818
DIST_SSE_32x32	0.0213245	11.422
