	 Total Time (s)	Calls (kCalls)
DIST_SAD_32x32	0.0100569	30.94
DIST_SAD_32x32sub	0.00348477	10.505
INTERPOL_HALF_32x32	0.0111862	0.728
DIST_HAD_32x32	0.0263277	14.329
INTERPOL_QUARTER_32x32	0.0228346	0.728
DIST_SAD_16x32	0.0111392	61.88
DIST_SAD_16x32sub	0.00331623	18.498
INTERPOL_HALF_16x32	0.0131134	1.456
DIST_HAD_16x32	0.0287755	30.576
INTERPOL_QUARTER_16x32	0.0263495	1.456
DIST_SAD_32x16	0.0107949	61.88
DIST_SAD_32x16sub	0.00350333	20.023
INTERPOL_HALF_32x16	0.0123304	1.456
DIST_HAD_32x16	0.0287076	30.576
INTERPOL_QUARTER_32x16	0.0241119	1.456
TR_DCT_16x16_2	0.0119769	7.208
TR_DCT_8x8_2	0.0123957	42.532
TR_DCT_4x4_2	0.0173374	226.016
DIST_SAD_16x16	0.0125577	123.76
DIST_SAD_16x16sub	0.00446604	42.7
INTERPOL_HALF_16x16	0.0151407	2.912
DIST_HAD_16x16	0.0255404	53.676
INTERPOL_QUARTER_16x16	0.028218	2.912
DIST_SAD_8x16	0.0152779	247.52
DIST_SAD_8x16sub	0.00510185	72.649
INTERPOL_HALF_8x16	0.0196495	5.824
DIST_HAD_8x16	0.0311737	122.304
INTERPOL_QUARTER_8x16	0.0361098	5.824
DIST_SAD_16x8	0.0315839	321.13
INTERPOL_HALF_16x8	0.018002	5.824
DIST_HAD_16x8	0.0308545	122.304
INTERPOL_QUARTER_16x8	0.031784	5.824
TR_DCT_8x8_3	0.00838444	24.547
TR_DCT_4x4_3	0.0150525	193.164
DIST_SAD_8x8	0.0403562	646.8
INTERPOL_HALF_8x8	0.0248373	11.648
DIST_HAD_8x8	0.0291273	211.729
INTERPOL_QUARTER_8x8	0.0414096	11.648
DIST_SAD_4x8	0.0142785	324.78
INTERPOL_HALF_4x8	0.0193042	11.648
DIST_HAD_4x8	0.0228526	279.552
INTERPOL_QUARTER_4x8	0.0309749	11.648
DIST_SAD_8x4	0.0140684	325.425
INTERPOL_HALF_8x4	0.0173134	11.648
DIST_HAD_8x4	0.0223164	279.552
INTERPOL_QUARTER_8x4	0.0260576	11.648
TR_iDCT_32x32_0	0.0138393	1.089
TR_iDCT_16x16_0	0.00512408	2.654
TR_iDCT_8x8_0	0.000527458	1.313
DIST_HAD_16x64	0.00045881	0.24
DIST_HAD_48x64	0.00136905	0.24
TR_iDCT_32x32_1	0.00816656	0.642
TR_iDCT_16x16_1	0.00299972	1.555
TR_iDCT_8x8_1	0.0016149	4.065
DIST_SAD_8x32	0.000950514	8.84
DIST_SAD_8x32sub	0.000518376	4.436
INTERPOL_HALF_8x32	0.00120765	0.208
DIST_HAD_8x32	0.00217357	4.498
INTERPOL_QUARTER_8x32	0.00250541	0.208
DIST_SAD_24x32	0.00211928	8.84
DIST_SAD_24x32sub	0.000891467	3.292
INTERPOL_HALF_24x32	0.00252945	0.208
DIST_HAD_24x32	0.00629914	4.498
INTERPOL_QUARTER_24x32	0.00530678	0.208
DIST_HAD_16x4	0.000822254	6.266
DIST_HAD_16x12	0.00204361	6.266
DIST_HAD_4x16	0.00127369	9.542
DIST_HAD_12x16	0.00307286	9.542
TR_iDCT_8x8_2	0.000962128	2.339
TR_iDCT_4x4_2	0.000648281	4.988
DIST_SAD_16x4	0.00085932	13.404
INTERPOL_HALF_16x4	0.000480458	0.236
INTERPOL_QUARTER_16x4	0.000789188	0.236
DIST_SAD_16x12	0.000829174	10.03
DIST_SAD_16x12sub	0.00030417	3.789
INTERPOL_HALF_16x12	0.00095214	0.236
INTERPOL_QUARTER_16x12	0.00183373	0.236
DIST_SAD_4x16	0.000857963	17.51
DIST_SAD_4x16sub	0.000301905	7.072
INTERPOL_HALF_4x16	0.00105513	0.412
INTERPOL_QUARTER_4x16	0.00197868	0.412
DIST_SAD_12x16	0.00146668	17.51
DIST_SAD_12x16sub	0.00067912	7.338
INTERPOL_HALF_12x16	0.00176483	0.412
INTERPOL_QUARTER_12x16	0.00339397	0.412
TR_iDCT_8x8_3	0.000617702	1.501
TR_iDCT_4x4_3	0.000323522	2.41
TR_iDCT_16x16_2	0.00212771	1.065
DIST_SAD_32x8	0.00115786	6.787
INTERPOL_HALF_32x8	0.000491349	0.1
DIST_HAD_32x8	0.00108492	2.29
INTERPOL_QUARTER_32x8	0.000940562	0.1
DIST_SAD_32x24	0.00104071	4.25
DIST_SAD_32x24sub	0.000456058	1.814
INTERPOL_HALF_32x24	0.00118036	0.1
DIST_HAD_32x24	0.00314805	2.29
INTERPOL_QUARTER_32x24	0.0024501	0.1
TR_DST_4x4_2	6.83871e-05	0.576
TR_iDST_4x4_2	3.95225e-05	0.241
TR_DST_4x4_3	0.000265262	2.467
TR_iDST_4x4_3	0.000174918	0.945
DIST_HAD_4x4	0.000434539	8.26
TR_iDCT_4x4_1	7.70183e-05	0.561
DIST_HAD_64x16	0.000232561	0.12
DIST_HAD_64x48	0.000668256	0.12

Frame	2
Others	7.56261	9849.44
TR_DCT_32x32_0	0.0318445	2.936
DIST_SSE_32x32	0.0090018	12.736
TR_DCT_16x16_0	0.0245518	15.43
DIST_SSE_16x16	0.013728	63.961
TR_DCT_8x8_0	0.00634503	22.152
DIST_SSE_8x8	0.0191901	233.574
DIST_SSE_64x64	0.00311941	0.998
DIST_SAD_64x64	0.0200965	15.47
DIST_SAD_64x64sub	0.00696989	5.461
INTERPOL_HALF_64x64	0.020087	0.364
DIST_HAD_64x64	0.0562192	7.637
INTERPOL_QUARTER_64x64	0.0418134	0.364
DIST_SAD_32x64	0.0197137	30.94
DIST_SAD_32x64sub	0.00596276	9.339
INTERPOL_HALF_32x64	0.0215243	0.728
DIST_HAD_32x64	0.0525659	14.196
INTERPOL_QUARTER_32x64	0.0451057	0.728
DIST_SAD_64x32	0.0205799	30.94
DIST_SAD_64x32sub	0.00701708	10.736
INTERPOL_HALF_64x32	0.0208965	0.728
DIST_HAD_64x32	0.0523217	14.196
INTERPOL_QUARTER_64x32	0.0429559	0.728
TR_DCT_32x32_1	0.0264295	2.415
TR_DCT_16x16_1	0.0212134	13.172
TR_DCT_8x8_1	0.0151212	52.968
TR_DCT_4x4_1	0.00568435	72.032
DIST_SSE_4x4	0.0516669	1144.52
DIST_SAD_32x32	0.0206132	61.88
DIST_SAD_32x32sub	0.00762349	22.305
INTERPOL_HALF_32x32	0.0227426	1.456
DIST_HAD_32x32	0.0532062	28.448
INTERPOL_QUARTER_32x32	0.0467665	1.456
DIST_SAD_16x32	0.022738	123.76
DIST_SAD_16x32sub	0.0078805	42.481
INTERPOL_HALF_16x32	0.0267711	2.912
DIST_HAD_16x32	0.0545838	56.784
INTERPOL_QUARTER_16x32	0.0539988	2.912
DIST_SAD_32x16	0.0221598	123.76
DIST_SAD_32x16sub	0.00806437	44.606
INTERPOL_HALF_32x16	0.0249665	2.912
DIST_HAD_32x16	0.0542397	56.784
INTERPOL_QUARTER_32x16	0.0491431	2.912
TR_DCT_16x16_2	0.0138961	8.055
TR_DCT_8x8_2	0.0138862	46.36
TR_DCT_4x4_2	0.0194675	245.536
DIST_SAD_16x16	0.0256467	247.52
DIST_SAD_16x16sub	0.0104754	96.658
INTERPOL_HALF_16x16	0.0304449	5.824
DIST_HAD_16x16	0.0525095	108.262
INTERPOL_QUARTER_16x16	0.057608	5.824
DIST_SAD_8x16	0.0314475	495.04
DIST_SAD_8x16sub	0.0113178	156.63
INTERPOL_HALF_8x16	0.0397791	11.648
DIST_HAD_8x16	0.058789	227.136
INTERPOL_QUARTER_8x16	0.0741536	11.648
DIST_SAD_16x8	0.066142	656.515
INTERPOL_HALF_16x8	0.0361383	11.648
DIST_HAD_16x8	0.0579985	227.136
INTERPOL_QUARTER_16x8	0.0649247	11.648
TR_DCT_8x8_3	0.00913977	25.708
TR_DCT_4x4_3	0.01595	198.464
DIST_SAD_8x8	0.0887113	1321.67
INTERPOL_HALF_8x8	0.0493651	23.296
DIST_HAD_8x8	0.0593045	424.018
INTERPOL_QUARTER_8x8	0.0842617	23.296
DIST_SAD_4x8	0.0306991	675.358
INTERPOL_HALF_4x8	0.0381682	23.296
DIST_HAD_4x8	0.0391153	489.216
INTERPOL_QUARTER_4x8	0.0631118	23.296
DIST_SAD_8x4	0.0294131	667.379
INTERPOL_HALF_8x4	0.0344033	23.296
DIST_HAD_8x4	0.0380727	489.216
INTERPOL_QUARTER_8x4	0.0526398	23.296
TR_iDCT_32x32_0	0.0188455	1.447
TR_iDCT_32x32_1	0.0142629	1.1
DIST_SAD_16x4	0.00251675	38.671
INTERPOL_HALF_16x4	0.00118235	0.584
DIST_HAD_16x4	0.00172215	13.248
INTERPOL_QUARTER_16x4	0.00198356	0.584
DIST_SAD_16x12	0.00209551	24.82
DIST_SAD_16x12sub	0.000757239	9.293
INTERPOL_HALF_16x12	0.00238866	0.584
DIST_HAD_16x12	0.00429139	13.248
INTERPOL_QUARTER_16x12	0.00464625	0.584
DIST_SAD_4x16	0.0022255	44.88
DIST_SAD_4x16sub	0.00128697	28.282
INTERPOL_HALF_4x16	0.00272676	1.056
DIST_HAD_4x16	0.00292477	22.032
INTERPOL_QUARTER_4x16	0.00516324	1.056
DIST_SAD_12x16	0.00384484	44.88
DIST_SAD_12x16sub	0.00245389	26.043
INTERPOL_HALF_12x16	0.00447606	1.056
DIST_HAD_12x16	0.00710472	22.032
INTERPOL_QUARTER_12x16	0.0087969	1.056
TR_iDCT_16x16_0	0.0069458	3.531
TR_iDCT_8x8_0	0.000740443	1.834
DIST_HAD_16x64	0.000633192	0.32
DIST_HAD_48x64	0.00182486	0.32
TR_iDCT_16x16_1	0.00497696	2.512
TR_iDCT_8x8_1	0.00262591	6.389
DIST_HAD_32x8	0.00258914	5.402
DIST_HAD_32x24	0.00775849	5.402
DIST_SAD_8x32	0.00208237	19.38
DIST_SAD_8x32sub	0.00158611	13.015
INTERPOL_HALF_8x32	0.0027228	0.456
DIST_HAD_8x32	0.00458221	9.212
INTERPOL_QUARTER_8x32	0.00555812	0.456
DIST_SAD_24x32	0.00469571	19.38
DIST_SAD_24x32sub	0.00223578	8.234
INTERPOL_HALF_24x32	0.00570325	0.456
DIST_HAD_24x32	0.0129516	9.212
INTERPOL_QUARTER_24x32	0.0118202	0.456
TR_iDCT_16x16_2	0.00398597	1.99
TR_iDCT_8x8_2	0.00175491	4.179
TR_iDCT_4x4_2	0.00119707	8.965
TR_iDCT_8x8_3	0.00121425	2.867
TR_iDCT_4x4_3	0.00060205	4.36
TR_DST_4x4_2	0.000194308	1.568
TR_iDST_4x4_2	0.000131002	0.754
TR_iDCT_4x4_1	0.000140799	0.998
TR_DST_4x4_3	0.000629228	5.594
TR_iDST_4x4_3	0.00039324	2.559
DIST_HAD_4x4	0.00103214	18.76
DIST_SAD_32x8	0.00323267	18.448
INTERPOL_HALF_32x8	0.00127636	0.256
INTERPOL_QUARTER_32x8	0.00242785	0.256
DIST_SAD_32x24	0.00279437	10.88
DIST_SAD_32x24sub	0.00125626	4.884
INTERPOL_HALF_32x24	0.00313039	0.256
INTERPOL_QUARTER_32x24	0.00727704	0.256
DIST_HAD_64x16	0.000383771	0.2
DIST_HAD_64x48	0.00114813	0.2

Frame	3
Others	8.65596	13485.9
TR_DCT_32x32_0	0.0278702	2.62
DIST_SSE_32x32	0.00815712	11.782
TR_DCT_16x16_0	0.0224474	14.252
DIST_SSE_16x16	0.0126479	60.212
TR_DCT_8x8_0	0.00551671	19.6
DIST_SSE_8x8	0.0180325	222.379
DIST_SSE_64x64	0.00290962	0.951
DIST_SAD_64x64	0.0300572	23.205
DIST_SAD_64x64sub	0.0145845	11.648
INTERPOL_HALF_64x64	0.0299168	0.546
DIST_HAD_64x64	0.0776777	10.598
INTERPOL_QUARTER_64x64	0.0623843	0.546
DIST_SAD_32x64	0.029138	46.41
DIST_SAD_32x64sub	0.0102663	16.215
INTERPOL_HALF_32x64	0.0319863	1.092
DIST_HAD_32x64	0.0761473	20.748
INTERPOL_QUARTER_32x64	0.0672655	1.092
DIST_SAD_64x32	0.0309617	46.41
DIST_SAD_64x32sub	0.010332	16.132
INTERPOL_HALF_64x32	0.0310207	1.092
DIST_HAD_64x32	0.0762987	20.748
INTERPOL_QUARTER_64x32	0.0643158	1.092
TR_DCT_32x32_1	0.0243776	2.26
TR_DCT_16x16_1	0.0199416	12.494
TR_DCT_8x8_1	0.0140748	49.916
TR_DCT_4x4_1	0.0052387	67.504
DIST_SSE_4x4	0.0490906	1102.79
DIST_SAD_32x32	0.0304728	92.82
DIST_SAD_32x32sub	0.0141406	41.721
INTERPOL_HALF_32x32	0.0335939	2.184
DIST_HAD_32x32	0.0761042	41.167
INTERPOL_QUARTER_32x32	0.0694306	2.184
DIST_SAD_16x32	0.0343733	185.64
DIST_SAD_16x32sub	0.0129876	70.659
INTERPOL_HALF_16x32	0.0394924	4.368
DIST_HAD_16x32	0.07868	82.992
INTERPOL_QUARTER_16x32	0.0798749	4.368
DIST_SAD_32x16	0.0330288	185.64
DIST_SAD_32x16sub	0.0122935	68.919
INTERPOL_HALF_32x16	0.0373015	4.368
DIST_HAD_32x16	0.0786802	82.992
INTERPOL_QUARTER_32x16	0.0736712	4.368
TR_DCT_16x16_2	0.0128084	7.567
TR_DCT_8x8_2	0.0129498	44.088
TR_DCT_4x4_2	0.0181378	233.4
DIST_SAD_16x16	0.0381028	371.28
DIST_SAD_16x16sub	0.0167862	159.987
INTERPOL_HALF_16x16	0.0445797	8.736
DIST_HAD_16x16	0.0761132	159.593
INTERPOL_QUARTER_16x16	0.0849431	8.736
DIST_SAD_8x16	0.0463822	742.56
DIST_SAD_8x16sub	0.018278	257.295
INTERPOL_HALF_8x16	0.0578538	17.472
DIST_HAD_8x16	0.0838234	331.968
INTERPOL_QUARTER_8x16	0.108602	17.472
DIST_SAD_16x8	0.0995104	1000.43
INTERPOL_HALF_16x8	0.0530827	17.472
DIST_HAD_16x8	0.0835226	331.968
INTERPOL_QUARTER_16x8	0.0956363	17.472
TR_DCT_8x8_3	0.00886477	25.16
TR_DCT_4x4_3	0.0154668	196.056
DIST_SAD_8x8	0.128066	2029.67
INTERPOL_HALF_8x8	0.0714139	34.944
DIST_HAD_8x8	0.0870982	632.352
INTERPOL_QUARTER_8x8	0.123472	34.944
DIST_SAD_4x8	0.0454554	1021.89
INTERPOL_HALF_4x8	0.0554289	34.944
DIST_HAD_4x8	0.0539584	698.88
INTERPOL_QUARTER_4x8	0.0926841	34.944
DIST_SAD_8x4	0.0438707	1017.33
INTERPOL_HALF_8x4	0.049676	34.944
DIST_HAD_8x4	0.0526235	698.88
INTERPOL_QUARTER_8x4	0.0772588	34.944
TR_iDCT_4x4_2	0.000975755	7.237
TR_iDCT_4x4_3	0.000506265	3.561
DIST_SAD_8x32	0.0028112	26.52
DIST_SAD_8x32sub	0.0028514	24.777
INTERPOL_HALF_8x32	0.00362886	0.624
DIST_HAD_8x32	0.00582875	12.106
INTERPOL_QUARTER_8x32	0.00752025	0.624
DIST_SAD_24x32	0.00639431	26.52
DIST_SAD_24x32sub	0.00366233	13.77
INTERPOL_HALF_24x32	0.00757921	0.624
DIST_HAD_24x32	0.0169594	12.106
INTERPOL_QUARTER_24x32	0.0160967	0.624
DIST_HAD_16x4	0.00160063	12.424
DIST_HAD_16x12	0.00405281	12.424
DIST_HAD_4x16	0.00328593	25.496
DIST_HAD_12x16	0.00819105	25.496
DIST_SAD_16x4	0.00259623	39.758
INTERPOL_HALF_16x4	0.00121136	0.576
INTERPOL_QUARTER_16x4	0.00197841	0.576
DIST_SAD_16x12	0.00203644	24.48
DIST_SAD_16x12sub	0.000904327	10.371
INTERPOL_HALF_16x12	0.00237555	0.576
INTERPOL_QUARTER_16x12	0.00453188	0.576
DIST_SAD_4x16	0.00266726	54.57
DIST_SAD_4x16sub	0.00187825	42.995
INTERPOL_HALF_4x16	0.00320145	1.284
INTERPOL_QUARTER_4x16	0.00611464	1.284
DIST_SAD_12x16	0.00454206	54.57
DIST_SAD_12x16sub	0.00322338	34.871
INTERPOL_HALF_12x16	0.00531558	1.284
INTERPOL_QUARTER_12x16	0.0106279	1.284
TR_iDCT_16x16_0	0.00606672	3.131
TR_iDCT_16x16_1	0.00428651	2.195
TR_iDCT_8x8_1	0.00216998	5.415
TR_iDCT_16x16_2	0.00319139	1.623
TR_iDCT_8x8_2	0.00143156	3.399
TR_iDCT_8x8_3	0.000949033	2.237
TR_iDCT_32x32_0	0.0150851	1.181
TR_iDCT_8x8_0	0.000490322	1.225
DIST_HAD_16x64	0.000454467	0.24
DIST_HAD_48x64	0.00132805	0.24
DIST_HAD_32x8	0.00289719	5.832
DIST_HAD_32x24	0.00822123	5.832
TR_iDCT_32x32_1	0.0116288	0.903
TR_DST_4x4_2	0.000130151	1.072
TR_iDST_4x4_2	7.69484e-05	0.471
TR_DST_4x4_3	0.000438427	4.011
TR_iDST_4x4_3	0.000264116	1.745
DIST_HAD_4x4	0.00072017	13.44
TR_iDCT_4x4_1	0.000140805	0.963
DIST_HAD_64x16	0.000251965	0.13
DIST_HAD_64x48	0.000722592	0.13
DIST_SAD_32x8	0.00384053	21.489
INTERPOL_HALF_32x8	0.00146555	0.288
INTERPOL_QUARTER_32x8	0.00279674	0.288
DIST_SAD_32x24	0.00307467	12.24
DIST_SAD_32x24sub	0.00151212	5.485
INTERPOL_HALF_32x24	0.0034882	0.288
INTERPOL_QUARTER_32x24	0.0072843	0.288

Frame	4
Others	13.1276	19910.2
TR_DCT_32x32_0	0.0434821	4.112
DIST_SSE_32x32	0.0125054	18.238
TR_DCT_16x16_0	0.0315384	20.252
DIST_SSE_16x16	0.0193788	93.261
TR_DCT_8x8_0	0.00883877	31.6
DIST_SSE_8x8	0.0264897	327.813
DIST_SSE_64x64	0.00365331	1.204
DIST_SAD_64x64	0.0395708	30.94
DIST_SAD_64x64sub	0.0147257	11.802
INTERPOL_HALF_64x64	0.0392604	0.728
DIST_HAD_64x64	0.10907	15.099
INTERPOL_QUARTER_64x64	0.0822605	0.728
DIST_SAD_32x64	0.0385198	61.88
DIST_SAD_32x64sub	0.0142701	22.842
INTERPOL_HALF_32x64	0.0423126	1.456
DIST_HAD_32x64	0.0989759	27.3
INTERPOL_QUARTER_32x64	0.0887484	1.456
DIST_SAD_64x32	0.0405443	61.88
DIST_SAD_64x32sub	0.0149852	23.611
INTERPOL_HALF_64x32	0.0409885	1.456
DIST_HAD_64x32	0.0990128	27.3
INTERPOL_QUARTER_64x32	0.0846292	1.456
TR_DCT_32x32_1	0.037778	3.55
TR_DCT_16x16_1	0.0282945	18.022
TR_DCT_8x8_1	0.0203806	73.118
TR_DCT_4x4_1	0.00782365	102.152
DIST_SSE_4x4	0.0677851	1532.21
DIST_SAD_32x32	0.0401807	123.76
DIST_SAD_32x32sub	0.0201725	60.982
INTERPOL_HALF_32x32	0.0443591	2.912
DIST_HAD_32x32	0.105589	57.806
INTERPOL_QUARTER_32x32	0.0914266	2.912
DIST_SAD_16x32	0.0445309	247.52
DIST_SAD_16x32sub	0.0199656	109.94
INTERPOL_HALF_16x32	0.0518575	5.824
DIST_HAD_16x32	0.102064	109.2
INTERPOL_QUARTER_16x32	0.105676	5.824
DIST_SAD_32x16	0.0433347	247.52
DIST_SAD_32x16sub	0.0183758	104.469
INTERPOL_HALF_32x16	0.0485536	5.824
DIST_HAD_32x16	0.10182	109.2
INTERPOL_QUARTER_32x16	0.0967296	5.824
TR_DCT_16x16_2	0.0193775	11.666
TR_DCT_8x8_2	0.0180661	61.814
TR_DCT_4x4_2	0.0247958	321.648
DIST_SAD_16x16	0.0500873	494.995
DIST_SAD_16x16sub	0.0275783	268.699
INTERPOL_HALF_16x16	0.0582378	11.648
DIST_HAD_16x16	0.105434	223.664
INTERPOL_QUARTER_16x16	0.112418	11.648
DIST_SAD_8x16	0.0610232	990.035
DIST_SAD_8x16sub	0.0283287	401.152
INTERPOL_HALF_8x16	0.075964	23.296
DIST_HAD_8x16	0.109572	436.8
INTERPOL_QUARTER_8x16	0.144009	23.296
DIST_SAD_16x8	0.136412	1387.87
INTERPOL_HALF_16x8	0.0694585	23.296
DIST_HAD_16x8	0.108044	436.8
INTERPOL_QUARTER_16x8	0.125657	23.296
TR_DCT_8x8_3	0.0121645	36.098
TR_DCT_4x4_3	0.0188601	240.728
DIST_SAD_8x8	0.184109	2918.34
INTERPOL_HALF_8x8	0.0933377	46.592
DIST_HAD_8x8	0.118226	869.316
INTERPOL_QUARTER_8x8	0.162777	46.592
DIST_SAD_4x8	0.0647932	1476.89
INTERPOL_HALF_4x8	0.0720605	46.592
DIST_HAD_4x8	0.0683394	908.544
INTERPOL_QUARTER_4x8	0.121726	46.592
DIST_SAD_8x4	0.0622707	1461.76
INTERPOL_HALF_8x4	0.0646375	46.592
DIST_HAD_8x4	0.0666084	908.544
INTERPOL_QUARTER_8x4	0.101539	46.592
TR_iDCT_16x16_0	0.016136	8.376
TR_iDCT_16x16_1	0.0137895	7.156
TR_iDCT_32x32_0	0.0360466	2.83
DIST_HAD_64x16	0.00073485	0.39
DIST_HAD_64x48	0.00213794	0.39
DIST_HAD_16x64	0.000911059	0.48
DIST_HAD_48x64	0.00264221	0.48
TR_iDCT_8x8_0	0.00256328	6.37
TR_iDCT_8x8_3	0.00652742	15.993
TR_iDCT_32x32_1	0.0322789	2.54
DIST_HAD_32x8	0.00860305	18.24
DIST_HAD_32x24	0.0252531	18.24
DIST_HAD_8x32	0.0145451	30.16
DIST_HAD_24x32	0.041763	30.16
TR_iDCT_8x8_1	0.00775432	19.375
TR_iDCT_4x4_1	0.000817184	6.315
TR_iDCT_16x16_2	0.0134918	6.918
DIST_HAD_16x4	0.00727923	60.29
DIST_HAD_16x12	0.0188432	60.29
DIST_HAD_4x16	0.00813858	64.07
DIST_HAD_12x16	0.0202216	64.07
TR_DST_4x4_2	0.000765777	6.4
TR_iDCT_8x8_2	0.0066635	16.368
TR_iDST_4x4_2	0.000604344	3.952
TR_iDCT_4x4_2	0.00481918	37.767
TR_iDCT_4x4_3	0.00338978	25.621
DIST_SAD_32x8	0.0114157	66.591
INTERPOL_HALF_32x8	0.00454269	0.928
INTERPOL_QUARTER_32x8	0.00859965	0.928
DIST_SAD_32x24	0.00976323	39.44
DIST_SAD_32x24sub	0.00436383	17.114
INTERPOL_HALF_32x24	0.0109089	0.928
INTERPOL_QUARTER_32x24	0.0226764	0.928
DIST_SAD_8x32	0.00706865	66.64
DIST_SAD_8x32sub	0.00581249	50.111
INTERPOL_HALF_8x32	0.00901637	1.568
INTERPOL_QUARTER_8x32	0.018523	1.568
DIST_SAD_24x32	0.0159271	66.64
DIST_SAD_24x32sub	0.00854297	31.98
INTERPOL_HALF_24x32	0.0189692	1.568
INTERPOL_QUARTER_24x32	0.0398235	1.568
DIST_SAD_16x4	0.0144019	224.131
INTERPOL_HALF_16x4	0.00606674	3.056
INTERPOL_QUARTER_16x4	0.0101689	3.056
DIST_SAD_16x12	0.0105004	129.88
DIST_SAD_16x12sub	0.00496963	61.46
INTERPOL_HALF_16x12	0.0121658	3.056
INTERPOL_QUARTER_16x12	0.0235872	3.056
DIST_SAD_4x16	0.00672183	138.639
DIST_SAD_4x16sub	0.00489837	113.883
INTERPOL_HALF_4x16	0.00798202	3.264
INTERPOL_QUARTER_4x16	0.0154878	3.264
DIST_SAD_12x16	0.0115071	138.675
DIST_SAD_12x16sub	0.00621845	67.84
INTERPOL_HALF_12x16	0.0134788	3.264
INTERPOL_QUARTER_12x16	0.0267972	3.264
TR_DST_4x4_3	0.00410705	36.81
TR_iDST_4x4_3	0.00336002	22.789
DIST_HAD_4x4	0.00661726	122.64

Frame	5
Others	10.076	17521.3
TR_DCT_32x32_0	0.0280927	2.68
DIST_SSE_32x32	0.00793195	11.634
TR_DCT_16x16_0	0.0222137	14.332
DIST_SSE_16x16	0.0121296	58.732
TR_DCT_8x8_0	0.00557243	20.048
DIST_SSE_8x8	0.0173974	216.996
DIST_SSE_64x64	0.00286208	0.95
DIST_SAD_64x64	0.0393415	30.94
DIST_SAD_64x64sub	0.0197698	15.999
INTERPOL_HALF_64x64	0.0390858	0.728
DIST_HAD_64x64	0.100957	14.014
INTERPOL_QUARTER_64x64	0.081763	0.728
DIST_SAD_32x64	0.0384705	61.88
DIST_SAD_32x64sub	0.0148697	23.951
INTERPOL_HALF_32x64	0.041984	1.456
DIST_HAD_32x64	0.0985736	27.3
INTERPOL_QUARTER_32x64	0.0880771	1.456
DIST_SAD_64x32	0.04051	61.88
DIST_SAD_64x32sub	0.0154817	24.497
INTERPOL_HALF_64x32	0.040888	1.456
DIST_HAD_64x32	0.0990283	27.3
