	 Total Time (s)	Calls (kCalls)
DIST_SSE_4x4	0.00540743	140.423
DIST_SAD_32x32	0.0103875	30.94
DIST_SAD_32x32sub	0.00349691	10.272
INTERPOL_HALF_32x32	0.0115258	0.728
DIST_HAD_32x32	0.0270295	14.364
INTERPOL_QUARTER_32x32	0.0236115	0.728
DIST_SAD_16x16	0.0129639	123.76
DIST_SAD_16x16sub	0.00434701	41.678
INTERPOL_HALF_16x16	0.0150871	2.912
DIST_HAD_16x16	0.0326073	66.192
INTERPOL_QUARTER_16x16	0.0289319	2.912
DIST_SAD_16x32	0.0114124	61.88
DIST_SAD_16x32sub	0.00357221	19.541
INTERPOL_HALF_16x32	0.0135148	1.456
DIST_HAD_16x32	0.0295943	30.576
INTERPOL_QUARTER_16x32	0.0270847	1.456
DIST_SAD_32x16	0.0111671	61.88
DIST_SAD_32x16sub	0.00361346	19.865
INTERPOL_HALF_32x16	0.0126702	1.456
DIST_HAD_32x16	0.029604	30.576
INTERPOL_QUARTER_32x16	0.0249287	1.456
TR_iDCT_32x32_0	0.0136087	1.034
TR_iDCT_16x16_0	0.00505707	2.553
DIST_HAD_16x64	0.000481003	0.24
DIST_HAD_48x64	0.00139848	0.24
TR_iDCT_8x8_0	0.000513743	1.321
TR_iDCT_32x32_1	0.00796848	0.605
TR_iDCT_8x8_1	0.0017361	4.339
TR_iDCT_16x16_1	0.00402963	2.02
TR_iDCT_4x4_1	0.000127221	1.023
TR_DST_4x4_1	0.000244734	2.304
TR_iDST_4x4_1	0.000126566	0.888
DIST_HAD_64x16	0.000170554	0.09
DIST_HAD_64x48	0.000514164	0.09

Frame	2
Others	1.78923	1711.13
TR_DCT_32x32_0	0.0312897	2.848
DIST_SSE_32x32	0.00897997	12.658
TR_DCT_16x16_0	0.0242606	14.946
DIST_SSE_16x16	0.00904838	41.894
TR_DCT_8x8_0	0.00627631	21.688
DIST_SSE_8x8	0.00720515	83.95
DIST_SSE_64x64	0.00308314	0.98
DIST_SAD_64x64	0.0206142	15.47
DIST_SAD_64x64sub	0.00733573	5.542
INTERPOL_HALF_64x64	0.020627	0.364
DIST_HAD_64x64	0.0571918	7.602
INTERPOL_QUARTER_64x64	0.0426269	0.364
DIST_SAD_32x64	0.0200695	30.94
DIST_SAD_32x64sub	0.00658764	10.132
INTERPOL_HALF_32x64	0.0219591	0.728
DIST_HAD_32x64	0.0534821	14.196
INTERPOL_QUARTER_32x64	0.0458605	0.728
DIST_SAD_64x32	0.0209934	30.94
DIST_SAD_64x32sub	0.00677004	10.068
INTERPOL_HALF_64x32	0.0212571	0.728
DIST_HAD_64x32	0.0536764	14.196
INTERPOL_QUARTER_64x32	0.0437654	0.728
TR_DCT_32x32_1	0.0275844	2.486
TR_DCT_16x16_1	0.0244282	14.901
TR_DCT_8x8_1	0.0166711	57.094
TR_DCT_4x4_1	0.00647864	78.344
DIST_SSE_4x4	0.00635576	157.387
DIST_SAD_32x32	0.0209193	61.88
DIST_SAD_32x32sub	0.00757051	21.938
INTERPOL_HALF_32x32	0.0230991	1.456
DIST_HAD_32x32	0.0543264	28.588
INTERPOL_QUARTER_32x32	0.0476035	1.456
DIST_SAD_16x16	0.0258706	247.52
DIST_SAD_16x16sub	0.0098898	92.399
INTERPOL_HALF_16x16	0.0304256	5.824
DIST_HAD_16x16	0.0608521	123.088
INTERPOL_QUARTER_16x16	0.0585956	5.824
DIST_SAD_16x32	0.0232174	123.76
DIST_SAD_16x32sub	0.00836258	44.225
INTERPOL_HALF_16x32	0.0271723	2.912
DIST_HAD_16x32	0.0555404	56.784
INTERPOL_QUARTER_16x32	0.055198	2.912
DIST_SAD_32x16	0.0224332	123.76
DIST_SAD_32x16sub	0.00812121	44.491
INTERPOL_HALF_32x16	0.0254918	2.912
DIST_HAD_32x16	0.0553602	56.784
INTERPOL_QUARTER_32x16	0.0504625	2.912
TR_iDCT_32x32_0	0.0192541	1.448
TR_iDCT_32x32_1	0.0135089	1.022
TR_iDCT_16x16_0	0.0070064	3.531
TR_iDCT_16x16_1	0.00708807	3.533
TR_iDCT_8x8_1	0.0029957	7.363
DIST_HAD_16x64	0.00055704	0.28
DIST_HAD_48x64	0.00160957	0.28
TR_iDCT_8x8_0	0.000762262	1.883
TR_iDCT_4x4_1	0.000257328	2.039
TR_DST_4x4_1	0.000465864	4.352
TR_iDST_4x4_1	0.000267179	1.75
DIST_HAD_64x16	0.000319065	0.16
DIST_HAD_64x48	0.000913697	0.16

Frame	3
Others	1.82103	2297.4
TR_DCT_32x32_0	0.0273932	2.6
DIST_SSE_32x32	0.00812065	11.953
TR_DCT_16x16_0	0.0216181	13.898
DIST_SSE_16x16	0.00826627	39.882
TR_DCT_8x8_0	0.00542279	19.672
DIST_SSE_8x8	0.00648243	79.659
DIST_SSE_64x64	0.00286134	0.934
DIST_SAD_64x64	0.0299789	23.205
DIST_SAD_64x64sub	0.0129172	10.303
INTERPOL_HALF_64x64	0.0296654	0.546
DIST_HAD_64x64	0.0773789	10.668
INTERPOL_QUARTER_64x64	0.0619009	0.546
DIST_SAD_32x64	0.02893	46.41
DIST_SAD_32x64sub	0.0114781	18.392
INTERPOL_HALF_32x64	0.0317244	1.092
DIST_HAD_32x64	0.0751079	20.748
INTERPOL_QUARTER_32x64	0.0665083	1.092
DIST_SAD_64x32	0.0304213	46.41
DIST_SAD_64x32sub	0.0104805	16.484
INTERPOL_HALF_64x32	0.0306598	1.092
DIST_HAD_64x32	0.0752917	20.748
INTERPOL_QUARTER_64x32	0.0634068	1.092
TR_DCT_32x32_1	0.0253429	2.392
TR_DCT_16x16_1	0.0225772	14.338
TR_DCT_8x8_1	0.0155682	55.072
TR_DCT_4x4_1	0.00591457	76.416
DIST_SSE_4x4	0.00578866	152.705
DIST_SAD_32x32	0.0301574	92.82
DIST_SAD_32x32sub	0.0136783	41.368
INTERPOL_HALF_32x32	0.0333196	2.184
DIST_HAD_32x32	0.0755584	41.237
INTERPOL_QUARTER_32x32	0.0690035	2.184
DIST_SAD_16x16	0.0372984	371.28
DIST_SAD_16x16sub	0.0148674	147.218
INTERPOL_HALF_16x16	0.0434342	8.736
DIST_HAD_16x16	0.082194	173.684
INTERPOL_QUARTER_16x16	0.0843018	8.736
DIST_SAD_16x32	0.0332973	185.64
DIST_SAD_16x32sub	0.0125567	70.419
INTERPOL_HALF_16x32	0.039014	4.368
DIST_HAD_16x32	0.0778197	82.992
INTERPOL_QUARTER_16x32	0.0794681	4.368
DIST_SAD_32x16	0.0321542	185.64
DIST_SAD_32x16sub	0.0123114	70.292
INTERPOL_HALF_32x16	0.0364739	4.368
DIST_HAD_32x16	0.0777455	82.992
INTERPOL_QUARTER_32x16	0.0727902	4.368
TR_iDCT_32x32_0	0.0153114	1.208
TR_iDCT_16x16_0	0.00621205	3.242
TR_iDCT_32x32_1	0.0112301	0.882
TR_iDCT_16x16_1	0.0059209	3.069
TR_iDCT_8x8_1	0.00247107	6.353
TR_iDCT_8x8_0	0.000617924	1.622
DIST_HAD_16x64	0.000453109	0.24
DIST_HAD_48x64	0.00131594	0.24
TR_iDCT_4x4_1	0.000257759	2.117
TR_DST_4x4_1	0.000376296	3.52
TR_iDST_4x4_1	0.000191345	1.387
DIST_HAD_64x16	0.000267799	0.14
DIST_HAD_64x48	0.000761687	0.14

Frame	4
Others	2.90205	3270.56
TR_DCT_32x32_0	0.0429504	4.076
DIST_SSE_32x32	0.0119656	17.519
TR_DCT_16x16_0	0.0313353	20.076
DIST_SSE_16x16	0.0124918	60.193
TR_iDCT_16x16_0	0.015779	8.266
TR_DCT_8x8_0	0.00877217	31.44
DIST_SSE_8x8	0.0097174	120.11
DIST_SSE_64x64	0.00364403	1.198
DIST_SAD_64x64	0.0399943	30.94
DIST_SAD_64x64sub	0.016514	13.121
INTERPOL_HALF_64x64	0.0395288	0.728
DIST_HAD_64x64	0.109067	15.064
INTERPOL_QUARTER_64x64	0.0826498	0.728
DIST_SAD_32x64	0.038574	61.88
DIST_SAD_32x64sub	0.015684	24.928
INTERPOL_HALF_32x64	0.0421599	1.456
DIST_HAD_32x64	0.0992713	27.3
INTERPOL_QUARTER_32x64	0.0888832	1.456
DIST_SAD_64x32	0.0406808	61.88
DIST_SAD_64x32sub	0.0161094	25.248
INTERPOL_HALF_64x32	0.0408605	1.456
DIST_HAD_64x32	0.0989049	27.3
INTERPOL_QUARTER_64x32	0.0846103	1.456
TR_DCT_32x32_1	0.0348542	3.273
TR_DCT_16x16_1	0.0307895	19.495
TR_iDCT_16x16_1	0.01797	9.268
TR_DCT_8x8_1	0.0201404	71.878
TR_DCT_4x4_1	0.00823249	107.016
DIST_SSE_4x4	0.00800355	213.342
DIST_SAD_32x32	0.0401809	123.76
DIST_SAD_32x32sub	0.02131	64.134
INTERPOL_HALF_32x32	0.0443236	2.912
DIST_HAD_32x32	0.105877	57.946
INTERPOL_QUARTER_32x32	0.0919892	2.912
DIST_SAD_16x16	0.0497888	495.004
DIST_SAD_16x16sub	0.0265331	259.315
INTERPOL_HALF_16x16	0.0575458	11.648
DIST_HAD_16x16	0.113424	240.52
INTERPOL_QUARTER_16x16	0.112542	11.648
DIST_SAD_16x32	0.0444174	247.52
DIST_SAD_16x32sub	0.0200146	111.52
INTERPOL_HALF_16x32	0.0517031	5.824
DIST_HAD_16x32	0.101635	109.2
INTERPOL_QUARTER_16x32	0.106202	5.824
DIST_SAD_32x16	0.0432898	247.52
DIST_SAD_32x16sub	0.018844	108.029
INTERPOL_HALF_32x16	0.0484926	5.824
DIST_HAD_32x16	0.101833	109.2
INTERPOL_QUARTER_32x16	0.0974173	5.824
TR_iDCT_32x32_0	0.0375031	2.961
TR_iDCT_32x32_1	0.0294066	2.31
TR_DST_4x4_1	0.00106194	10.112
TR_iDCT_8x8_0	0.00255997	6.74
DIST_HAD_64x16	0.000684669	0.37
DIST_HAD_64x48	0.00201773	0.37
DIST_HAD_16x64	0.000944205	0.5
DIST_HAD_48x64	0.00275827	0.5
TR_iDCT_8x8_1	0.00828976	21.383
TR_iDCT_4x4_1	0.00132954	11.484
TR_iDST_4x4_1	0.000773614	5.652

Frame	5
Others	2.22098	2970.07
TR_DCT_32x32_0	0.0304215	2.72
DIST_SSE_32x32	0.00862889	11.829
TR_DCT_16x16_0	0.0239327	14.454
DIST_SSE_16x16	0.00864488	39.176
TR_DCT_8x8_0	0.00602948	20.584
DIST_SSE_8x8	0.00679883	77.71
DIST_SSE_64x64	0.00311668	0.958
DIST_SAD_64x64	0.0420432	30.94
DIST_SAD_64x64sub	0.0233729	17.481
INTERPOL_HALF_64x64	0.0413004	0.728
DIST_HAD_64x64	0.106791	14.014
INTERPOL_QUARTER_64x64	0.0863381	0.728
DIST_SAD_32x64	0.0408325	61.88
DIST_SAD_32x64sub	0.0178267	26.93
INTERPOL_HALF_32x64	0.0443839	1.456
DIST_HAD_32x64	0.104187	27.3
INTERPOL_QUARTER_32x64	0.0931407	1.456
DIST_SAD_64x32	0.0427046	61.88
DIST_SAD_64x32sub	0.0184426	27.163
INTERPOL_HALF_64x32	0.0428435	1.456
DIST_HAD_64x32	0.10389	27.3
INTERPOL_QUARTER_64x32	0.0888026	1.456
TR_DCT_32x32_1	0.0261075	2.297
TR_DCT_16x16_1	0.0231205	13.849
TR_DCT_8x8_1	0.0159719	53.374
TR_DCT_4x4_1	0.00603507	72.616
DIST_SSE_4x4	0.00583685	145.897
DIST_SAD_32x32	0.0421677	123.76
DIST_SAD_32x32sub	0.0244919	66.419
INTERPOL_HALF_32x32	0.0468484	2.912
DIST_HAD_32x32	0.103652	54.026
INTERPOL_QUARTER_32x32	0.0960146	2.912
DIST_SAD_16x16	0.0525319	495.04
DIST_SAD_16x16sub	0.0271802	244.757
INTERPOL_HALF_16x16	0.0607023	11.648
DIST_HAD_16x16	0.111539	224.84
INTERPOL_QUARTER_16x16	0.117688	11.648
DIST_SAD_16x32	0.0468401	247.52
DIST_SAD_16x32sub	0.0204424	106.862
INTERPOL_HALF_16x32	0.0548801	5.824
DIST_HAD_16x32	0.107051	109.2
INTERPOL_QUARTER_16x32	0.111011	5.824
DIST_SAD_32x16	0.0454466	247.52
DIST_SAD_32x16sub	0.020925	110.46
INTERPOL_HALF_32x16	0.0511463	5.824
DIST_HAD_32x16	0.106989	109.2
INTERPOL_QUARTER_32x16	0.101916	5.824
TR_iDCT_32x32_0	0.0168812	1.235
TR_iDCT_16x16_0	0.00625268	3.04
TR_iDCT_32x32_1	0.00963598	0.705
TR_iDCT_16x16_1	0.00510664	2.458
DIST_HAD_16x64	0.000585445	0.29
DIST_HAD_48x64	0.00171463	0.29
TR_iDCT_8x8_0	0.000656448	1.555
TR_iDCT_8x8_1	0.00212317	4.977
TR_iDCT_4x4_1	0.000211929	1.522
TR_DST_4x4_1	0.000336174	2.944
TR_iDST_4x4_1	0.00017094	1.076
DIST_HAD_64x16	0.000320596	0.16
DIST_HAD_64x48	0.000969303	0.16

Frame	6
Others	2.51236	3086.04
TR_DCT_32x32_0	0.0366117	3.252
DIST_SSE_32x32	0.0100154	13.615
TR_DCT_16x16_0	0.0280949	16.904
DIST_SSE_16x16	0.00999233	45.301
TR_DCT_8x8_0	0.00724601	24.544
DIST_SSE_8x8	0.0079265	89.577
DIST_SSE_64x64	0.00342463	1.056
DIST_SAD_64x64	0.0423215	30.94
DIST_SAD_64x64sub	0.022242	16.389
INTERPOL_HALF_64x64	0.0417643	0.728
DIST_HAD_64x64	0.109373	14.364
INTERPOL_QUARTER_64x64	0.0869071	0.728
DIST_SAD_32x64	0.040785	61.88
DIST_SAD_32x64sub	0.0185223	27.951
INTERPOL_HALF_32x64	0.0442734	1.456
DIST_HAD_32x64	0.104199	27.3
INTERPOL_QUARTER_32x64	0.0938229	1.456
DIST_SAD_64x32	0.0426114	61.88
DIST_SAD_64x32sub	0.0167069	24.255
INTERPOL_HALF_64x32	0.0433562	1.456
DIST_HAD_64x32	0.104678	27.3
INTERPOL_QUARTER_64x32	0.0894851	1.456
TR_DCT_32x32_1	0.0293158	2.59
TR_DCT_16x16_1	0.0260852	15.546
TR_DCT_8x8_1	0.0175681	58.776
TR_DCT_4x4_1	0.00687155	81.856
DIST_SSE_4x4	0.00674569	164.49
DIST_SAD_32x32	0.0425866	123.76
DIST_SAD_32x32sub	0.0226697	63.162
INTERPOL_HALF_32x32	0.0468917	2.912
DIST_HAD_32x32	0.1068	55.286
INTERPOL_QUARTER_32x32	0.0969497	2.912
DIST_SAD_16x16	0.052519	495.04
DIST_SAD_16x16sub	0.0296902	265.031
INTERPOL_HALF_16x16	0.0610733	11.648
DIST_HAD_16x16	0.114571	229.88
INTERPOL_QUARTER_16x16	0.118602	11.648
DIST_SAD_16x32	0.0474558	247.52
DIST_SAD_16x32sub	0.0229572	118.577
INTERPOL_HALF_16x32	0.0547623	5.824
DIST_HAD_16x32	0.107712	109.2
INTERPOL_QUARTER_16x32	0.111296	5.824
DIST_SAD_32x16	0.0457766	247.52
DIST_SAD_32x16sub	0.0224244	117.859
INTERPOL_HALF_32x16	0.0515378	5.824
DIST_HAD_32x16	0.107316	109.2
INTERPOL_QUARTER_32x16	0.102629	5.824
DIST_HAD_64x16	0.000604206	0.3
DIST_HAD_64x48	0.00175079	0.3
DIST_HAD_16x64	0.000834577	0.4
DIST_HAD_48x64	0.00226939	0.4
TR_iDCT_16x16_0	0.00847422	4.153
TR_iDCT_32x32_0	0.0228517	1.705
TR_iDCT_8x8_0	0.00100477	2.499
TR_iDCT_16x16_1	0.00856463	4.173
TR_iDCT_8x8_1	0.00361858	8.587
TR_iDCT_32x32_1	0.0159777	1.183
TR_iDCT_4x4_1	0.000475932	3.489
TR_DST_4x4_1	0.000598425	5.248
TR_iDST_4x4_1	0.00031578	2.103

Frame	7
Others	2.38515	3097.22
TR_DCT_32x32_0	0.0328999	2.996
DIST_SSE_32x32	0.00924845	13.001
TR_DCT_16x16_0	0.0255148	15.702
DIST_SSE_16x16	0.00927322	43.101
TR_DCT_8x8_0	0.00651927	22.44
DIST_SSE_8x8	0.00728376	85.415
DIST_SSE_64x64	0.00321485	1.008
DIST_SAD_64x64	0.0415651	30.94
DIST_SAD_64x64sub	0.020791	15.891
INTERPOL_HALF_64x64	0.0410905	0.728
DIST_HAD_64x64	0.107536	14.224
INTERPOL_QUARTER_64x64	0.0861939	0.728
DIST_SAD_32x64	0.040622	61.88
DIST_SAD_32x64sub	0.0214657	32.817
INTERPOL_HALF_32x64	0.0442501	1.456
DIST_HAD_32x64	0.10332	27.3
INTERPOL_QUARTER_32x64	0.0929284	1.456
DIST_SAD_64x32	0.0425585	61.88
DIST_SAD_64x32sub	0.020539	30.862
INTERPOL_HALF_64x32	0.0429884	1.456
DIST_HAD_64x32	0.104257	27.3
INTERPOL_QUARTER_64x32	0.0885934	1.456
TR_DCT_32x32_1	0.0280623	2.513
TR_DCT_16x16_1	0.0249391	15.16
TR_DCT_8x8_1	0.0168371	57.472
TR_DCT_4x4_1	0.00648859	78.816
DIST_SSE_4x4	0.006399	159.312
DIST_SAD_32x32	0.0421727	123.76
DIST_SAD_32x32sub	0.0273956	78.049
INTERPOL_HALF_32x32	0.0466401	2.912
DIST_HAD_32x32	0.104517	54.866
INTERPOL_QUARTER_32x32	0.09572	2.912
DIST_SAD_16x16	0.0520613	495.031
DIST_SAD_16x16sub	0.0293384	270.834
INTERPOL_HALF_16x16	0.0603998	11.648
DIST_HAD_16x16	0.112598	228.2
INTERPOL_QUARTER_16x16	0.11753	11.648
DIST_SAD_16x32	0.0464242	247.52
DIST_SAD_16x32sub	0.0224041	118.718
INTERPOL_HALF_16x32	0.0543256	5.824
DIST_HAD_16x32	0.106653	109.2
INTERPOL_QUARTER_16x32	0.110283	5.824
DIST_SAD_32x16	0.0453945	247.52
DIST_SAD_32x16sub	0.0232961	125.306
INTERPOL_HALF_32x16	0.0512201	5.824
DIST_HAD_32x16	0.106568	109.2
INTERPOL_QUARTER_32x16	0.10185	5.824
TR_iDCT_8x8_1	0.00293461	7.29
TR_iDCT_32x32_1	0.0140357	1.074
TR_iDCT_16x16_1	0.00715618	3.625
TR_iDCT_4x4_1	0.000348388	2.766
TR_DST_4x4_1	0.000479724	4.48
TR_iDST_4x4_1	0.000234344	1.53
TR_iDCT_32x32_0	0.0199989	1.531
TR_iDCT_16x16_0	0.00746658	3.796
DIST_HAD_16x64	0.000668471	0.33
DIST_HAD_48x64	0.00190556	0.33
TR_iDCT_8x8_0	0.000825013	2.115
DIST_HAD_64x16	0.000403594	0.21
DIST_HAD_64x48	0.00117263	0.21

Frame	8
Others	3.53817	3541.59
TR_DCT_32x32_0	0.0530288	4.736
DIST_SSE_32x32	0.0142026	19.693
TR_DCT_16x16_0	0.0381353	23.094
DIST_SSE_16x16	0.0148876	67.614
TR_iDCT_16x16_0	0.0193276	9.628
TR_DCT_8x8_0	0.0108842	36.584
DIST_SSE_8x8	0.0115019	134.401
TR_iDCT_32x32_0	0.0474972	3.548
DIST_SSE_64x64	0.00432814	1.331
DIST_SAD_64x64	0.0418095	30.94
DIST_SAD_64x64sub	0.0286879	21.329
INTERPOL_HALF_64x64	0.0414277	0.728
DIST_HAD_64x64	0.117368	15.414
INTERPOL_QUARTER_64x64	0.0864555	0.728
DIST_SAD_32x64	0.0412073	61.88
DIST_SAD_32x64sub	0.0264303	39.692
INTERPOL_HALF_32x64	0.0446823	1.456
DIST_HAD_32x64	0.104258	27.3
INTERPOL_QUARTER_32x64	0.0941085	1.456
DIST_SAD_64x32	0.0429693	61.88
DIST_SAD_64x32sub	0.0269601	38.841
INTERPOL_HALF_64x32	0.0434558	1.456
DIST_HAD_64x32	0.10493	27.3
INTERPOL_QUARTER_64x32	0.0902487	1.456
TR_DCT_32x32_1	0.0409348	3.615
TR_DCT_16x16_1	0.0359401	21.483
TR_iDCT_16x16_1	0.022684	11.046
TR_DCT_8x8_1	0.0236376	78.56
TR_DCT_4x4_1	0.00981142	115.456
DIST_SSE_4x4	0.00974121	232.188
DIST_SAD_32x32	0.0425959	123.76
DIST_SAD_32x32sub	0.0335472	91.876
INTERPOL_HALF_32x32	0.0471731	2.912
DIST_HAD_32x32	0.114128	59.381
INTERPOL_QUARTER_32x32	0.0974338	2.912
DIST_SAD_16x16	0.0538416	495.04
DIST_SAD_16x16sub	0.0360549	318.872
INTERPOL_HALF_16x16	0.0608229	11.648
DIST_HAD_16x16	0.121992	246.26
INTERPOL_QUARTER_16x16	0.118778	11.648
DIST_SAD_16x32	0.0471261	247.52
DIST_SAD_16x32sub	0.0251323	128.929
INTERPOL_HALF_16x32	0.0549922	5.824
DIST_HAD_16x32	0.107462	109.2
INTERPOL_QUARTER_16x32	0.112597	5.824
DIST_SAD_32x16	0.0459368	247.52
DIST_SAD_32x16sub	0.0279962	145.692
INTERPOL_HALF_32x16	0.0517771	5.824
DIST_HAD_32x16	0.10777	109.2
INTERPOL_QUARTER_32x16	0.103387	5.824
TR_iDCT_32x32_1	0.0379899	2.831
TR_DST_4x4_1	0.00143938	12.736
TR_iDCT_8x8_1	0.0104846	25.311
TR_iDST_4x4_1	0.00096916	6.718
DIST_HAD_64x16	0.00103454	0.52
DIST_HAD_64x48	0.0030119	0.52
DIST_HAD_16x64	0.0012252	0.61
DIST_HAD_48x64	0.00358121	0.61
TR_iDCT_8x8_0	0.00327721	8.006
TR_iDCT_4x4_1	0.0016764	13.227

Frame	9
Others	2.27227	3150.49
TR_DCT_32x32_0	0.0301515	2.756
DIST_SSE_32x32	0.0085272	12.086
TR_DCT_16x16_0	0.0235121	14.544
DIST_SSE_16x16	0.00855846	39.771
TR_DCT_8x8_0	0.00597898	20.928
DIST_SSE_8x8	0.00676478	79.512
DIST_SSE_64x64	0.00303552	0.964
DIST_SAD_64x64	0.0414212	30.94
DIST_SAD_64x64sub	0.0287328	22.017
INTERPOL_HALF_64x64	0.0409101	0.728
DIST_HAD_64x64	0.105805	14.084
INTERPOL_QUARTER_64x64	0.0849307	0.728
DIST_SAD_32x64	0.0401998	61.88
DIST_SAD_32x64sub	0.0237684	36.17
INTERPOL_HALF_32x64	0.0438856	1.456
DIST_HAD_32x64	0.103725	27.3
INTERPOL_QUARTER_32x64	0.0917594	1.456
DIST_SAD_64x32	0.0413976	61.88
DIST_SAD_64x32sub	0.0276221	41.15
INTERPOL_HALF_64x32	0.0417416	1.456
DIST_HAD_64x32	0.101072	27.3
INTERPOL_QUARTER_64x32	0.0864074	1.456
TR_DCT_32x32_1	0.0259504	2.342
TR_DCT_16x16_1	0.0229291	14.077
TR_DCT_8x8_1	0.0157544	54.412
TR_DCT_4x4_1	0.00604459	74.672
DIST_SSE_4x4	0.00584282	149.586
DIST_SAD_32x32	0.0411264	123.76
DIST_SAD_32x32sub	0.0348174	98.665
INTERPOL_HALF_32x32	0.045474	2.912
DIST_HAD_32x32	0.101244	54.131
INTERPOL_QUARTER_32x32	0.0937677	2.912
DIST_SAD_16x16	0.0511523	494.824
DIST_SAD_16x16sub	0.0328621	305.003
INTERPOL_HALF_16x16	0.0591514	11.648
DIST_HAD_16x16	0.109152	225.26
INTERPOL_QUARTER_16x16	0.11509	11.648
DIST_SAD_16x32	0.0454829	247.457
DIST_SAD_16x32sub	0.0240014	128.367
INTERPOL_HALF_16x32	0.0532027	5.824
DIST_HAD_16x32	0.104622	109.2
INTERPOL_QUARTER_16x32	0.108273	5.824
DIST_SAD_32x16	0.044087	247.484
DIST_SAD_32x16sub	0.0252242	137.482
INTERPOL_HALF_32x16	0.0498624	5.824
DIST_HAD_32x16	0.104502	109.2
INTERPOL_QUARTER_32x16	0.0994953	5.824
TR_iDCT_32x32_0	0.0170909	1.304
DIST_HAD_64x16	0.000190901	0.09
DIST_HAD_64x48	0.000510184	0.09
DIST_HAD_16x64	0.000588749	0.3
DIST_HAD_48x64	0.00168861	0.3
TR_iDCT_16x16_0	0.00622733	3.15
TR_iDCT_8x8_0	0.00069316	1.768
TR_iDCT_32x32_1	0.0106167	0.799
TR_iDCT_16x16_1	0.00534967	2.677
TR_iDCT_8x8_1	0.00222194	5.346
TR_iDCT_4x4_1	0.000202101	1.584
TR_DST_4x4_1	0.000341061	3.136
TR_iDST_4x4_1	0.000168143	1.042

Frame	10
Others	2.58495	3307.34
TR_DCT_32x32_0	0.0346921	3.204
DIST_SSE_32x32	0.00973598	13.845
TR_DCT_16x16_0	0.0266693	16.57
DIST_SSE_16x16	0.00982194	46.017
TR_DCT_8x8_0	0.00697328	24.472
DIST_SSE_8x8	0.00772267	91.614
DIST_SSE_64x64	0.00324631	1.048
DIST_SAD_64x64	0.0408438	30.94
DIST_SAD_64x64sub	0.0329468	25.541
INTERPOL_HALF_64x64	0.0403927	0.728
DIST_HAD_64x64	0.106734	14.364
INTERPOL_QUARTER_64x64	0.0845801	0.728
DIST_SAD_32x64	0.0396516	61.88
DIST_SAD_32x64sub	0.0232274	35.487
INTERPOL_HALF_32x64	0.0432118	1.456
DIST_HAD_32x64	0.10116	27.3
INTERPOL_QUARTER_32x64	0.0906437	1.456
DIST_SAD_64x32	0.0418408	61.88
DIST_SAD_64x32sub	0.0266281	40.494
INTERPOL_HALF_64x32	0.0419991	1.456
DIST_HAD_64x32	0.102204	27.3
INTERPOL_QUARTER_64x32	0.0875843	1.456
TR_DCT_32x32_1	0.0292198	2.652
TR_DCT_16x16_1	0.0259208	15.919
TR_DCT_8x8_1	0.0174528	60.36
