	 Total Time (s)	Calls (kCalls)
DIST_SAD_16x16sub	0.00455216	42.7
INTERPOL_HALF_16x16	0.0153967	2.912
DIST_HAD_16x16	0.025891	53.676
INTERPOL_QUARTER_16x16	0.0288055	2.912
DIST_SAD_8x16	0.015822	247.52
DIST_SAD_8x16sub	0.00501966	72.649
INTERPOL_HALF_8x16	0.0201369	5.824
DIST_HAD_8x16	0.031771	122.304
INTERPOL_QUARTER_8x16	0.0370717	5.824
DIST_SAD_16x8	0.0321726	321.13
INTERPOL_HALF_16x8	0.0182459	5.824
DIST_HAD_16x8	0.0314209	122.304
INTERPOL_QUARTER_16x8	0.0325983	5.824
TR_DCT_8x8_3	0.0084997	24.547
TR_DCT_4x4_3	0.0158394	193.164
DIST_SAD_8x8	0.0404506	646.8
INTERPOL_HALF_8x8	0.0255435	11.648
DIST_HAD_8x8	0.0306641	211.729
INTERPOL_QUARTER_8x8	0.0428437	11.648
DIST_SAD_4x8	0.0143379	324.78
INTERPOL_HALF_4x8	0.0199554	11.648
DIST_HAD_4x8	0.0231089	279.552
INTERPOL_QUARTER_4x8	0.0320104	11.648
DIST_SAD_8x4	0.0162369	325.425
INTERPOL_HALF_8x4	0.0177326	11.648
DIST_HAD_8x4	0.0221961	279.552
INTERPOL_QUARTER_8x4	0.0269284	11.648
TR_iDCT_32x32_0	0.0142424	1.089
TR_iDCT_16x16_0	0.00525662	2.654
TR_iDCT_8x8_0	0.000525938	1.313
DIST_HAD_16x64	0.00048696	0.24
DIST_HAD_48x64	0.00137805	0.24
TR_iDCT_32x32_1	0.00839526	0.642
TR_iDCT_16x16_1	0.00318243	1.555
TR_iDCT_8x8_1	0.00165552	4.065
DIST_SAD_8x32	0.000986981	8.84
DIST_SAD_8x32sub	0.000496271	4.436
INTERPOL_HALF_8x32	0.00125011	0.208
DIST_HAD_8x32	0.00222224	4.498
INTERPOL_QUARTER_8x32	0.00260185	0.208
DIST_SAD_24x32	0.00219763	8.84
DIST_SAD_24x32sub	0.000886305	3.292
INTERPOL_HALF_24x32	0.00257728	0.208
DIST_HAD_24x32	0.00638589	4.498
INTERPOL_QUARTER_24x32	0.00545775	0.208
DIST_HAD_16x4	0.000828932	6.266
DIST_HAD_16x12	0.00209759	6.266
DIST_HAD_4x16	0.00131541	9.542
DIST_HAD_12x16	0.00316812	9.542
TR_iDCT_8x8_2	0.000978864	2.339
TR_iDCT_4x4_2	0.000660083	4.988
DIST_SAD_16x4	0.000811674	13.404
INTERPOL_HALF_16x4	0.000489961	0.236
INTERPOL_QUARTER_16x4	0.000825867	0.236
DIST_SAD_16x12	0.000913792	10.03
DIST_SAD_16x12sub	0.000304491	3.789
INTERPOL_HALF_16x12	0.000961123	0.236
INTERPOL_QUARTER_16x12	0.00189009	0.236
DIST_SAD_4x16	0.000749186	17.51
DIST_SAD_4x16sub	0.000321551	7.072
INTERPOL_HALF_4x16	0.00110747	0.412
INTERPOL_QUARTER_4x16	0.00203943	0.412
DIST_SAD_12x16	0.0015081	17.51
DIST_SAD_12x16sub	0.000631606	7.338
INTERPOL_HALF_12x16	0.00177259	0.412
INTERPOL_QUARTER_12x16	0.00351239	0.412
TR_iDCT_8x8_3	0.000626485	1.501
TR_iDCT_4x4_3	0.000328299	2.41
TR_iDCT_16x16_2	0.00212952	1.065
DIST_SAD_32x8	0.00118344	6.787
INTERPOL_HALF_32x8	0.00050526	0.1
DIST_HAD_32x8	0.00111625	2.29
INTERPOL_QUARTER_32x8	0.000968956	0.1
DIST_SAD_32x24	0.001044	4.25
DIST_SAD_32x24sub	0.000463086	1.814
INTERPOL_HALF_32x24	0.0011979	0.1
DIST_HAD_32x24	0.00322058	2.29
INTERPOL_QUARTER_32x24	0.00250644	0.1
TR_DST_4x4_2	6.29526e-05	0.576
TR_iDST_4x4_2	3.76535e-05	0.241
TR_DST_4x4_3	0.000264336	2.467
TR_iDST_4x4_3	0.000163897	0.945
DIST_HAD_4x4	0.000393019	8.26
TR_iDCT_4x4_1	7.42959e-05	0.561
DIST_HAD_64x16	0.000227791	0.12
DIST_HAD_64x48	0.000673909	0.12

Frame	2
Others	7.55724	9849.44
TR_DCT_32x32_0	0.031976	2.936
DIST_SSE_32x32	0.00892316	12.736
TR_DCT_16x16_0	0.0249195	15.43
DIST_SSE_16x16	0.0137045	63.961
TR_DCT_8x8_0	0.00629777	22.152
DIST_SSE_8x8	0.019191	233.574
DIST_SSE_64x64	0.003106	0.998
DIST_SAD_64x64	0.0203576	15.47
DIST_SAD_64x64sub	0.00704108	5.461
INTERPOL_HALF_64x64	0.0201568	0.364
DIST_HAD_64x64	0.0564474	7.637
INTERPOL_QUARTER_64x64	0.0418577	0.364
DIST_SAD_32x64	0.0196197	30.94
DIST_SAD_32x64sub	0.00607103	9.339
INTERPOL_HALF_32x64	0.0217372	0.728
DIST_HAD_32x64	0.0527679	14.196
INTERPOL_QUARTER_32x64	0.0452505	0.728
DIST_SAD_64x32	0.020936	30.94
DIST_SAD_64x32sub	0.00701259	10.736
INTERPOL_HALF_64x32	0.0209662	0.728
DIST_HAD_64x32	0.0527523	14.196
INTERPOL_QUARTER_64x32	0.043252	0.728
TR_DCT_32x32_1	0.0264291	2.415
TR_DCT_16x16_1	0.0213199	13.172
TR_DCT_8x8_1	0.0154561	52.968
TR_DCT_4x4_1	0.00579654	72.032
DIST_SSE_4x4	0.0466888	1144.52
DIST_SAD_32x32	0.020619	61.88
DIST_SAD_32x32sub	0.00772775	22.305
INTERPOL_HALF_32x32	0.0228513	1.456
DIST_HAD_32x32	0.0532713	28.448
INTERPOL_QUARTER_32x32	0.0470143	1.456
DIST_SAD_16x32	0.0225872	123.76
DIST_SAD_16x32sub	0.00781519	42.481
INTERPOL_HALF_16x32	0.0267462	2.912
DIST_HAD_16x32	0.054212	56.784
INTERPOL_QUARTER_16x32	0.0541183	2.912
DIST_SAD_32x16	0.0223499	123.76
DIST_SAD_32x16sub	0.00815931	44.606
INTERPOL_HALF_32x16	0.0250793	2.912
DIST_HAD_32x16	0.0544205	56.784
INTERPOL_QUARTER_32x16	0.0498147	2.912
TR_DCT_16x16_2	0.0137932	8.055
TR_DCT_8x8_2	0.0137551	46.36
TR_DCT_4x4_2	0.0192515	245.536
DIST_SAD_16x16	0.0256309	247.52
DIST_SAD_16x16sub	0.0105021	96.658
INTERPOL_HALF_16x16	0.0303711	5.824
DIST_HAD_16x16	0.052407	108.262
INTERPOL_QUARTER_16x16	0.0577992	5.824
DIST_SAD_8x16	0.0317383	495.04
DIST_SAD_8x16sub	0.0102871	156.63
INTERPOL_HALF_8x16	0.0395692	11.648
DIST_HAD_8x16	0.0583478	227.136
INTERPOL_QUARTER_8x16	0.0739303	11.648
DIST_SAD_16x8	0.0658557	656.515
INTERPOL_HALF_16x8	0.035817	11.648
DIST_HAD_16x8	0.0578694	227.136
INTERPOL_QUARTER_16x8	0.0650575	11.648
TR_DCT_8x8_3	0.00906516	25.708
TR_DCT_4x4_3	0.0163819	198.464
DIST_SAD_8x8	0.0831195	1321.67
INTERPOL_HALF_8x8	0.0489256	23.296
DIST_HAD_8x8	0.0589441	424.018
INTERPOL_QUARTER_8x8	0.0849835	23.296
DIST_SAD_4x8	0.0297049	675.358
INTERPOL_HALF_4x8	0.038255	23.296
DIST_HAD_4x8	0.03891	489.216
INTERPOL_QUARTER_4x8	0.0634635	23.296
DIST_SAD_8x4	0.0332207	667.379
INTERPOL_HALF_8x4	0.0340092	23.296
DIST_HAD_8x4	0.0381473	489.216
INTERPOL_QUARTER_8x4	0.053263	23.296
TR_iDCT_32x32_0	0.0189041	1.447
TR_iDCT_32x32_1	0.0143732	1.1
DIST_SAD_16x4	0.00240865	38.671
INTERPOL_HALF_16x4	0.00121863	0.584
DIST_HAD_16x4	0.00175774	13.248
INTERPOL_QUARTER_16x4	0.00203627	0.584
DIST_SAD_16x12	0.00210236	24.82
DIST_SAD_16x12sub	0.000790672	9.293
INTERPOL_HALF_16x12	0.00240493	0.584
DIST_HAD_16x12	0.00434068	13.248
INTERPOL_QUARTER_16x12	0.00490737	0.584
DIST_SAD_4x16	0.00194314	44.88
DIST_SAD_4x16sub	0.00130147	28.282
INTERPOL_HALF_4x16	0.00275225	1.056
DIST_HAD_4x16	0.0029739	22.032
INTERPOL_QUARTER_4x16	0.00523473	1.056
DIST_SAD_12x16	0.0038172	44.88
DIST_SAD_12x16sub	0.00233512	26.043
INTERPOL_HALF_12x16	0.00455258	1.056
DIST_HAD_12x16	0.0071318	22.032
INTERPOL_QUARTER_12x16	0.0089576	1.056
TR_iDCT_16x16_0	0.00694068	3.531
TR_iDCT_8x8_0	0.000716846	1.834
DIST_HAD_16x64	0.000612771	0.32
DIST_HAD_48x64	0.00186311	0.32
TR_iDCT_16x16_1	0.00510884	2.512
TR_iDCT_8x8_1	0.00258954	6.389
DIST_HAD_32x8	0.00266477	5.402
DIST_HAD_32x24	0.0076104	5.402
DIST_SAD_8x32	0.00217008	19.38
DIST_SAD_8x32sub	0.00148926	13.015
INTERPOL_HALF_8x32	0.00270452	0.456
DIST_HAD_8x32	0.00464923	9.212
INTERPOL_QUARTER_8x32	0.00559746	0.456
DIST_SAD_24x32	0.00481484	19.38
DIST_SAD_24x32sub	0.00226714	8.234
INTERPOL_HALF_24x32	0.00566813	0.456
DIST_HAD_24x32	0.013122	9.212
INTERPOL_QUARTER_24x32	0.0120522	0.456
TR_iDCT_16x16_2	0.00406649	1.99
TR_iDCT_8x8_2	0.00173452	4.179
TR_iDCT_4x4_2	0.00121433	8.965
TR_iDCT_8x8_3	0.00118554	2.867
TR_iDCT_4x4_3	0.000596401	4.36
TR_DST_4x4_2	0.000172361	1.568
TR_iDST_4x4_2	0.000114922	0.754
TR_iDCT_4x4_1	0.000133433	0.998
TR_DST_4x4_3	0.000596761	5.594
TR_iDST_4x4_3	0.000359449	2.559
DIST_HAD_4x4	0.000878002	18.76
DIST_SAD_32x8	0.0033901	18.448
INTERPOL_HALF_32x8	0.00137458	0.256
INTERPOL_QUARTER_32x8	0.00250884	0.256
DIST_SAD_32x24	0.00278125	10.88
DIST_SAD_32x24sub	0.00129806	4.884
INTERPOL_HALF_32x24	0.00307326	0.256
INTERPOL_QUARTER_32x24	0.00651447	0.256
DIST_HAD_64x16	0.000393341	0.2
DIST_HAD_64x48	0.00110597	0.2

Frame	3
Others	8.85192	13485.9
TR_DCT_32x32_0	0.0287646	2.62
DIST_SSE_32x32	0.00831692	11.782
TR_DCT_16x16_0	0.0229611	14.252
DIST_SSE_16x16	0.0129784	60.212
TR_DCT_8x8_0	0.00563018	19.6
DIST_SSE_8x8	0.0184547	222.379
DIST_SSE_64x64	0.00304598	0.951
DIST_SAD_64x64	0.0310379	23.205
DIST_SAD_64x64sub	0.0150947	11.648
INTERPOL_HALF_64x64	0.0304784	0.546
DIST_HAD_64x64	0.0793352	10.598
INTERPOL_QUARTER_64x64	0.0638402	0.546
DIST_SAD_32x64	0.0299829	46.41
DIST_SAD_32x64sub	0.010467	16.215
INTERPOL_HALF_32x64	0.0325343	1.092
DIST_HAD_32x64	0.0772548	20.748
INTERPOL_QUARTER_32x64	0.0684209	1.092
DIST_SAD_64x32	0.0314533	46.41
DIST_SAD_64x32sub	0.010698	16.132
INTERPOL_HALF_64x32	0.0316717	1.092
DIST_HAD_64x32	0.0775913	20.748
INTERPOL_QUARTER_64x32	0.0652371	1.092
TR_DCT_32x32_1	0.0250118	2.26
TR_DCT_16x16_1	0.0204444	12.494
TR_DCT_8x8_1	0.0146914	49.916
TR_DCT_4x4_1	0.00552479	67.504
DIST_SSE_4x4	0.0453787	1102.79
DIST_SAD_32x32	0.0309966	92.82
DIST_SAD_32x32sub	0.0145064	41.721
INTERPOL_HALF_32x32	0.0344399	2.184
DIST_HAD_32x32	0.0778958	41.167
INTERPOL_QUARTER_32x32	0.0710264	2.184
DIST_SAD_16x32	0.0345737	185.64
DIST_SAD_16x32sub	0.0133115	70.659
INTERPOL_HALF_16x32	0.040254	4.368
DIST_HAD_16x32	0.0799255	82.992
INTERPOL_QUARTER_16x32	0.0817771	4.368
DIST_SAD_32x16	0.0332939	185.64
DIST_SAD_32x16sub	0.0126817	68.919
INTERPOL_HALF_32x16	0.0377355	4.368
DIST_HAD_32x16	0.0796141	82.992
INTERPOL_QUARTER_32x16	0.0747199	4.368
TR_DCT_16x16_2	0.013129	7.567
TR_DCT_8x8_2	0.013267	44.088
TR_DCT_4x4_2	0.0183658	233.4
DIST_SAD_16x16	0.0383999	371.28
DIST_SAD_16x16sub	0.0174046	159.987
INTERPOL_HALF_16x16	0.0451914	8.736
DIST_HAD_16x16	0.0772244	159.593
INTERPOL_QUARTER_16x16	0.0865712	8.736
DIST_SAD_8x16	0.0475962	742.56
DIST_SAD_8x16sub	0.0170104	257.295
INTERPOL_HALF_8x16	0.0585228	17.472
DIST_HAD_8x16	0.0849257	331.968
INTERPOL_QUARTER_8x16	0.110677	17.472
DIST_SAD_16x8	0.101085	1000.43
INTERPOL_HALF_16x8	0.0538639	17.472
DIST_HAD_16x8	0.0846591	331.968
INTERPOL_QUARTER_16x8	0.0977312	17.472
TR_DCT_8x8_3	0.00898888	25.16
TR_DCT_4x4_3	0.0161819	196.056
DIST_SAD_8x8	0.127726	2029.67
INTERPOL_HALF_8x8	0.0729252	34.944
DIST_HAD_8x8	0.087788	632.352
INTERPOL_QUARTER_8x8	0.126807	34.944
DIST_SAD_4x8	0.0451747	1021.89
INTERPOL_HALF_4x8	0.0567497	34.944
DIST_HAD_4x8	0.0545159	698.88
INTERPOL_QUARTER_4x8	0.0951552	34.944
DIST_SAD_8x4	0.0505059	1017.33
INTERPOL_HALF_8x4	0.0507373	34.944
DIST_HAD_8x4	0.052788	698.88
INTERPOL_QUARTER_8x4	0.0799271	34.944
TR_iDCT_4x4_2	0.000985927	7.237
TR_iDCT_4x4_3	0.000484507	3.561
DIST_SAD_8x32	0.00289335	26.52
DIST_SAD_8x32sub	0.00282673	24.777
INTERPOL_HALF_8x32	0.00365518	0.624
DIST_HAD_8x32	0.00598145	12.106
INTERPOL_QUARTER_8x32	0.00759225	0.624
DIST_SAD_24x32	0.00650591	26.52
DIST_SAD_24x32sub	0.00372567	13.77
INTERPOL_HALF_24x32	0.00776091	0.624
DIST_HAD_24x32	0.0172817	12.106
INTERPOL_QUARTER_24x32	0.0163895	0.624
DIST_HAD_16x4	0.00158496	12.424
DIST_HAD_16x12	0.00400832	12.424
DIST_HAD_4x16	0.00333749	25.496
DIST_HAD_12x16	0.00822348	25.496
DIST_SAD_16x4	0.0024865	39.758
INTERPOL_HALF_16x4	0.00120416	0.576
INTERPOL_QUARTER_16x4	0.00198366	0.576
DIST_SAD_16x12	0.00201159	24.48
DIST_SAD_16x12sub	0.000896655	10.371
INTERPOL_HALF_16x12	0.0023457	0.576
INTERPOL_QUARTER_16x12	0.0046224	0.576
DIST_SAD_4x16	0.00236522	54.57
DIST_SAD_4x16sub	0.00202236	42.995
INTERPOL_HALF_4x16	0.00326167	1.284
INTERPOL_QUARTER_4x16	0.00630626	1.284
DIST_SAD_12x16	0.00475587	54.57
DIST_SAD_12x16sub	0.00317381	34.871
INTERPOL_HALF_12x16	0.00544712	1.284
INTERPOL_QUARTER_12x16	0.0108372	1.284
TR_iDCT_16x16_0	0.00618159	3.131
TR_iDCT_16x16_1	0.00443682	2.195
TR_iDCT_8x8_1	0.0022307	5.415
TR_iDCT_16x16_2	0.00331415	1.623
TR_iDCT_8x8_2	0.00142759	3.399
TR_iDCT_8x8_3	0.000934448	2.237
TR_iDCT_32x32_0	0.0156033	1.181
TR_iDCT_8x8_0	0.000501338	1.225
DIST_HAD_16x64	0.000530006	0.24
DIST_HAD_48x64	0.00138456	0.24
DIST_HAD_32x8	0.00282779	5.832
DIST_HAD_32x24	0.0082094	5.832
TR_iDCT_32x32_1	0.011917	0.903
TR_DST_4x4_2	0.000120174	1.072
TR_iDST_4x4_2	8.26747e-05	0.471
TR_DST_4x4_3	0.000444104	4.011
TR_iDST_4x4_3	0.000254977	1.745
DIST_HAD_4x4	0.000636346	13.44
TR_iDCT_4x4_1	0.000128408	0.963
DIST_HAD_64x16	0.000253888	0.13
DIST_HAD_64x48	0.000734386	0.13
DIST_SAD_32x8	0.00391707	21.489
INTERPOL_HALF_32x8	0.00147314	0.288
INTERPOL_QUARTER_32x8	0.00280732	0.288
DIST_SAD_32x24	0.00309379	12.24
DIST_SAD_32x24sub	0.00141349	5.485
INTERPOL_HALF_32x24	0.00343429	0.288
INTERPOL_QUARTER_32x24	0.00720028	0.288

Frame	4
Others	13.4539	19910.2
TR_DCT_32x32_0	0.0442083	4.112
DIST_SSE_32x32	0.0127074	18.238
TR_DCT_16x16_0	0.0323813	20.252
DIST_SSE_16x16	0.0198402	93.261
TR_DCT_8x8_0	0.00896574	31.6
DIST_SSE_8x8	0.026699	327.813
DIST_SSE_64x64	0.00371907	1.204
DIST_SAD_64x64	0.0407146	30.94
DIST_SAD_64x64sub	0.0153073	11.802
INTERPOL_HALF_64x64	0.040279	0.728
DIST_HAD_64x64	0.111752	15.099
INTERPOL_QUARTER_64x64	0.0841275	0.728
DIST_SAD_32x64	0.0393861	61.88
DIST_SAD_32x64sub	0.0147862	22.842
INTERPOL_HALF_32x64	0.0430503	1.456
DIST_HAD_32x64	0.100825	27.3
INTERPOL_QUARTER_32x64	0.0901906	1.456
DIST_SAD_64x32	0.0412916	61.88
DIST_SAD_64x32sub	0.0154819	23.611
INTERPOL_HALF_64x32	0.0417286	1.456
DIST_HAD_64x32	0.100915	27.3
INTERPOL_QUARTER_64x32	0.0859754	1.456
TR_DCT_32x32_1	0.0387893	3.55
TR_DCT_16x16_1	0.0290094	18.022
TR_DCT_8x8_1	0.0212281	73.118
TR_DCT_4x4_1	0.00821573	102.152
DIST_SSE_4x4	0.0636508	1532.21
DIST_SAD_32x32	0.0410545	123.76
DIST_SAD_32x32sub	0.0210401	60.982
INTERPOL_HALF_32x32	0.0452137	2.912
DIST_HAD_32x32	0.107602	57.806
INTERPOL_QUARTER_32x32	0.0936684	2.912
DIST_SAD_16x32	0.0454193	247.52
DIST_SAD_16x32sub	0.0206452	109.94
INTERPOL_HALF_16x32	0.053029	5.824
DIST_HAD_16x32	0.104317	109.2
INTERPOL_QUARTER_16x32	0.108545	5.824
DIST_SAD_32x16	0.0441167	247.52
DIST_SAD_32x16sub	0.0190833	104.469
INTERPOL_HALF_32x16	0.0496064	5.824
DIST_HAD_32x16	0.10416	109.2
INTERPOL_QUARTER_32x16	0.0993369	5.824
TR_DCT_16x16_2	0.0197126	11.666
TR_DCT_8x8_2	0.0182977	61.814
TR_DCT_4x4_2	0.0252691	321.648
DIST_SAD_16x16	0.0509097	494.995
DIST_SAD_16x16sub	0.029398	268.699
INTERPOL_HALF_16x16	0.0594158	11.648
DIST_HAD_16x16	0.107298	223.664
INTERPOL_QUARTER_16x16	0.11515	11.648
DIST_SAD_8x16	0.0630028	990.035
DIST_SAD_8x16sub	0.0265604	401.152
INTERPOL_HALF_8x16	0.0770238	23.296
DIST_HAD_8x16	0.11084	436.8
INTERPOL_QUARTER_8x16	0.147047	23.296
DIST_SAD_16x8	0.139178	1387.87
INTERPOL_HALF_16x8	0.0705907	23.296
DIST_HAD_16x8	0.109983	436.8
INTERPOL_QUARTER_16x8	0.129087	23.296
TR_DCT_8x8_3	0.0122649	36.098
TR_DCT_4x4_3	0.0197397	240.728
DIST_SAD_8x8	0.184005	2918.34
INTERPOL_HALF_8x8	0.0958453	46.592
DIST_HAD_8x8	0.119826	869.316
INTERPOL_QUARTER_8x8	0.167682	46.592
DIST_SAD_4x8	0.0656824	1476.89
INTERPOL_HALF_4x8	0.074022	46.592
DIST_HAD_4x8	0.0697011	908.544
INTERPOL_QUARTER_4x8	0.125087	46.592
DIST_SAD_8x4	0.0725665	1461.76
INTERPOL_HALF_8x4	0.0661404	46.592
DIST_HAD_8x4	0.0672863	908.544
INTERPOL_QUARTER_8x4	0.104858	46.592
TR_iDCT_16x16_0	0.016441	8.376
TR_iDCT_16x16_1	0.0142568	7.156
TR_iDCT_32x32_0	0.0367175	2.83
DIST_HAD_64x16	0.000729594	0.39
DIST_HAD_64x48	0.00215908	0.39
DIST_HAD_16x64	0.000915629	0.48
DIST_HAD_48x64	0.00272086	0.48
TR_iDCT_8x8_0	0.00251323	6.37
TR_iDCT_8x8_3	0.00657201	15.993
TR_iDCT_32x32_1	0.032973	2.54
DIST_HAD_32x8	0.00874752	18.24
DIST_HAD_32x24	0.0256556	18.24
DIST_HAD_8x32	0.0148271	30.16
DIST_HAD_24x32	0.0428672	30.16
TR_iDCT_8x8_1	0.00779595	19.375
TR_iDCT_4x4_1	0.000799608	6.315
TR_iDCT_16x16_2	0.0139185	6.918
DIST_HAD_16x4	0.00744986	60.29
DIST_HAD_16x12	0.0191491	60.29
DIST_HAD_4x16	0.00819565	64.07
DIST_HAD_12x16	0.0207038	64.07
TR_DST_4x4_2	0.000696309	6.4
TR_iDCT_8x8_2	0.00665835	16.368
TR_iDST_4x4_2	0.000578095	3.952
TR_iDCT_4x4_2	0.00491875	37.767
TR_iDCT_4x4_3	0.00327512	25.621
DIST_SAD_32x8	0.0117221	66.591
INTERPOL_HALF_32x8	0.00463126	0.928
INTERPOL_QUARTER_32x8	0.00887769	0.928
DIST_SAD_32x24	0.00989389	39.44
DIST_SAD_32x24sub	0.00442086	17.114
INTERPOL_HALF_32x24	0.0111796	0.928
INTERPOL_QUARTER_32x24	0.0233053	0.928
DIST_SAD_8x32	0.0071886	66.64
DIST_SAD_8x32sub	0.00560372	50.111
INTERPOL_HALF_8x32	0.00919982	1.568
INTERPOL_QUARTER_8x32	0.0188389	1.568
DIST_SAD_24x32	0.0163472	66.64
DIST_SAD_24x32sub	0.00845036	31.98
INTERPOL_HALF_24x32	0.0192554	1.568
INTERPOL_QUARTER_24x32	0.0405877	1.568
DIST_SAD_16x4	0.0137009	224.131
INTERPOL_HALF_16x4	0.00617432	3.056
INTERPOL_QUARTER_16x4	0.0106165	3.056
DIST_SAD_16x12	0.0106086	129.88
DIST_SAD_16x12sub	0.00508669	61.46
INTERPOL_HALF_16x12	0.0121825	3.056
INTERPOL_QUARTER_16x12	0.0240191	3.056
DIST_SAD_4x16	0.00585758	138.639
DIST_SAD_4x16sub	0.00510657	113.883
INTERPOL_HALF_4x16	0.00810577	3.264
INTERPOL_QUARTER_4x16	0.0160272	3.264
DIST_SAD_12x16	0.0116393	138.675
DIST_SAD_12x16sub	0.00581403	67.84
INTERPOL_HALF_12x16	0.0135708	3.264
INTERPOL_QUARTER_12x16	0.0273276	3.264
TR_DST_4x4_3	0.00401584	36.81
TR_iDST_4x4_3	0.0032091	22.789
DIST_HAD_4x4	0.00587165	122.64

Frame	5
Others	10.401	17521.3
TR_DCT_32x32_0	0.029028	2.68
DIST_SSE_32x32	0.008091	11.634
TR_DCT_16x16_0	0.022709	14.332
DIST_SSE_16x16	0.0126908	58.732
TR_DCT_8x8_0	0.0056726	20.048
DIST_SSE_8x8	0.0178542	216.996
DIST_SSE_64x64	0.00291464	0.95
DIST_SAD_64x64	0.0403384	30.94
DIST_SAD_64x64sub	0.0205981	15.999
INTERPOL_HALF_64x64	0.0397443	0.728
DIST_HAD_64x64	0.102997	14.014
INTERPOL_QUARTER_64x64	0.0830466	0.728
DIST_SAD_32x64	0.0393199	61.88
DIST_SAD_32x64sub	0.0153652	23.951
INTERPOL_HALF_32x64	0.0429577	1.456
DIST_HAD_32x64	0.10119	27.3
INTERPOL_QUARTER_32x64	0.0902171	1.456
DIST_SAD_64x32	0.0415178	61.88
DIST_SAD_64x32sub	0.0162626	24.497
INTERPOL_HALF_64x32	0.0419243	1.456
DIST_HAD_64x32	0.101528	27.3
