	 Total Time (s)	Calls (kCalls)
INTERPOL_QUARTER_64x32	0.086702	1.456
TR_DCT_32x32_1	0.0242663	2.206
TR_DCT_16x16_1	0.0200995	12.412
TR_DCT_8x8_1	0.0142646	49.398
TR_DCT_4x4_1	0.00547289	66.952
DIST_SSE_4x4	0.0432168	1070.51
DIST_SAD_32x32	0.0411576	123.76
DIST_SAD_32x32sub	0.0219028	63.249
INTERPOL_HALF_32x32	0.0452051	2.912
DIST_HAD_32x32	0.10072	53.956
INTERPOL_QUARTER_32x32	0.093218	2.912
DIST_SAD_16x32	0.0455322	247.52
DIST_SAD_16x32sub	0.0208285	111.107
INTERPOL_HALF_16x32	0.0532584	5.824
DIST_HAD_16x32	0.10509	109.2
INTERPOL_QUARTER_16x32	0.107988	5.824
DIST_SAD_32x16	0.0441401	247.52
DIST_SAD_32x16sub	0.019466	103.644
INTERPOL_HALF_32x16	0.0497402	5.824
DIST_HAD_32x16	0.104093	109.2
INTERPOL_QUARTER_32x16	0.0987092	5.824
TR_DCT_16x16_2	0.0123066	7.128
TR_DCT_8x8_2	0.0125265	42.086
TR_DCT_4x4_2	0.0174026	223.208
DIST_SAD_16x16	0.0512273	495.04
DIST_SAD_16x16sub	0.028868	265.754
INTERPOL_HALF_16x16	0.0592893	11.648
DIST_HAD_16x16	0.101058	210.994
INTERPOL_QUARTER_16x16	0.114465	11.648
DIST_SAD_8x16	0.0630617	990.08
DIST_SAD_8x16sub	0.0246237	376.807
INTERPOL_HALF_8x16	0.0773335	23.296
DIST_HAD_8x16	0.110976	436.8
INTERPOL_QUARTER_8x16	0.146014	23.296
DIST_SAD_16x8	0.137479	1370.2
INTERPOL_HALF_16x8	0.0705438	23.296
DIST_HAD_16x8	0.109814	436.8
INTERPOL_QUARTER_16x8	0.128069	23.296
TR_DCT_8x8_3	0.0086679	24.473
TR_DCT_4x4_3	0.0158661	193.08
DIST_SAD_8x8	0.176046	2807.38
INTERPOL_HALF_8x8	0.0954867	46.592
DIST_HAD_8x8	0.115441	840.406
INTERPOL_QUARTER_8x8	0.167358	46.592
DIST_SAD_4x8	0.0626886	1431.47
INTERPOL_HALF_4x8	0.07428	46.592
DIST_HAD_4x8	0.0695283	908.544
INTERPOL_QUARTER_4x8	0.125225	46.592
DIST_SAD_8x4	0.0684983	1394.61
INTERPOL_HALF_8x4	0.0660799	46.592
DIST_HAD_8x4	0.0672565	908.544
INTERPOL_QUARTER_8x4	0.105452	46.592
TR_iDCT_32x32_0	0.0156969	1.215
TR_iDCT_16x16_0	0.00620753	3.188
TR_iDCT_32x32_1	0.00980357	0.748
TR_iDCT_16x16_1	0.00385561	1.893
DIST_HAD_32x8	0.00427154	8.84
DIST_HAD_32x24	0.0125196	8.84
DIST_HAD_8x32	0.00678971	13.84
DIST_HAD_24x32	0.0197405	13.84
TR_iDCT_8x8_1	0.00188434	4.669
DIST_HAD_16x64	0.000507058	0.26
DIST_HAD_48x64	0.00148219	0.26
TR_iDCT_8x8_0	0.000562508	1.425
TR_iDCT_4x4_1	0.00012637	0.953
TR_iDCT_16x16_2	0.00223038	1.098
TR_iDCT_8x8_2	0.00107615	2.539
TR_iDCT_4x4_2	0.000762101	5.829
DIST_HAD_16x4	0.00208917	16.13
DIST_HAD_16x12	0.00514189	16.13
DIST_HAD_4x16	0.00359035	27.55
DIST_HAD_12x16	0.00877745	27.55
TR_DST_4x4_2	6.65085e-05	0.608
TR_iDST_4x4_2	5.28238e-05	0.292
TR_iDCT_8x8_3	0.000616928	1.429
TR_iDCT_4x4_3	0.00038788	2.769
DIST_SAD_8x32	0.00331418	30.6
DIST_SAD_8x32sub	0.00446962	39.277
INTERPOL_HALF_8x32	0.00422993	0.72
INTERPOL_QUARTER_8x32	0.0088049	0.72
DIST_SAD_24x32	0.0075738	30.6
DIST_SAD_24x32sub	0.00637783	24.162
INTERPOL_HALF_24x32	0.00893097	0.72
INTERPOL_QUARTER_24x32	0.0189649	0.72
TR_DST_4x4_3	0.000223506	2.082
TR_iDST_4x4_3	0.000150536	1.08
DIST_HAD_4x4	0.000336415	7
DIST_SAD_16x4	0.00404628	65.83
INTERPOL_HALF_16x4	0.00160577	0.8
INTERPOL_QUARTER_16x4	0.00271052	0.8
DIST_SAD_16x12	0.0028103	34
DIST_SAD_16x12sub	0.00177741	20.603
INTERPOL_HALF_16x12	0.00323495	0.8
INTERPOL_QUARTER_16x12	0.00634541	0.8
DIST_SAD_4x16	0.00258294	60.52
DIST_SAD_4x16sub	0.0031598	71.137
INTERPOL_HALF_4x16	0.00362092	1.424
INTERPOL_QUARTER_4x16	0.0069868	1.424
DIST_SAD_12x16	0.00514502	60.52
DIST_SAD_12x16sub	0.00490853	55.263
INTERPOL_HALF_12x16	0.00593674	1.424
INTERPOL_QUARTER_12x16	0.0119325	1.424
DIST_SAD_32x8	0.00612064	34.102
INTERPOL_HALF_32x8	0.00227114	0.448
INTERPOL_QUARTER_32x8	0.0043329	0.448
DIST_SAD_32x24	0.00483601	19.04
DIST_SAD_32x24sub	0.00267556	10.111
INTERPOL_HALF_32x24	0.0054022	0.448
INTERPOL_QUARTER_32x24	0.0113469	0.448
DIST_HAD_64x16	0.0002634	0.14
DIST_HAD_64x48	0.000769733	0.14

Frame	6
Others	11.1891	18249.8
TR_DCT_32x32_0	0.0342541	3.172
DIST_SSE_32x32	0.00951556	13.613
TR_DCT_16x16_0	0.0265735	16.62
DIST_SSE_16x16	0.0144503	67.226
TR_DCT_8x8_0	0.00681154	23.568
DIST_SSE_8x8	0.0197109	240.463
DIST_SSE_64x64	0.00324188	1.044
DIST_SAD_64x64	0.0405119	30.94
DIST_SAD_64x64sub	0.018662	14.353
INTERPOL_HALF_64x64	0.0400301	0.728
DIST_HAD_64x64	0.105703	14.294
INTERPOL_QUARTER_64x64	0.0837283	0.728
DIST_SAD_32x64	0.03963	61.88
DIST_SAD_32x64sub	0.0174186	27.329
INTERPOL_HALF_32x64	0.0433275	1.456
DIST_HAD_32x64	0.101555	27.3
INTERPOL_QUARTER_32x64	0.091153	1.456
DIST_SAD_64x32	0.0416347	61.88
DIST_SAD_64x32sub	0.0159492	24.038
INTERPOL_HALF_64x32	0.0422785	1.456
DIST_HAD_64x32	0.102024	27.3
INTERPOL_QUARTER_64x32	0.0869578	1.456
TR_DCT_32x32_1	0.0284164	2.611
TR_DCT_16x16_1	0.0227366	14.116
TR_DCT_8x8_1	0.016371	56.304
TR_DCT_4x4_1	0.0061301	76.8
DIST_SSE_4x4	0.0471401	1159.65
DIST_SAD_32x32	0.0412604	123.76
DIST_SAD_32x32sub	0.0223844	64.474
INTERPOL_HALF_32x32	0.0454607	2.912
DIST_HAD_32x32	0.102874	55.181
INTERPOL_QUARTER_32x32	0.0936498	2.912
DIST_SAD_16x32	0.0453551	247.52
DIST_SAD_16x32sub	0.0215095	114.452
INTERPOL_HALF_16x32	0.05296	5.824
DIST_HAD_16x32	0.104286	109.2
INTERPOL_QUARTER_16x32	0.1079	5.824
DIST_SAD_32x16	0.0441059	247.52
DIST_SAD_32x16sub	0.0210399	115.833
INTERPOL_HALF_32x16	0.0497118	5.824
DIST_HAD_32x16	0.104131	109.2
INTERPOL_QUARTER_32x16	0.099016	5.824
TR_DCT_16x16_2	0.0138353	8.099
TR_DCT_8x8_2	0.0137999	46.626
TR_DCT_4x4_2	0.0191852	246.04
DIST_SAD_16x16	0.0509945	495.04
DIST_SAD_16x16sub	0.0316065	293.258
INTERPOL_HALF_16x16	0.0594185	11.648
DIST_HAD_16x16	0.102227	213.304
INTERPOL_QUARTER_16x16	0.114621	11.648
DIST_SAD_8x16	0.0629492	990.08
DIST_SAD_8x16sub	0.0259461	397.333
INTERPOL_HALF_8x16	0.0772227	23.296
DIST_HAD_8x16	0.111031	436.8
INTERPOL_QUARTER_8x16	0.146434	23.296
DIST_SAD_16x8	0.139192	1378.31
INTERPOL_HALF_16x8	0.0705204	23.296
DIST_HAD_16x8	0.110176	436.8
INTERPOL_QUARTER_16x8	0.128661	23.296
TR_DCT_8x8_3	0.009247	25.91
TR_DCT_4x4_3	0.0162248	199.672
DIST_SAD_8x8	0.180394	2876.23
INTERPOL_HALF_8x8	0.0951724	46.592
DIST_HAD_8x8	0.115562	843.556
INTERPOL_QUARTER_8x8	0.167209	46.592
DIST_SAD_4x8	0.0648153	1478.6
INTERPOL_HALF_4x8	0.0741178	46.592
DIST_HAD_4x8	0.0693261	908.544
INTERPOL_QUARTER_4x8	0.125131	46.592
DIST_SAD_8x4	0.0705255	1432.41
INTERPOL_HALF_8x4	0.0659566	46.592
DIST_HAD_8x4	0.0672873	908.544
INTERPOL_QUARTER_8x4	0.105053	46.592
TR_iDCT_32x32_0	0.021154	1.633
DIST_HAD_64x16	0.000488875	0.26
DIST_HAD_64x48	0.00147787	0.26
DIST_HAD_16x64	0.000690712	0.36
DIST_HAD_48x64	0.00205899	0.36
TR_iDCT_4x4_2	0.00128886	9.75
TR_iDCT_4x4_3	0.000700805	5.197
TR_iDCT_8x8_3	0.00133306	3.16
TR_DST_4x4_3	0.000624136	5.815
TR_iDST_4x4_3	0.00035986	2.567
DIST_HAD_4x4	0.000930685	19.6
TR_iDCT_8x8_1	0.00293333	7.343
TR_iDCT_8x8_2	0.00188209	4.541
TR_iDCT_16x16_0	0.0078934	4.015
TR_iDCT_8x8_0	0.000766206	1.928
TR_iDCT_16x16_1	0.00601033	3.023
TR_iDCT_32x32_1	0.0162554	1.259
DIST_HAD_32x8	0.00542549	11.36
DIST_HAD_32x24	0.0159298	11.36
DIST_HAD_8x32	0.010004	20.53
DIST_HAD_24x32	0.0288547	20.53
TR_iDCT_4x4_1	0.00020492	1.604
TR_iDCT_16x16_2	0.00416933	2.075
DIST_HAD_16x4	0.00289326	23.36
DIST_HAD_16x12	0.0074783	23.36
DIST_HAD_4x16	0.00551464	43.01
DIST_HAD_12x16	0.0136837	43.01
TR_DST_4x4_2	0.00018361	1.664
TR_iDST_4x4_2	0.000118238	0.782
DIST_SAD_8x32	0.00510424	45.56
DIST_SAD_8x32sub	0.00582339	50.87
INTERPOL_HALF_8x32	0.00629209	1.072
INTERPOL_QUARTER_8x32	0.0129822	1.072
DIST_SAD_24x32	0.0110966	45.56
DIST_SAD_24x32sub	0.00848143	32.097
INTERPOL_HALF_24x32	0.0131676	1.072
INTERPOL_QUARTER_24x32	0.0278373	1.072
DIST_SAD_16x4	0.00543776	88.768
INTERPOL_HALF_16x4	0.00232968	1.152
INTERPOL_QUARTER_16x4	0.00397704	1.152
DIST_SAD_16x12	0.00399619	48.96
DIST_SAD_16x12sub	0.00199288	23.996
INTERPOL_HALF_16x12	0.00462669	1.152
INTERPOL_QUARTER_16x12	0.00911569	1.152
DIST_SAD_4x16	0.00398975	94.52
DIST_SAD_4x16sub	0.00401936	90.352
INTERPOL_HALF_4x16	0.00559776	2.224
INTERPOL_QUARTER_4x16	0.0108833	2.224
DIST_SAD_12x16	0.00789639	94.52
DIST_SAD_12x16sub	0.00524546	60.108
INTERPOL_HALF_12x16	0.00924963	2.224
INTERPOL_QUARTER_12x16	0.0185079	2.224
DIST_SAD_32x8	0.00825025	46.768
INTERPOL_HALF_32x8	0.00285246	0.576
INTERPOL_QUARTER_32x8	0.00541664	0.576
DIST_SAD_32x24	0.00612902	24.48
DIST_SAD_32x24sub	0.00263149	10.165
INTERPOL_HALF_32x24	0.00686136	0.576
INTERPOL_QUARTER_32x24	0.0145901	0.576

Frame	7
Others	11.1579	18114.9
TR_DCT_32x32_0	0.032596	2.98
DIST_SSE_32x32	0.00917283	12.974
TR_DCT_16x16_0	0.0251815	15.686
DIST_SSE_16x16	0.0138451	64.292
TR_DCT_8x8_0	0.00640857	22.28
DIST_SSE_8x8	0.0193509	233.526
DIST_SSE_64x64	0.00312452	1.005
DIST_SAD_64x64	0.0410013	30.94
DIST_SAD_64x64sub	0.0224459	17.125
INTERPOL_HALF_64x64	0.0403995	0.728
DIST_HAD_64x64	0.105548	14.189
INTERPOL_QUARTER_64x64	0.0842485	0.728
DIST_SAD_32x64	0.039251	61.88
DIST_SAD_32x64sub	0.0219695	34.099
INTERPOL_HALF_32x64	0.042932	1.456
DIST_HAD_32x64	0.100929	27.3
INTERPOL_QUARTER_32x64	0.0903095	1.456
DIST_SAD_64x32	0.0421626	61.88
DIST_SAD_64x32sub	0.0204287	30.927
INTERPOL_HALF_64x32	0.0422885	1.456
DIST_HAD_64x32	0.102411	27.3
INTERPOL_QUARTER_64x32	0.0872156	1.456
TR_DCT_32x32_1	0.0270023	2.447
TR_DCT_16x16_1	0.0219826	13.496
TR_DCT_8x8_1	0.0156508	53.784
TR_DCT_4x4_1	0.00587487	72.512
DIST_SSE_4x4	0.0468135	1134.81
DIST_SAD_32x32	0.0411852	123.76
DIST_SAD_32x32sub	0.0282032	80.825
INTERPOL_HALF_32x32	0.0456422	2.912
DIST_HAD_32x32	0.102064	54.516
INTERPOL_QUARTER_32x32	0.0938911	2.912
DIST_SAD_16x32	0.0455374	247.52
DIST_SAD_16x32sub	0.0221069	115.874
INTERPOL_HALF_16x32	0.0534648	5.824
DIST_HAD_16x32	0.105028	109.2
INTERPOL_QUARTER_16x32	0.108552	5.824
DIST_SAD_32x16	0.0444467	247.52
DIST_SAD_32x16sub	0.0218619	118.875
INTERPOL_HALF_32x16	0.0499992	5.824
DIST_HAD_32x16	0.105003	109.2
INTERPOL_QUARTER_32x16	0.0993437	5.824
TR_DCT_16x16_2	0.0136947	7.857
TR_DCT_8x8_2	0.0136994	45.508
TR_DCT_4x4_2	0.0188921	240.04
DIST_SAD_16x16	0.0512453	494.968
DIST_SAD_16x16sub	0.0326398	292.779
INTERPOL_HALF_16x16	0.0597764	11.648
DIST_HAD_16x16	0.102862	212.709
INTERPOL_QUARTER_16x16	0.115348	11.648
DIST_SAD_8x16	0.0634024	989.909
DIST_SAD_8x16sub	0.0263946	399.538
INTERPOL_HALF_8x16	0.0778805	23.296
DIST_HAD_8x16	0.111407	436.8
INTERPOL_QUARTER_8x16	0.14697	23.296
DIST_SAD_16x8	0.139521	1381.2
INTERPOL_HALF_16x8	0.0712595	23.296
DIST_HAD_16x8	0.110779	436.8
INTERPOL_QUARTER_16x8	0.129416	23.296
TR_DCT_8x8_3	0.00918356	25.642
TR_DCT_4x4_3	0.0163894	198.2
DIST_SAD_8x8	0.18405	2894.6
INTERPOL_HALF_8x8	0.0963315	46.592
DIST_HAD_8x8	0.116627	843.136
INTERPOL_QUARTER_8x8	0.168381	46.592
DIST_SAD_4x8	0.0668473	1503.52
INTERPOL_HALF_4x8	0.0748795	46.592
DIST_HAD_4x8	0.0699489	908.544
INTERPOL_QUARTER_4x8	0.125585	46.592
DIST_SAD_8x4	0.0714866	1432.92
INTERPOL_HALF_8x4	0.0666607	46.592
DIST_HAD_8x4	0.0679062	908.544
INTERPOL_QUARTER_8x4	0.105928	46.592
TR_iDCT_8x8_1	0.0026301	6.38
TR_iDCT_8x8_2	0.00166871	3.976
TR_iDCT_4x4_2	0.001108	8.39
DIST_HAD_16x4	0.00246914	19.68
DIST_HAD_16x12	0.00634858	19.68
DIST_HAD_4x16	0.0043304	32.91
DIST_HAD_12x16	0.0106029	32.91
TR_iDCT_16x16_2	0.00379283	1.845
TR_DST_4x4_2	0.000153142	1.392
TR_iDST_4x4_2	9.6595e-05	0.572
TR_iDCT_8x8_3	0.00120758	2.798
TR_iDCT_4x4_3	0.000600961	4.155
TR_iDCT_16x16_1	0.00515366	2.52
TR_iDCT_32x32_0	0.0199491	1.525
TR_iDCT_16x16_0	0.00741589	3.726
TR_iDCT_8x8_0	0.000759865	1.944
DIST_HAD_16x64	0.000652673	0.34
DIST_HAD_48x64	0.00195239	0.34
TR_iDCT_32x32_1	0.014805	1.123
DIST_SAD_8x32	0.0048547	44.164
DIST_SAD_8x32sub	0.0053453	46.469
INTERPOL_HALF_8x32	0.00626263	1.04
DIST_HAD_8x32	0.00977328	19.87
INTERPOL_QUARTER_8x32	0.0127657	1.04
DIST_SAD_24x32	0.0110436	44.2
DIST_SAD_24x32sub	0.0099481	36.734
INTERPOL_HALF_24x32	0.0131006	1.04
DIST_HAD_24x32	0.0285375	19.87
INTERPOL_QUARTER_24x32	0.0272985	1.04
DIST_SAD_4x16	0.00306584	71.4
DIST_SAD_4x16sub	0.00301875	65.738
INTERPOL_HALF_4x16	0.00432359	1.68
INTERPOL_QUARTER_4x16	0.00828321	1.68
DIST_SAD_12x16	0.00622916	71.4
DIST_SAD_12x16sub	0.00478276	53.362
INTERPOL_HALF_12x16	0.00714161	1.68
INTERPOL_QUARTER_12x16	0.0142903	1.68
TR_DST_4x4_3	0.000578386	5.319
TR_iDST_4x4_3	0.000276875	1.934
DIST_HAD_4x4	0.000862976	17.92
DIST_SAD_32x8	0.00605032	34.192
INTERPOL_HALF_32x8	0.00249099	0.496
DIST_HAD_32x8	0.00483436	9.85
INTERPOL_QUARTER_32x8	0.0047282	0.496
DIST_SAD_32x24	0.00537184	21.08
DIST_SAD_32x24sub	0.00180679	6.999
INTERPOL_HALF_32x24	0.00600203	0.496
DIST_HAD_32x24	0.013962	9.85
INTERPOL_QUARTER_32x24	0.0124791	0.496
DIST_SAD_16x4	0.00495648	79.162
INTERPOL_HALF_16x4	0.00195718	0.96
INTERPOL_QUARTER_16x4	0.0032838	0.96
DIST_SAD_16x12	0.00343897	40.8
DIST_SAD_16x12sub	0.00182217	21.455
INTERPOL_HALF_16x12	0.00396945	0.96
INTERPOL_QUARTER_16x12	0.00771331	0.96
TR_iDCT_4x4_1	0.000190851	1.422
DIST_HAD_64x16	0.000387654	0.2
DIST_HAD_64x48	0.00116732	0.2

Frame	8
Others	15.1645	21269.4
TR_DCT_32x32_0	0.049754	4.54
DIST_SSE_32x32	0.0147834	20.601
TR_DCT_16x16_0	0.036165	22.206
DIST_SSE_16x16	0.0222727	102.056
TR_DCT_8x8_0	0.0100503	34.696
DIST_SSE_8x8	0.0294283	353.319
TR_iDCT_32x32_0	0.0450461	3.423
DIST_SSE_64x64	0.00416841	1.282
DIST_SAD_64x64	0.0416779	30.94
DIST_SAD_64x64sub	0.0260102	19.496
INTERPOL_HALF_64x64	0.040606	0.728
DIST_HAD_64x64	0.114742	15.344
INTERPOL_QUARTER_64x64	0.0854778	0.728
DIST_SAD_32x64	0.0399504	61.88
DIST_SAD_32x64sub	0.021566	33.3
INTERPOL_HALF_32x64	0.0436525	1.456
DIST_HAD_32x64	0.102186	27.3
INTERPOL_QUARTER_32x64	0.0915715	1.456
DIST_SAD_64x32	0.0419018	61.88
DIST_SAD_64x32sub	0.025287	37.38
INTERPOL_HALF_64x32	0.0421932	1.456
DIST_HAD_64x32	0.102436	27.3
INTERPOL_QUARTER_64x32	0.0875842	1.456
TR_DCT_32x32_1	0.0451253	4.035
TR_DCT_16x16_1	0.0329401	19.904
TR_DCT_8x8_1	0.0241078	81.206
TR_DCT_4x4_1	0.00928242	114.088
DIST_SSE_4x4	0.0706957	1629.47
DIST_SAD_32x32	0.0421807	123.76
DIST_SAD_32x32sub	0.0323393	90.783
INTERPOL_HALF_32x32	0.0465606	2.912
DIST_HAD_32x32	0.113338	59.416
INTERPOL_QUARTER_32x32	0.0961272	2.912
DIST_SAD_16x32	0.0461461	247.52
DIST_SAD_16x32sub	0.0254333	131.41
INTERPOL_HALF_16x32	0.0539098	5.824
DIST_HAD_16x32	0.105407	109.2
INTERPOL_QUARTER_16x32	0.110006	5.824
DIST_SAD_32x16	0.0445463	247.52
DIST_SAD_32x16sub	0.0263821	141.332
INTERPOL_HALF_32x16	0.050191	5.824
DIST_HAD_32x16	0.105275	109.2
INTERPOL_QUARTER_32x16	0.100979	5.824
TR_DCT_16x16_2	0.0221861	12.633
TR_DCT_8x8_2	0.020254	66.522
TR_DCT_4x4_2	0.0281619	344.704
DIST_SAD_16x16	0.0521671	494.977
DIST_SAD_16x16sub	0.0409739	356.112
INTERPOL_HALF_16x16	0.0609871	11.648
DIST_HAD_16x16	0.110812	225.764
INTERPOL_QUARTER_16x16	0.117685	11.648
DIST_SAD_8x16	0.0640077	989.927
DIST_SAD_8x16sub	0.032533	473.763
INTERPOL_HALF_8x16	0.0790753	23.296
DIST_HAD_8x16	0.112929	436.8
INTERPOL_QUARTER_8x16	0.149911	23.296
DIST_SAD_16x8	0.149966	1452.18
INTERPOL_HALF_16x8	0.0723391	23.296
DIST_HAD_16x8	0.111915	436.8
INTERPOL_QUARTER_16x8	0.131601	23.296
TR_DCT_8x8_3	0.0131631	37.593
TR_DCT_4x4_3	0.0210832	247.864
DIST_SAD_8x8	0.203522	3133.09
INTERPOL_HALF_8x8	0.0986457	46.592
DIST_HAD_8x8	0.122851	872.466
INTERPOL_QUARTER_8x8	0.171642	46.592
DIST_SAD_4x8	0.0754836	1651.26
INTERPOL_HALF_4x8	0.0765825	46.592
DIST_HAD_4x8	0.0711598	908.544
INTERPOL_QUARTER_4x8	0.127772	46.592
DIST_SAD_8x4	0.0808588	1586.85
INTERPOL_HALF_8x4	0.0681268	46.592
DIST_HAD_8x4	0.0700788	908.544
INTERPOL_QUARTER_8x4	0.107603	46.592
TR_iDCT_32x32_1	0.04345	3.275
TR_iDCT_16x16_0	0.0187976	9.46
TR_iDCT_16x16_1	0.0168678	8.272
DIST_HAD_64x16	0.000803703	0.42
DIST_HAD_64x48	0.00234948	0.42
DIST_HAD_16x64	0.00110602	0.57
DIST_HAD_48x64	0.00322738	0.57
TR_iDCT_8x8_0	0.00303514	7.548
TR_iDCT_4x4_2	0.00589049	43.758
TR_iDCT_4x4_3	0.00405596	29.42
TR_iDCT_8x8_1	0.00930713	22.654
TR_iDCT_4x4_1	0.00108273	8.312
DIST_HAD_32x8	0.0107368	22.07
DIST_HAD_32x24	0.0317084	22.07
DIST_HAD_8x32	0.0169877	33.64
DIST_HAD_24x32	0.0485175	33.64
TR_iDCT_16x16_2	0.0164984	8.002
DIST_HAD_16x4	0.00767884	59.96
DIST_HAD_16x12	0.0195959	59.96
DIST_HAD_4x16	0.00996029	75.31
DIST_HAD_12x16	0.0247207	75.31
TR_DST_4x4_2	0.000846715	7.36
TR_iDCT_8x8_2	0.00779143	18.603
TR_iDST_4x4_2	0.000670615	4.459
DIST_SAD_16x4	0.0146969	232.238
INTERPOL_HALF_16x4	0.00625426	2.992
INTERPOL_QUARTER_16x4	0.0105194	2.992
DIST_SAD_16x12	0.0108731	127.025
DIST_SAD_16x12sub	0.005409	61.052
INTERPOL_HALF_16x12	0.0125116	2.992
INTERPOL_QUARTER_16x12	0.0242287	2.992
DIST_SAD_4x16	0.00705929	162.412
DIST_SAD_4x16sub	0.00790619	168.66
INTERPOL_HALF_4x16	0.00988828	3.824
INTERPOL_QUARTER_4x16	0.0189534	3.824
DIST_SAD_12x16	0.0140696	162.376
DIST_SAD_12x16sub	0.00854281	95.132
INTERPOL_HALF_12x16	0.0163608	3.824
INTERPOL_QUARTER_12x16	0.0325031	3.824
TR_iDCT_8x8_3	0.00754921	17.844
TR_DST_4x4_3	0.00454799	40.403
TR_iDST_4x4_3	0.00363985	24.891
DIST_HAD_4x4	0.00676351	135.24
DIST_SAD_8x32	0.00819418	74.093
DIST_SAD_8x32sub	0.00764187	64.599
INTERPOL_HALF_8x32	0.010573	1.744
INTERPOL_QUARTER_8x32	0.0216311	1.744
DIST_SAD_24x32	0.0184259	74.12
DIST_SAD_24x32sub	0.0131076	47.406
INTERPOL_HALF_24x32	0.0219187	1.744
INTERPOL_QUARTER_24x32	0.0459705	1.744
DIST_SAD_32x8	0.0151499	83.424
INTERPOL_HALF_32x8	0.00572025	1.12
INTERPOL_QUARTER_32x8	0.0108094	1.12
DIST_SAD_32x24	0.0122991	47.6
DIST_SAD_32x24sub	0.00594233	22.46
INTERPOL_HALF_32x24	0.0137725	1.12
INTERPOL_QUARTER_32x24	0.0284792	1.12

Frame	9
Others	11.153	18522.4
TR_DCT_32x32_0	0.0298985	2.756
DIST_SSE_32x32	0.00842925	12.086
TR_DCT_16x16_0	0.0231219	14.534
DIST_SSE_16x16	0.0129392	60.3
TR_DCT_8x8_0	0.00598534	20.968
DIST_SSE_8x8	0.0182477	222.593
DIST_SSE_64x64	0.00299562	0.964
DIST_SAD_64x64	0.0407362	30.94
DIST_SAD_64x64sub	0.0295697	22.835
INTERPOL_HALF_64x64	0.0404055	0.728
DIST_HAD_64x64	0.10476	14.084
INTERPOL_QUARTER_64x64	0.0841311	0.728
DIST_SAD_32x64	0.0395184	61.88
DIST_SAD_32x64sub	0.021288	32.952
INTERPOL_HALF_32x64	0.0435399	1.456
DIST_HAD_32x64	0.101651	27.3
INTERPOL_QUARTER_32x64	0.0908393	1.456
DIST_SAD_64x32	0.041473	61.88
DIST_SAD_64x32sub	0.0254989	38.569
INTERPOL_HALF_64x32	0.0419474	1.456
DIST_HAD_64x32	0.1016	27.3
INTERPOL_QUARTER_64x32	0.0861381	1.456
TR_DCT_32x32_1	0.0252546	2.302
TR_DCT_16x16_1	0.0206875	12.834
TR_DCT_8x8_1	0.0149591	51.306
TR_DCT_4x4_1	0.00548703	68.92
DIST_SSE_4x4	0.0441567	1086.36
DIST_SAD_32x32	0.0409536	123.76
DIST_SAD_32x32sub	0.0336726	97.396
INTERPOL_HALF_32x32	0.0451102	2.912
DIST_HAD_32x32	0.100892	54.201
INTERPOL_QUARTER_32x32	0.0932441	2.912
DIST_SAD_16x32	0.0452764	247.52
DIST_SAD_16x32sub	0.0234209	125.054
INTERPOL_HALF_16x32	0.0531775	5.824
DIST_HAD_16x32	0.103946	109.2
INTERPOL_QUARTER_16x32	0.107733	5.824
DIST_SAD_32x16	0.0441809	247.484
DIST_SAD_32x16sub	0.0246631	136.358
INTERPOL_HALF_32x16	0.0496534	5.824
DIST_HAD_32x16	0.104092	109.2
INTERPOL_QUARTER_32x16	0.0987821	5.824
TR_DCT_16x16_2	0.012617	7.276
TR_DCT_8x8_2	0.0127222	42.734
TR_DCT_4x4_2	0.0177621	226.328
DIST_SAD_16x16	0.0511462	494.905
DIST_SAD_16x16sub	0.0387574	357.809
INTERPOL_HALF_16x16	0.0594883	11.648
DIST_HAD_16x16	0.101756	211.414
INTERPOL_QUARTER_16x16	0.114757	11.648
DIST_SAD_8x16	0.0649674	989.756
DIST_SAD_8x16sub	0.03052	460.514
INTERPOL_HALF_8x16	0.0776899	23.296
DIST_HAD_8x16	0.111127	436.8
INTERPOL_QUARTER_8x16	0.146532	23.296
DIST_SAD_16x8	0.144079	1425.28
INTERPOL_HALF_16x8	0.0706904	23.296
DIST_HAD_16x8	0.110089	436.8
INTERPOL_QUARTER_16x8	0.128906	23.296
TR_DCT_8x8_3	0.00885951	24.772
TR_DCT_4x4_3	0.0159439	194.508
DIST_SAD_8x8	0.196267	3057.24
INTERPOL_HALF_8x8	0.0957601	46.592
DIST_HAD_8x8	0.116146	841.001
INTERPOL_QUARTER_8x8	0.167227	46.592
DIST_SAD_4x8	0.0690283	1571.15
INTERPOL_HALF_4x8	0.0745359	46.592
DIST_HAD_4x8	0.0695012	908.544
INTERPOL_QUARTER_4x8	0.125548	46.592
DIST_SAD_8x4	0.075907	1533.65
INTERPOL_HALF_8x4	0.0660646	46.592
DIST_HAD_8x4	0.0671982	908.544
INTERPOL_QUARTER_8x4	0.104913	46.592
TR_iDCT_32x32_0	0.0171537	1.311
TR_iDCT_32x32_1	0.0116822	0.896
TR_iDCT_4x4_2	0.000905408	6.668
TR_iDCT_4x4_3	0.000445974	3.237
TR_iDCT_16x16_0	0.00652971	3.323
DIST_HAD_16x64	0.000535488	0.28
DIST_HAD_48x64	0.00159142	0.28
TR_iDCT_8x8_0	0.000737442	1.853
TR_iDCT_16x16_1	0.00446303	2.209
TR_iDCT_8x8_1	0.00229058	5.581
